date,Megawatts
2019-05-21 00:00:00,20759.76923076923
2019-05-21 01:00:00,19982.5
2019-05-21 02:00:00,19546.0
2019-05-21 03:00:00,19384.5
2019-05-21 04:00:00,19731.25
2019-05-21 05:00:00,20931.25
2019-05-21 06:00:00,22445.0
2019-05-21 07:00:00,23334.416666666668
2019-05-21 08:00:00,23243.25
2019-05-21 09:00:00,23160.916666666668
2019-05-21 10:00:00,22873.083333333332
2019-05-21 11:00:00,22573.333333333332
2019-05-21 12:00:00,22163.0
2019-05-21 13:00:00,21927.916666666668
2019-05-21 14:00:00,22153.666666666668
2019-05-21 15:00:00,22434.25
2019-05-21 16:00:00,22841.416666666668
2019-05-21 17:00:00,23500.583333333332
2019-05-21 18:00:00,24408.916666666668
2019-05-21 19:00:00,25358.75
2019-05-21 20:00:00,26292.25
2019-05-21 21:00:00,25569.083333333332
2019-05-21 22:00:00,23655.0
2019-05-21 23:00:00,21873.545454545456
