date,Megawatts
2018-06-14 00:00:00,25749.53846153846
2018-06-14 01:00:00,24267.666666666668
2018-06-14 02:00:00,23284.0
2018-06-14 03:00:00,22737.333333333332
2018-06-14 04:00:00,22937.916666666668
2018-06-14 05:00:00,23720.333333333332
2018-06-14 06:00:00,24846.5
2018-06-14 07:00:00,26113.75
2018-06-14 08:00:00,26861.583333333332
2018-06-14 09:00:00,27462.833333333332
2018-06-14 10:00:00,28110.416666666668
2018-06-14 11:00:00,28799.5
2018-06-14 12:00:00,29622.75
2018-06-14 13:00:00,31144.25
2018-06-14 14:00:00,32831.0
2018-06-14 15:00:00,34434.166666666664
2018-06-14 16:00:00,35692.666666666664
2018-06-14 17:00:00,36136.0
2018-06-14 18:00:00,35821.083333333336
2018-06-14 19:00:00,34815.666666666664
2018-06-14 20:00:00,33965.25
2018-06-14 21:00:00,32516.583333333332
2018-06-14 22:00:00,29911.083333333332
2018-06-14 23:00:00,27159.545454545456
