date,Megawatts
2019-12-22 00:00:00,21534.416666666668
2019-12-22 01:00:00,20638.833333333332
2019-12-22 02:00:00,20061.166666666668
2019-12-22 03:00:00,19734.5
2019-12-22 04:00:00,19772.0
2019-12-22 05:00:00,20226.5
2019-12-22 06:00:00,21117.583333333332
2019-12-22 07:00:00,21892.916666666668
2019-12-22 08:00:00,22538.166666666668
2019-12-22 09:00:00,22601.0
2019-12-22 10:00:00,22751.916666666668
2019-12-22 11:00:00,22522.833333333332
2019-12-22 12:00:00,22318.25
2019-12-22 13:00:00,22464.916666666668
2019-12-22 14:00:00,22838.916666666668
2019-12-22 15:00:00,23379.0
2019-12-22 16:00:00,24844.25
2019-12-22 17:00:00,27029.833333333332
2019-12-22 18:00:00,27214.166666666668
2019-12-22 19:00:00,26924.666666666668
2019-12-22 20:00:00,26433.416666666668
2019-12-22 21:00:00,25538.916666666668
2019-12-22 22:00:00,24013.083333333332
2019-12-22 23:00:00,22334.75
