Net Demand 12/31/2019,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,22213,21869,21869,21869,21611,21611,21611,21349,21349,21349,21144,21144,21144,20956,20956,20956,20756,20756,20756,20573,20573,20573,20443,20443,20443,20330,20330,20330,20209,20209,20209,20137,20137,20137,20059,20059,20059,20049,20049,20049,20037,20037,20037,20034,20034,20034,20014,20014,20014,20184,20184,20184,20225,20225,20225,20352,20352,20352,20583,20583,20583,21061,21061,21061,21311,21311,21311,21599,21599,21599,21853,21853,21853,22534,22534,22534,22965,22965,22965,23276,23276,23276,23455,23455,23455,23850,23850,23850,24033,24033,24033,24003,24003,24003,24030,24030,24030,23955,23955,23955,23876,23876,23876,23771,23771,23771,23588,23588,23588,23389,23389,23389,23044,23044,23044,22985,22985,22985,22713,22713,22713,22382,22382,22382,22194,22194,22194,22025,22025,22025,21767,21767,21767,21561,21561,21561,21575,21575,21575,21470,21470,21470,21249,21249,21249,21056,21056,21056,20911,20911,20911,20971,20971,20971,20933,20933,20933,20989,20989,20989,21054,21054,21054,21094,21094,21094,21255,21255,21255,21372,21372,21372,21465,21465,21465,21663,21663,21663,21892,21892,21892,21766,21766,21766,21994,21994,21994,22316,22316,22316,22661,22661,22661,23154,23154,23154,23658,23658,23658,24253,24253,24253,25130,25130,25130,26126,26126,26126,26817,26817,26817,27163,27163,27163,27160,27160,27160,26950,26950,26950,26830,26830,26830,26681,26681,26681,26444,26444,26444,26045,26045,26045,25904,25904,25904,25655,25655,25655,25437,25437,25437,25120,25120,25120,24958,24958,24958,24741,24741,24741,24501,24501,24501,24230,24230,24230,23979,23979,23979,23838,23838,23838,23593,23593,23593,23292,23292,23292,23058,23058,23058,22792,22792,22792,22497,22497,22497,22314,22314,22314,22099,22099,22099,21768,21768,21768,21474,21474,21474
Demand,22052,21976,21992,21951,21851,21767,21676,21586,21495,21378,21340,21246,21149,21050,21008,20944,20854,20814,20731,20678,20635,20556,20506,20454,20382,20373,20323,20281,20229,20200,20185,20156,20111,20122,20111,20047,20050,20057,20068,20031,20047,20022,19998,19991,20056,20034,20027,20039,20093,20166,20244,20292,20327,20373,20417,20454,20506,20573,20630,20682,20773,20991,21183,21262,21368,21470,21518,21591,21732,21814,21924,22031,22155,22452,22668,22853,22983,23072,23169,23308,23426,23487,23567,23647,23705,23802,23900,23923,23942,23943,23950,23970,23955,23942,23917,23909,23894,23938,23927,23879,23775,23717,23642,23694,23620,23526,23423,23314,23152,23107,23070,22943,22914,22829,22699,22676,22580,22504,22410,22311,22217,22190,22101,22058,21934,21850,21783,21729,21727,21711,21644,21582,21504,21469,21421,21389,21322,21235,21143,21078,21021,20979,20935,20913,20835,20798,20753,20715,20743,20744,20769,20772,20823,20812,20749,20732,20714,20726,20739,20797,20797,20792,20812,20859,20887,20925,21017,21051,21045,21080,21157,21203,21237,21244,21302,21292,21300,21336,21415,21531,21591,21650,21748,21848,21949,22081,22209,22298,22446,22595,22723,22814,22923,23068,23199,23370,23571,23763,23949,24190,24383,24623,24908,25123,25367,25688,26040,26354,26589,26800,26913,26995,27037,27043,27078,27066,27029,26949,26873,26829,26755,26726,26675,26617,26532,26463,26395,26342,26229,26149,26097,25990,25954,25863,25768,25683,25613,25563,25451,25387,25302,25222,25111,25053,24989,24918,24862,24772,24715,24645,24575,24484,24412,24310,24267,24185,24142,24070,23994,23912,23855,23786,23701,23633,23548,23410,23294,23261,23182,23077,22960,22887,22818,22741,22643,22580,22469,22339,22251,22178,22104,22036,21955,21870,21813,21737,21689,21616,
Day-ahead net forecast,Net demand,20860,20771,20789,20752,20653,20570,20483,20393,20305,20189,20150,20060,19964,19867,19825,19763,19676,19636,19555,19503,19460,19385,19337,19285,19217,19205,19159,19118,19068,19038,19027,18999,18953,18966,18959,18898,18898,18912,18922,18888,18904,18882,18861,18851,18919,18900,18894,18905,18960,19033,19115,19166,19198,19249,19295,19333,19383,19454,19512,19567,19654,19871,20067,20153,20255,20364,20414,20487,20627,20712,20824,20932,21058,21347,21573,21760,21891,21985,22080,22222,22342,22407,22480,22557,22603,22666,22707,22613,22494,22320,22120,21913,21627,21313,20995,20661,20276,19985,19617,19228,18773,18336,17864,17638,17258,16861,16490,16305,16015,15679,15460,15282,14994,14736,14414,14267,14100,13972,13830,13617,13355,13184,13131,13207,13334,13388,13277,13097,12945,12921,12850,12721,12658,12699,12776,12720,12613,12544,12497,12404,12390,12288,12239,12164,12171,12059,11868,11607,11536,11535,11653,11816,12018,12126,12009,11798,11595,11420,11409,11463,11601,11653,11741,11813,11862,11928,12003,12101,12325,12498,12564,12548,12625,12668,12828,13123,13147,13298,13552,13825,14027,14280,14654,15161,15606,16218,16831,17489,17831,18269,18813,19404,19988,20484,20922,21362,21797,22225,22622,22971,23279,23595,23934,24212,24467,24782,25134,25451,25691,25905,26021,26106,26152,26159,26192,26185,26148,26074,25996,25954,25883,25855,25805,25749,25666,25599,25532,25480,25371,25290,25239,25137,25098,25012,24917,24835,24765,24716,24609,24543,24461,24382,24271,24216,24154,24084,24029,23940,23885,23817,23749,23658,23589,23489,23445,23366,23325,23254,23181,23100,23045,22977,22895,22827,22746,22610,22495,22460,22383,22282,22166,22094,22025,21950,21854,21793,21684,21558,21466,21397,21324,21257,21179,21095,21038,20965,20915,20847
Solar,-34,-34,-33,-34,-34,-33,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-35,-35,-35,-35,-37,-36,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-39,-38,-39,-39,-39,-39,-40,-39,-35,-28,-18,10,66,174,309,477,685,903,1170,1470,1769,2079,2450,2785,3150,3494,3842,4218,4620,4917,5219,5509,5827,5934,6010,6312,6510,6551,6803,6998,7176,7340,7393,7471,7502,7612,7766,7941,7930,7847,7600,7422,7436,7563,7702,7759,7736,7831,7803,7762,7624,7623,7670,7682,7611,7658,7601,7674,7655,7739,7655,7706,7820,8058,8180,8212,8116,7982,7819,7689,7711,7878,8086,8284,8321,8378,8204,8153,8088,8049,8044,8012,8010,7990,7794,7594,7609,7654,7658,7600,7543,7194,7194,7111,6916,6753,6634,6427,6208,5802,5438,5011,4506,3919,3678,3439,3047,2553,2074,1690,1388,1104,868,639,412,293,181,93,44,-30,-35,-37,-36,-35,-35,-35,-35,-35,-35,-34,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-33,-32,-32,-33,-33,-33,-33,-33,-33,-32,-32,-32,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-33,-34,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,
Wind,1222,1277,1308,1339,1353,1363,1377,1381,1406,1428,1461,1504,1524,1514,1494,1437,1414,1385,1338,1330,1316,1308,1300,1286,1281,1263,1251,1243,1254,1248,1256,1259,1247,1235,1212,1223,1244,1274,1282,1287,1313,1350,1400,1430,1391,1370,1352,1342,1316,1286,1273,1261,1247,1231,1193,1165,1136,1098,1056,1009,980,968,993,1019,1057,1100,1146,1155,1170,1202,1234,1252,1249,1262,1255,1259,1253,1220,1209,1204,1187,1178,1173,1170,1183,1192,1227,1245,1238,1196,1153,1098,1035,1000,975,953,943,942,948,957,952,948,960,951,916,889,895,889,902,895,902,919,946,931,936,941,948,961,962,982,995,993,998,1014,1042,1070,1088,1098,1084,1051,1043,1030,988,967,976,1003,997,1001,1040,1001,996,987,967,939,936,949,938,919,915,921,917,885,859,824,844,849,827,779,753,742,702,684,655,631,636,641,629,631,634,641,621,602,591,576,553,547,537,515,515,504,475,460,452,461,457,456,461,456,466,453,437,429,415,402,405,403,406,408,416,424,429,417,402,403,410,437,475,516,544,575,592,606,604,589,584,577,580,573,563,570,593,622,661,690,699,710,743,779,809,832,855,875,876,870,877,876,858,843,818,805,802,798,804,810,820,819,816,815,809,801,800,794,790,798,801,795,785,780,774,767,766,762,755,749,745,749,775,781,785,789,798,800,802,810,809,824,841,841,845,854,892,918,902,867,849,821,820,814,
