Net Demand 12/03/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,22159,21987,21987,21987,21717,21717,21717,21445,21445,21445,21228,21228,21228,21027,21027,21027,20865,20865,20865,20741,20741,20741,20708,20708,20708,20593,20593,20593,20521,20521,20521,20466,20466,20466,20484,20484,20484,20498,20498,20498,20505,20505,20505,20544,20544,20544,20722,20722,20722,20911,20911,20911,21070,21070,21070,21258,21258,21258,21716,21716,21716,22134,22134,22134,22469,22469,22469,22822,22822,22822,23485,23485,23485,24086,24086,24086,24495,24495,24495,24707,24707,24707,25015,25015,25015,25160,25160,25160,25172,25172,25172,25181,25181,25181,25272,25272,25272,25281,25281,25281,25077,25077,25077,24813,24813,24813,24655,24655,24655,24308,24308,24308,23981,23981,23981,23706,23706,23706,23450,23450,23450,23334,23334,23334,23178,23178,23178,23011,23011,23011,22877,22877,22877,22796,22796,22796,22694,22694,22694,22672,22672,22672,22638,22638,22638,22670,22670,22670,22641,22641,22641,22752,22752,22752,22796,22796,22796,22910,22910,22910,22986,22986,22986,23141,23141,23141,23343,23343,23343,23491,23491,23491,23751,23751,23751,24168,24168,24168,24364,24364,24364,24673,24673,24673,25080,25080,25080,25477,25477,25477,25844,25844,25844,26216,26216,26216,26731,26731,26731,27569,27569,27569,28350,28350,28350,28826,28826,28826,29119,29119,29119,29186,29186,29186,28892,28892,28892,28815,28815,28815,28626,28626,28626,28476,28476,28476,28295,28295,28295,28123,28123,28123,28047,28047,28047,27911,27911,27911,27618,27618,27618,27343,27343,27343,27150,27150,27150,26924,26924,26924,26678,26678,26678,26398,26398,26398,26089,26089,26089,25647,25647,25647,25327,25327,25327,24897,24897,24897,24540,24540,24540,24139,24139,24139,23712,23712,23712,23367,23367,23367,23035,23035,23035,22756,22756,22756,22459,22459,22459
Demand,22194,22111,22041,21967,21884,21781,21691,21643,21556,21473,21406,21307,21228,21164,21150,21065,20994,20949,20908,20878,20858,20827,20780,20730,20685,20701,20709,20667,20652,20622,20600,20542,20518,20510,20509,20502,20498,20490,20505,20484,20524,20522,20507,20541,20552,20557,20575,20583,20641,20747,20838,20885,20931,20949,21014,21115,21156,21208,21276,21324,21446,21654,21867,21996,22158,22202,22257,22447,22563,22682,22786,22951,23107,23455,23721,23920,24108,24242,24345,24499,24552,24696,24760,24809,24911,25059,25211,25275,25328,25396,25334,25392,25436,25375,25376,25411,25386,25441,25427,25411,25259,25257,25215,25223,25114,24975,24876,24737,24667,24530,24445,24399,24353,24231,24083,23952,23850,23773,23773,23721,23635,23555,23516,23457,23388,23318,23254,23194,23087,23031,23010,23017,22988,22876,22858,22829,22809,22788,22773,22715,22649,22694,22637,22640,22660,22662,22624,22593,22627,22663,22630,22631,22662,22649,22705,22747,22777,22802,22796,22830,22907,22936,22930,23023,23011,23066,23150,23245,23317,23311,23391,23508,23805,23777,23818,23841,23975,24102,24187,24336,24384,24448,24533,24737,24845,24968,25098,25181,25289,25393,25496,25613,25739,25701,25719,25870,26062,26198,26362,26553,26750,27008,27264,27584,27894,28141,28347,28622,28829,28878,28965,28931,28857,28924,28923,28984,28974,28865,28718,28710,28699,28644,28621,28590,28539,28477,28452,28478,28376,28377,28301,28245,28160,28106,28012,27984,27927,27864,27822,27749,27704,27624,27578,27498,27411,27335,27251,27173,27103,27032,26955,26856,26761,26683,26541,26226,26195,26251,26230,26131,25962,25853,25743,25603,25413,25289,25254,25145,25022,24859,24723,24610,24434,24317,24155,24072,23909,23701,23587,23456,23318,23204,23098,22989,22903,22771,22682,22631,
Day-ahead net forecast,Net demand,20982,20769,20732,20691,20658,20572,20503,20405,20343,20201,20183,20075,19983,19937,19920,19869,19811,19774,19703,19687,19673,19667,19621,19592,19563,19556,19614,19623,19617,19605,19627,19584,19558,19540,19516,19524,19526,19525,19522,19571,19604,19652,19659,19679,19742,19734,19716,19770,19764,19870,19972,20016,20040,20095,20125,20240,20372,20398,20499,20615,20667,20853,21096,21243,21339,21489,21502,21667,21810,21903,21980,22102,22286,22509,22813,22989,23170,23338,23478,23562,23706,23743,23797,23760,23660,23566,23508,23252,22926,22559,22190,21711,21294,20813,20306,19845,19327,19073,18797,18417,17997,17539,17167,17122,16875,16370,16199,15931,15626,15293,15044,14947,14923,14760,14602,14395,14313,14229,14120,14089,13948,13972,13966,13997,13917,13909,13752,13610,13534,13952,14147,14003,13851,13863,13775,13799,13893,13919,13840,13883,13783,13754,13811,13760,13760,13680,13601,13537,13530,13628,13739,13686,13565,13405,13421,13402,13437,13395,13409,13404,13460,13521,13531,13567,13621,13671,13753,13843,13993,14076,14186,14347,14620,14720,14869,15177,15451,15744,16021,16393,16699,16987,17332,17795,18330,18946,19580,20273,20914,21504,22098,22653,23272,23777,24064,24501,24943,25269,25585,25909,26187,26437,26719,27034,27373,27662,27902,28153,28382,28480,28578,28655,28588,28652,28656,28747,28709,28657,28522,28456,28411,28411,28349,28303,28282,28231,28117,28165,28129,28050,28010,27956,27882,27826,27703,27653,27620,27559,27501,27436,27409,27322,27270,27204,27107,27029,26970,26865,26794,26726,26641,26564,26516,26362,26243,25963,25812,25915,25884,25790,25682,25529,25402,25268,25115,24958,24861,24816,24670,24514,24389,24247,24120,23929,23753,23656,23512,23304,23179,23024,22902,22781,22674,22561,22441,22331,22192,22125
Solar,-39,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-41,-40,-40,-40,-40,-40,-40,-41,-41,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-43,-44,-44,-43,-42,-38,-26,1,57,135,254,444,652,918,1237,1573,1936,2363,2823,3274,3772,4287,4748,5218,5506,5847,6212,6573,6969,7272,7280,7506,7799,7872,8005,8179,8450,8595,8599,8629,8671,8710,8774,8807,8755,8798,8891,8872,8726,8673,8594,8537,8507,8581,8644,8636,8175,8030,8158,8219,8096,8080,8057,7943,7903,7882,7889,7935,7942,7903,7942,7954,8033,8060,8073,8061,8007,7958,8006,8160,8360,8342,8416,8506,8577,8614,8615,8632,8639,8641,8688,8704,8676,8704,8709,8664,8611,8555,8483,8484,8383,8279,8054,7864,7698,7533,7298,7073,6858,6593,6319,5878,5396,4922,4298,3795,3328,2877,2409,1902,1495,1170,896,660,490,341,194,152,135,122,109,102,102,103,103,104,105,105,71,-17,-17,-17,-17,-17,-17,-17,-17,-16,-16,-15,-15,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-15,-15,-14,-14,-15,-15,-15,-14,-15,-14,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-14,-14,-15,-14,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
Wind,1337,1401,1393,1349,1295,1286,1275,1281,1309,1329,1312,1308,1306,1292,1277,1270,1253,1240,1251,1250,1224,1216,1216,1202,1181,1169,1135,1096,1077,1050,1020,1026,1021,1021,1027,1027,1016,999,998,969,940,914,900,884,863,858,870,873,871,863,871,900,899,897,889,866,847,818,778,738,762,754,739,751,771,769,762,744,764,782,800,819,805,844,878,919,910,896,875,870,872,837,797,790,778,772,787,805,843,879,871,880,880,850,834,847,852,850,836,795,790,774,794,810,836,854,864,877,875,853,853,844,855,855,844,825,809,826,800,808,847,887,901,902,931,933,943,951,926,913,855,865,909,956,986,981,977,993,1010,986,964,980,1008,953,923,973,1003,989,1000,984,979,946,934,918,901,874,846,825,797,796,780,770,757,737,710,681,679,654,648,612,606,612,612,618,623,620,614,596,594,566,564,548,547,536,528,533,516,515,491,490,478,479,453,452,424,414,380,386,369,350,337,313,326,323,300,288,270,270,268,264,258,263,261,259,265,261,265,269,280,282,286,282,282,297,304,320,322,323,316,333,343,323,331,330,336,346,354,353,349,351,343,343,345,344,344,348,349,349,351,350,347,346,331,347,394,403,348,346,376,388,389,392,397,396,398,402,403,406,409,413,416,415,404,461,469,477,481,485,483,471,489,484,487,500,507,507,534,545,555
