Net Demand 07/16/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,27129,26897,26897,26897,26314,26314,26314,25823,25823,25823,25374,25374,25374,25052,25052,25052,24746,24746,24746,24511,24511,24511,24067,24067,24067,23779,23779,23779,23561,23561,23561,23379,23379,23379,23209,23209,23209,23079,23079,23079,22960,22960,22960,22871,22871,22871,22818,22818,22818,22942,22942,22942,23005,23005,23005,23022,23022,23022,23083,23083,23083,23398,23398,23398,23695,23695,23695,23885,23885,23885,23953,23953,23953,24273,24273,24273,24454,24454,24454,24558,24558,24558,24719,24719,24719,25068,25068,25068,25224,25224,25224,25532,25532,25532,25624,25624,25624,25935,25935,25935,25881,25881,25881,25942,25942,25942,25946,25946,25946,26126,26126,26126,26126,26126,26126,26130,26130,26130,26190,26190,26190,26346,26346,26346,26394,26394,26394,26553,26553,26553,26625,26625,26625,26830,26830,26830,26986,26986,26986,26954,26954,26954,27501,27501,27501,27777,27777,27777,28098,28098,28098,28403,28403,28403,28803,28803,28803,29101,29101,29101,29544,29544,29544,29909,29909,29909,30428,30428,30428,30635,30635,30635,31127,31127,31127,31551,31551,31551,32131,32131,32131,32569,32569,32569,32897,32897,32897,33302,33302,33302,33652,33652,33652,33951,33951,33951,34332,34332,34332,34581,34581,34581,34947,34947,34947,35226,35226,35226,35436,35436,35436,35855,35855,35855,35971,35971,35971,35903,35903,35903,36100,36100,36100,36137,36137,36137,36003,36003,36003,35688,35688,35688,35381,35381,35381,35013,35013,35013,34586,34586,34586,34417,34417,34417,34339,34339,34339,34195,34195,34195,33907,33907,33907,33612,33612,33612,33249,33249,33249,32789,32789,32789,32137,32137,32137,31400,31400,31400,30767,30767,30767,30220,30220,30220,29503,29503,29503,28813,28813,28813,28304,28304,28304,27734,27734,27734,27130,27130,27130
Demand,26819,26691,26552,26409,26247,26099,25984,25835,25704,25547,25413,25317,25255,25220,25088,24993,24705,24628,24503,24410,24277,24192,24088,23999,23906,23847,23753,23701,23605,23539,23470,23403,23330,23259,23211,23157,23105,23081,23076,23029,22976,22955,22899,22897,22878,22842,22792,22796,22795,22849,22884,22886,22902,22897,22902,22910,22960,22966,23026,23052,23123,23265,23436,23529,23620,23669,23710,23803,23871,23905,23927,23921,23961,24139,24265,24342,24362,24400,24412,24460,24549,24566,24611,24718,24894,25082,25277,25353,25411,25423,25506,25551,25568,25536,25511,25529,25585,25703,25810,25839,25854,25856,25926,25954,25919,25950,25954,25948,25954,26003,26024,26008,26001,26023,26007,26036,26019,26060,26082,26113,26113,26192,26259,26279,26273,26294,26376,26412,26476,26508,26508,26584,26671,26787,26860,26905,26963,27058,27097,27225,27313,27378,27453,27558,27663,27656,27765,27877,27992,28120,28204,28306,28401,28539,28715,28841,28888,28921,29111,29370,29530,29648,29733,29819,29906,30085,30275,30432,30583,30714,30842,30985,31132,31291,31425,31540,31673,31817,31993,32162,32311,32435,32536,32676,32773,32923,33041,33149,33244,33392,33533,33646,33775,33820,33893,34042,34177,34323,34463,34586,34675,34835,34949,35076,35151,35167,35212,35328,35443,35535,35622,35734,35846,35941,36047,36075,36092,36023,35956,35960,36063,36071,36071,36087,36102,36110,36056,36000,35934,35813,35663,35597,35446,35281,35157,35095,35010,34913,34773,34640,34532,34469,34406,34374,34365,34328,34278,34262,34212,34155,34097,34003,33892,33785,33604,33511,33379,33202,33024,32841,32665,32484,32281,32057,31822,31569,31415,31221,30997,30773,30541,30310,30088,29889,29689,29460,29214,28970,28728,28551,28336,28146,27973,27783,27590,27407,27245,27090,
Day-ahead net forecast,Net demand,23655,23461,23270,23028,22870,22687,22551,22399,22238,22098,21955,21865,21797,21781,21741,21585,21399,21262,21196,21117,21023,20941,20864,20811,20753,20715,20659,20633,20567,20498,20444,20385,20335,20285,20280,20272,20272,20291,20349,20396,20391,20426,20456,20471,20482,20508,20472,20496,20491,20552,20613,20637,20630,20620,20650,20661,20736,20759,20809,20873,20959,21104,21280,21430,21506,21580,21655,21736,21856,21912,21952,21957,21941,22001,22093,22031,21956,21760,21558,21344,21147,20878,20593,20285,20022,19879,19592,19307,18978,18656,18312,17904,17563,17171,16772,16478,16263,16102,16017,15905,15755,15645,15496,15401,15266,15149,15033,14939,14893,14816,14823,14745,14691,14607,14550,14450,14379,14298,14305,14247,14200,14186,14201,14189,14152,14162,14163,14196,14185,14233,14268,14263,14283,14356,14448,14457,14522,14570,14621,14710,14822,14832,14862,14909,14959,14971,15006,15124,15227,15303,15404,15446,15545,15606,15746,15848,15932,15898,15949,16289,16455,16596,16670,16778,16863,17013,17205,17320,17491,17578,17691,17842,17986,18143,18264,18392,18517,18620,18795,19012,19210,19357,19466,19581,19686,19851,19963,20125,20234,20427,20630,20772,20941,21073,21147,21271,21384,21561,21711,21889,22043,22235,22411,22584,22774,22909,23016,23241,23459,23680,23886,24154,24482,24787,25066,25332,25616,25835,26052,26271,26672,27137,27553,27918,28304,28674,29110,29478,29822,30121,30321,30580,30862,30961,31059,31173,31309,31338,31345,31282,31166,31089,31028,30934,30898,30826,30719,30658,30603,30488,30376,30256,30128,30008,29888,29801,29658,29445,29233,29046,28823,28716,28562,28340,28102,27844,27686,27467,27257,27063,26840,26584,26368,26194,26029,25842,25613,25401,25191,24991,24817,24642,24474,24311,24145,24028,23919,23867
Solar,-33,-33,-33,-33,-33,-33,-33,-33,-32,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-33,-34,-34,-34,-34,-34,-34,-35,-34,-34,-35,-35,-34,-34,-34,-35,-34,-35,-35,-34,-35,-35,-35,-35,-35,-35,-35,-35,-36,-37,-37,-37,-37,-38,-38,-37,-35,-24,9,63,162,305,475,671,920,1206,1494,1830,2192,2587,2973,3383,3853,4325,4752,5140,5590,6071,6463,6862,7234,7528,7790,8058,8289,8481,8675,8885,9093,9243,9399,9551,9674,9792,9914,10025,10116,10207,10290,10378,10461,10537,10610,10684,10754,10814,10872,10940,10999,11048,11093,11132,11173,11208,11249,11286,11312,11352,11373,11379,11390,11428,11440,11459,11470,11485,11472,11514,11529,11557,11644,11660,11676,11675,11683,11689,11688,11687,11689,11689,11699,11696,11697,11689,11688,11684,11673,11665,11649,11635,11634,11624,11619,11622,11616,11612,11607,11591,11575,11558,11534,11509,11481,11462,11430,11394,11364,11339,11300,11264,11229,11185,11146,11100,11058,11012,10960,10912,10862,10798,10734,10668,10603,10530,10450,10377,10299,10208,10110,10014,9909,9796,9683,9565,9432,9286,9127,8960,8754,8534,8312,8088,7807,7514,7245,6948,6604,6191,5764,5386,4969,4544,4117,3670,3248,2856,2505,2135,1704,1333,1059,804,589,444,313,220,160,87,56,37,30,25,21,16,11,11,12,13,14,15,-30,-30,-29,-28,-28,-28,-28,-28,-28,-28,-28,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-27,-28,-27,-27,-27,-27,-27,-27,-27,-27,
Wind,3273,3307,3388,3472,3483,3496,3522,3532,3533,3549,3533,3522,3505,3484,3470,3473,3451,3423,3396,3371,3335,3305,3297,3253,3230,3190,3153,3127,3110,3101,3090,3082,3058,3020,2990,2936,2882,2829,2761,2690,2626,2570,2509,2459,2415,2396,2370,2345,2330,2306,2293,2292,2307,2306,2285,2267,2245,2241,2223,2185,2166,2139,2123,2102,2109,2103,2081,2061,2039,2013,1995,2000,2000,1989,1989,1983,1962,1951,1933,1898,1884,1869,1852,1819,1799,1762,1750,1720,1681,1628,1595,1590,1566,1551,1546,1531,1514,1493,1489,1465,1419,1365,1325,1296,1282,1259,1251,1219,1172,1136,1093,1061,1033,1028,1020,1042,1047,1047,1040,1040,1033,1041,1037,1041,1023,1001,999,997,1009,1010,1010,1017,1016,1009,1009,1006,997,1003,990,978,983,997,1027,1039,1032,1027,1032,1039,1042,1069,1085,1120,1149,1180,1220,1247,1267,1304,1326,1339,1336,1360,1363,1377,1374,1365,1380,1415,1437,1467,1494,1482,1514,1530,1574,1601,1627,1682,1692,1681,1681,1697,1728,1769,1836,1837,1878,1880,1899,1902,1887,1912,1919,1932,1957,2049,2147,2172,2226,2271,2305,2332,2363,2427,2440,2460,2461,2473,2489,2514,2558,2558,2546,2562,2606,2628,2658,2681,2671,2716,2728,2714,2721,2754,2810,2851,2876,2875,2870,2881,2885,2894,2940,3005,3068,3112,3138,3161,3170,3198,3247,3311,3365,3407,3437,3494,3556,3602,3634,3671,3733,3790,3805,3804,3798,3780,3815,3855,3888,3904,3912,3874,3840,3835,3842,3837,3833,3855,3850,3835,3825,3837,3839,3795,3767,3744,3716,3694,3658,3650,3623,3613,3589,3565,3542,3481,3403,3302,
