Net Demand 09/22/2018,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,25384,25141,25141,25141,24795,24795,24795,24443,24443,24443,24111,24111,24111,23861,23861,23861,23574,23574,23574,23294,23294,23294,22993,22993,22993,22762,22762,22762,22580,22580,22580,22384,22384,22384,22200,22200,22200,22065,22065,22065,21957,21957,21957,21860,21860,21860,21794,21794,21794,21834,21834,21834,21828,21828,21828,21845,21845,21845,21876,21876,21876,22058,22058,22058,22169,22169,22169,22283,22283,22283,22485,22485,22485,22890,22890,22890,23082,23082,23082,23052,23052,23052,23070,23070,23070,23255,23255,23255,23417,23417,23417,23626,23626,23626,23860,23860,23860,24060,24060,24060,24256,24256,24256,24290,24290,24290,24367,24367,24367,24515,24515,24515,24663,24663,24663,24784,24784,24784,24909,24909,24909,25055,25055,25055,25204,25204,25204,25142,25142,25142,25354,25354,25354,25504,25504,25504,25702,25702,25702,25961,25961,25961,26187,26187,26187,26444,26444,26444,26706,26706,26706,27065,27065,27065,27475,27475,27475,27848,27848,27848,28253,28253,28253,28662,28662,28662,29156,29156,29156,29569,29569,29569,29962,29962,29962,30435,30435,30435,30898,30898,30898,31294,31294,31294,31687,31687,31687,31918,31918,31918,32234,32234,32234,32547,32547,32547,32825,32825,32825,33089,33089,33089,33304,33304,33304,33376,33376,33376,33446,33446,33446,33560,33560,33560,33538,33538,33538,33301,33301,33301,33055,33055,33055,32737,32737,32737,32518,32518,32518,32697,32697,32697,32844,32844,32844,32815,32815,32815,32418,32418,32418,31809,31809,31809,31423,31423,31423,31172,31172,31172,30806,30806,30806,30318,30318,30318,29921,29921,29921,29480,29480,29480,28910,28910,28910,28302,28302,28302,27800,27800,27800,27328,27328,27328,26864,26864,26864,26286,26286,26286,25838,25838,25838,25409,25409,25409,24954,24954,24954
Demand,25359,25233,25290,25167,25029,24921,24777,24628,24506,24389,24270,24200,24081,23956,23862,23743,23636,23524,23416,23323,23208,23119,23050,22952,22887,22804,22759,22684,22619,22554,22488,22432,22378,22300,22251,22194,22144,22101,22082,22040,22002,21955,21921,21891,21873,21840,21807,21801,21762,21788,21825,21845,21842,21820,21836,21812,21837,21841,21846,21870,21893,21969,22068,22129,22152,22200,22244,22266,22307,22352,22451,22508,22581,22705,22885,23004,23085,23144,23161,23167,23149,23130,23133,23118,23129,23189,23275,23340,23422,23485,23492,23551,23614,23614,23690,23736,23808,23893,24000,24049,24087,24132,24139,24168,24191,24253,24229,24291,24351,24390,24460,24517,24536,24588,24615,24658,24678,24742,24769,24838,24866,24856,24862,24948,24989,25044,25099,25139,25133,25221,25235,25291,25373,25437,25504,25574,25666,25721,25758,25854,25948,26047,26116,26180,26266,26340,26431,26559,26673,26751,26853,26995,27142,27292,27395,27564,27712,27777,27907,28087,28202,28324,28460,28662,28806,28876,29035,29195,29369,29448,29574,29717,29916,30053,30144,30272,30429,30616,30787,30940,31036,31063,31125,31268,31364,31525,31677,31813,31979,32065,32212,32333,32410,32492,32531,32663,32764,32834,32966,33050,33152,33204,33268,33314,33403,33339,33320,33347,33406,33418,33471,33470,33500,33409,33353,33366,33296,33172,33086,33026,32987,32873,32808,32747,32676,32601,32588,32606,32618,32675,32717,32733,32761,32765,32719,32650,32559,32449,32293,32227,32127,31961,31934,31803,31710,31600,31481,31346,31232,31025,30910,30786,30640,30490,30369,30185,30025,29871,29710,29596,29467,29257,29011,28916,28774,28523,28415,28235,28092,27926,27748,27561,27357,27191,27031,26845,26667,26491,26321,26165,26008,25832,25685,25542,25333,25176,25012,24895,
Day-ahead net forecast,Net demand,24144,23963,23961,23924,23802,23717,23612,23476,23353,23201,23075,22965,22852,22720,22593,22489,22364,22254,22145,22060,21965,21884,21828,21775,21707,21652,21635,21553,21486,21404,21335,21286,21232,21173,21099,21060,21023,20981,20963,20948,20939,20901,20882,20847,20838,20801,20799,20784,20767,20791,20873,20888,20909,20891,20883,20908,20937,20964,20960,20977,20982,21026,21110,21181,21210,21257,21292,21310,21360,21413,21499,21598,21685,21782,21996,22158,22255,22327,22376,22420,22419,22395,22362,22283,22166,22078,21991,21859,21706,21500,21254,21004,20650,20240,19926,19604,19346,19030,18745,18358,17965,17557,17246,16891,16594,16357,16145,15995,15904,15816,15786,15721,15638,15607,15601,15503,15441,15395,15388,15356,15372,15430,15380,15449,15446,15456,15481,15501,15521,15544,15602,15623,15711,15758,15788,15828,15903,15977,15991,16055,16162,16259,16353,16439,16563,16661,16818,16893,17103,17043,17211,17298,17408,17476,17630,17725,17851,17941,18068,18233,18475,18581,18572,18701,18929,18981,19046,19222,19361,19583,19627,19790,19868,20025,20181,20513,20821,20991,21111,21254,21402,21509,21565,21840,22031,21992,22176,22380,22755,23004,23247,23533,23708,23815,24013,24218,24538,24871,25140,25578,26008,26368,26441,26694,27054,27397,27584,27901,28314,28832,29242,29461,29722,29954,30194,30488,30767,30928,31044,31136,31260,31338,31411,31461,31480,31427,31395,31328,31260,31312,31317,31340,31375,31393,31384,31310,31205,31079,30888,30761,30662,30522,30392,30218,30074,29964,29789,29610,29446,29250,29093,28941,28802,28614,28450,28228,28026,27861,27712,27535,27426,27367,27151,26824,26667,26440,26302,26157,25977,25812,25640,25442,25250,25099,24931,24800,24620,24476,24304,24141,24053,23816,23612,23477,23348,23176,23057,22911,
Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wind,1281,1299,1315,1301,1276,1250,1222,1208,1213,1235,1252,1268,1281,1289,1290,1299,1316,1316,1311,1305,1292,1263,1244,1211,1196,1178,1159,1154,1165,1177,1182,1169,1157,1161,1166,1156,1144,1133,1124,1106,1077,1074,1062,1051,1043,1047,1039,1020,996,979,960,943,932,938,935,904,892,881,880,887,897,910,923,931,923,923,937,945,939,915,900,886,870,852,834,810,801,796,777,750,739,733,728,729,727,710,689,666,641,607,582,560,542,528,511,496,493,492,489,487,489,497,515,523,523,523,514,508,494,479,467,456,446,432,423,415,409,413,420,417,409,292,269,274,282,297,297,289,275,267,263,267,259,264,265,265,261,263,281,283,286,286,284,272,276,280,284,294,313,327,318,333,365,405,426,442,469,497,504,545,572,564,580,556,519,507,531,575,593,601,598,661,661,646,654,644,662,705,691,702,739,732,760,735,722,694,675,647,645,644,652,632,619,628,639,673,705,720,754,755,786,793,799,775,793,831,837,858,871,911,942,978,1005,1025,1031,1038,1061,1057,1054,1094,1087,1085,1089,1102,1111,1152,1204,1287,1326,1349,1374,1381,1387,1379,1360,1370,1398,1421,1474,1498,1491,1500,1560,1637,1676,1693,1740,1782,1837,1852,1861,1893,1914,1938,1963,2036,2055,2066,2086,2110,2106,2101,2113,2140,2188,2170,2142,2155,2177,2175,2184,2202,2179,2157,2150,2132,2113,2082,2081,2067,2043,2086,2131,2122,2075,2058,2030,2030
