Net Demand 03/12/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,21852,21467,21467,21467,21187,21187,21187,20935,20935,20935,20722,20722,20722,20501,20501,20501,20375,20375,20375,20198,20198,20198,20027,20027,20027,19881,19881,19881,19695,19695,19695,19599,19599,19599,19525,19525,19525,19478,19478,19478,19444,19444,19444,19353,19353,19353,19446,19446,19446,19684,19684,19684,19775,19775,19775,19940,19940,19940,20193,20193,20193,20663,20663,20663,21028,21028,21028,21475,21475,21475,21982,21982,21982,22827,22827,22827,23406,23406,23406,23985,23985,23985,24476,24476,24476,25044,25044,25044,25280,25280,25280,25288,25288,25288,25125,25125,25125,25437,25437,25437,25403,25403,25403,25173,25173,25173,25132,25132,25132,25108,25108,25108,24999,24999,24999,24911,24911,24911,24758,24758,24758,24614,24614,24614,24428,24428,24428,24289,24289,24289,24151,24151,24151,24572,24572,24572,24482,24482,24482,24725,24725,24725,24709,24709,24709,24640,24640,24640,24594,24594,24594,24644,24644,24644,24636,24636,24636,24609,24609,24609,24844,24844,24844,24863,24863,24863,24836,24836,24836,24814,24814,24814,24826,24826,24826,24412,24412,24412,24398,24398,24398,24212,24212,24212,24296,24296,24296,24370,24370,24370,24280,24280,24280,24254,24254,24254,24397,24397,24397,24544,24544,24544,24786,24786,24786,24902,24902,24902,25114,25114,25114,25320,25320,25320,25722,25722,25722,25783,25783,25783,26102,26102,26102,26489,26489,26489,26826,26826,26826,27383,27383,27383,27907,27907,27907,27878,27878,27878,27725,27725,27725,27565,27565,27565,27394,27394,27394,27162,27162,27162,26951,26951,26951,26657,26657,26657,26391,26391,26391,26077,26077,26077,25663,25663,25663,25069,25069,25069,24673,24673,24673,23938,23938,23938,23453,23453,23453,23146,23146,23146,22715,22715,22715,22363,22363,22363,22020,22020,22020,
Demand,21578,21508,21333,21213,21233,21160,21075,20998,20884,20850,20778,20680,20632,20578,20503,20454,20377,20327,20256,20171,20040,20003,19941,19889,19862,19806,19774,19732,19692,19668,19625,19598,19547,19510,19474,19477,19451,19503,19500,19441,19336,19375,19413,19402,19451,19457,19464,19507,19513,19608,19677,19730,19762,19810,19831,19950,19984,20076,20131,20201,20307,20530,20759,20947,21068,21166,21261,21405,21554,21683,21812,21983,22135,22479,22809,23083,23303,23465,23633,23841,24067,24245,24438,24623,24764,25015,25250,25236,25262,25337,25409,25438,25442,25443,25437,25414,25412,25454,25450,25386,25384,25348,25322,25333,25282,25252,25221,25261,25164,25178,25256,25259,25181,25186,25142,25102,25064,25023,25004,24933,24893,24764,24783,24818,24788,24856,24800,24854,24874,24830,24764,24793,24793,24765,24781,24780,24801,24858,24834,24862,24720,24693,24792,24777,24767,24675,24613,24565,24619,24634,24640,24677,24673,24644,24582,24609,24599,24777,24827,24842,24860,24878,24889,24906,24746,24745,24836,24841,24835,24800,24686,24506,24438,24417,24572,24491,24456,24386,24345,24304,24273,24257,24200,24237,24205,24244,24232,24207,24215,24254,24293,24331,24365,24320,24308,24312,24336,24402,24503,24592,24634,24727,24790,24861,24904,24883,24903,24999,25167,25194,25281,25375,25412,25533,25629,25766,25877,25904,25916,26060,26152,26269,26373,26512,26581,26541,26742,26961,27091,27216,27314,27444,27546,27598,27688,27731,27732,27775,27763,27743,27706,27622,27608,27592,27530,27461,27387,27307,27229,27148,27058,26961,26855,26762,26687,26591,26498,26398,26257,26105,25928,25754,25685,25552,25382,25203,25026,24889,24538,24396,24264,24143,24016,23893,23742,23570,23386,23229,23069,22908,22797,22642,22515,22393,22283,22199,22092,21972,21834,
Day-ahead net forecast,Net demand,21020,20915,20788,20587,20503,20472,20396,20308,20215,20145,20097,19986,19921,19870,19787,19747,19696,19602,19517,19442,19298,19251,19174,19132,19091,19061,19023,18980,18949,18905,18882,18861,18820,18796,18773,18788,18762,18804,18844,18813,18696,18683,18779,18782,18832,18855,18846,18889,18903,18925,19012,19059,19072,19119,19142,19247,19335,19389,19483,19526,19637,19783,20081,20265,20421,20528,20647,20729,20880,21013,21102,21233,21392,21618,21993,22281,22540,22729,22881,23071,23281,23479,23631,23818,23974,24145,24384,24465,24407,24405,24450,24309,24134,23986,23699,23505,23229,22980,22679,22344,22118,21850,21580,21384,21179,21079,21036,20996,20521,20426,20468,20629,20639,20711,20524,20257,20034,19962,19504,19812,19641,19554,19557,19744,19729,19727,19544,19139,19086,19074,19034,19188,19347,19143,19216,19236,19293,19302,19249,18985,18732,18898,19156,19106,19268,19324,19371,19258,19041,18877,18844,19089,19219,19087,19054,19045,18985,19244,19292,19489,19556,19671,19841,19804,19625,19672,19839,19932,19917,20062,19879,19555,19378,19113,19020,18845,18795,18587,18500,18580,18731,18761,18759,18680,18393,18429,18328,18481,18559,18452,18497,18660,18440,18307,18498,18625,19053,19260,19066,19130,19261,19660,19931,20233,20331,20240,20386,20971,21445,21302,21350,21614,21714,22002,22293,22629,23019,23318,23489,23716,23867,24031,24215,24403,24478,24466,24684,24892,25025,25156,25257,25357,25429,25440,25506,25544,25556,25629,25650,25657,25670,25606,25613,25604,25547,25503,25407,25308,25226,25134,25022,24942,24872,24805,24759,24688,24611,24520,24363,24192,24019,23831,23735,23584,23419,23266,23118,22979,22622,22459,22398,22371,22276,22142,22002,21835,21619,21432,21262,21113,21020,20877,20744,20632,20514,20424,20320,20210,20178
Solar,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-27,-27,-28,-28,-28,-28,-28,-29,-28,-28,-28,-28,-28,-28,-28,-28,-28,-28,-29,-29,-29,-29,-28,-28,-28,-28,-29,-29,-29,-29,-29,-29,-29,-30,-30,-30,-30,-30,-31,-31,-31,-31,-33,-33,-30,-18,7,75,191,319,496,688,962,1159,1437,1737,2042,2388,2595,2895,3153,3347,3557,3613,3595,3666,4053,4068,4165,4035,3961,3883,4071,4250,4400,4493,4873,4539,4563,4609,4636,4504,4486,4542,4648,5009,5060,5052,5155,4988,4786,4624,4485,4470,4433,4466,4480,4855,5010,4896,4741,4794,4695,4492,4462,4505,4730,4949,5037,4833,4625,4645,4629,4605,4652,4550,4519,4355,4334,4316,4155,4165,4143,4078,3959,3911,3874,3693,3704,3840,3832,4001,4188,4335,4354,4426,4418,4251,4059,3912,3839,3759,3913,3956,3964,3838,3694,3784,3810,3606,3696,3823,3571,3480,3280,3086,3435,3527,3424,3285,3225,3044,2901,3008,2882,2491,2213,2254,2325,2179,2093,1931,1785,1615,1398,1180,1039,929,807,688,564,453,387,330,269,221,184,164,155,150,147,147,147,147,147,148,148,148,148,148,148,148,148,148,148,148,148,147,147,147,147,147,148,148,148,148,147,147,147,147,147,147,147,147,147,147,147,147,116,45,36,36,36,36,35,35,34,34,34,34,34,34,35,35,34,34,,
Wind,620,640,666,697,729,742,749,748,745,741,738,755,761,761,762,756,758,774,785,797,800,803,812,803,801,799,792,792,796,795,784,776,774,755,730,723,711,703,701,695,689,686,665,644,628,629,638,633,638,661,683,690,698,703,708,682,669,674,672,664,661,658,651,642,628,615,621,638,648,660,687,707,720,729,730,729,715,708,704,715,725,738,753,764,775,798,811,816,816,808,798,797,804,793,777,769,753,732,735,709,667,639,610,598,585,586,594,613,630,627,587,587,578,596,600,611,616,601,580,584,920,957,937,901,882,862,853,924,998,971,945,978,1024,1041,1072,1082,1080,1094,1072,1001,972,956,901,874,865,880,800,772,779,780,777,797,838,896,916,936,972,983,1019,1013,980,927,910,934,973,1029,1029,1029,1032,1053,1083,1108,1187,1256,1312,1314,1299,1345,1437,1501,1527,1574,1635,1753,1848,1872,1900,1938,1950,1975,2027,2061,2128,2231,2274,2260,2095,2019,1939,1945,1979,1809,1693,1636,1630,1660,1670,1626,1532,1598,1624,1605,1614,1628,1591,1560,1518,1452,1412,1418,1487,1560,1607,1655,1713,1754,1780,1841,1876,1897,1895,1926,1960,2003,2028,2038,2032,2007,1969,1946,1899,1876,1852,1840,1839,1814,1827,1852,1858,1866,1888,1882,1848,1816,1789,1759,1747,1733,1749,1770,1771,1778,1798,1826,1826,1803,1771,1767,1781,1793,1781,1743,1710,1723,1709,1709,1723,1769,1774,1773,1749,1736,1741,1733,1736,1743,1743,1731,,
