Net Demand 02/18/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,21332,21095,21095,21095,20871,20871,20871,20651,20651,20651,20471,20471,20471,20283,20283,20283,20134,20134,20134,19986,19986,19986,19844,19844,19844,19821,19821,19821,19757,19757,19757,19715,19715,19715,19628,19628,19628,19623,19623,19623,19657,19657,19657,19657,19657,19657,19709,19709,19709,19982,19982,19982,20168,20168,20168,20368,20368,20368,20665,20665,20665,21233,21233,21233,21699,21699,21699,22250,22250,22250,22804,22804,22804,23712,23712,23712,24327,24327,24327,24769,24769,24769,24996,24996,24996,25282,25282,25282,25388,25388,25388,25304,25304,25304,25146,25146,25146,24921,24921,24921,24810,24810,24810,24449,24449,24449,24222,24222,24222,24025,24025,24025,23578,23578,23578,23261,23261,23261,22916,22916,22916,22691,22691,22691,22365,22365,22365,22221,22221,22221,21965,21965,21965,21821,21821,21821,21910,21910,21910,21853,21853,21853,21765,21765,21765,21705,21705,21705,21712,21712,21712,21794,21794,21794,21763,21763,21763,21833,21833,21833,21909,21909,21909,21806,21806,21806,21867,21867,21867,21917,21917,21917,22007,22007,22007,22106,22106,22106,22373,22373,22373,22576,22576,22576,22813,22813,22813,23041,23041,23041,23368,23368,23368,23493,23493,23493,23870,23870,23870,24375,24375,24375,24827,24827,24827,25185,25185,25185,26051,26051,26051,26655,26655,26655,27297,27297,27297,27724,27724,27724,27951,27951,27951,27993,27993,27993,27870,27870,27870,27625,27625,27625,27507,27507,27507,27390,27390,27390,27218,27218,27218,26944,26944,26944,26704,26704,26704,26528,26528,26528,26247,26247,26247,25930,25930,25930,25582,25582,25582,25196,25196,25196,24813,24813,24813,24260,24260,24260,23797,23797,23797,23420,23420,23420,23005,23005,23005,22645,22645,22645,22252,22252,22252,21941,21941,21941,21700,21700,21700
Demand,21109,21078,21028,20995,20946,20851,20789,20730,20663,20580,20528,20465,20411,20356,20312,20247,20117,20098,20116,20067,20022,19971,19927,19914,19875,19821,19770,19749,19716,19676,19673,19633,19629,19622,19607,19599,19570,19553,19623,19609,19579,19591,19578,19629,19685,19716,19753,19775,19783,19899,20017,20040,20117,20192,20235,20294,20410,20485,20590,20654,20771,21075,21382,21543,21711,21816,21947,22118,22310,22456,22611,22763,22953,23345,23728,23991,24221,24320,24418,24560,24724,24786,24841,24911,25036,25219,25376,25276,25496,25503,25465,25417,25345,25234,25136,25015,24949,24976,25055,24941,24840,24747,24757,24619,24507,24382,24214,24081,24016,23854,23713,23686,23572,23442,23238,23147,23051,22934,22826,22701,22627,22596,22554,22467,22366,22325,22221,22172,22174,22060,21934,21934,21932,22010,21996,21999,21914,21963,21901,21792,21697,21662,21687,21698,21713,21701,21751,21674,21750,21776,21763,21696,21632,21643,21622,21628,21695,21701,21665,21684,21694,21714,21770,21757,21722,21770,21802,21826,21845,21883,21861,21893,21977,22024,22087,22139,22218,22325,22412,22465,22478,22473,22521,22619,22652,22819,22913,23021,23066,23179,23238,23335,23410,23510,23593,23761,23924,24088,24306,24400,24528,24677,24890,25091,25232,25277,25400,25555,25707,25937,26151,26325,26482,26716,26980,27321,27505,27651,27773,27833,27871,27914,27938,27952,27909,27883,27870,27845,27827,27736,27652,27587,27554,27535,27505,27413,27392,27363,27228,27232,27157,27042,26949,26919,26862,26793,26697,26629,26551,26473,26386,26279,26187,26047,25954,25851,25727,25544,25456,25349,25203,25100,24931,24760,24609,24423,24321,24206,24050,23935,23818,23622,23467,23329,23174,23033,22819,22687,22614,22532,22423,22301,22190,22057,21911,21838,21719,21650,21513
Day-ahead net forecast,Net demand,20550,20456,20436,20361,20270,20162,20073,19983,19889,19799,19742,19683,19651,19605,19555,19522,19353,19341,19325,19306,19260,19230,19211,19205,19176,19148,19070,19062,19044,18999,18996,18969,18969,18978,18945,18959,18934,18918,19024,19052,19038,19024,19020,19034,19111,19168,19184,19236,19230,19319,19469,19545,19578,19703,19776,19825,19933,20014,20092,20189,20261,20497,20881,21059,21222,21353,21466,21607,21816,21990,22139,22298,22468,22785,23215,23498,23709,23838,23914,24004,24103,24114,24015,23892,23895,23808,23806,23698,23258,23261,22904,22514,21954,21232,20404,19788,19282,18830,18552,18174,17640,17228,16993,16610,16139,16047,15776,15463,15256,14971,14810,14595,14331,14247,14056,13767,13482,13306,13250,13334,12914,13004,13196,13404,13303,13100,13015,13168,13275,13221,13252,13208,13055,12910,12791,12668,12484,12420,12376,12271,12212,12214,12084,12014,12126,12422,12460,12330,12397,12396,12214,12106,11979,12131,12275,12286,12171,12332,12195,12074,11742,11853,11779,11783,11989,12054,11848,11852,11980,11900,12136,12356,12308,12698,12877,12732,12739,12870,13165,13360,13545,13768,14147,14346,14998,15133,14788,14674,14813,15254,15547,15847,16119,16618,17253,17813,18391,18909,19710,20411,20910,21367,21976,22578,23206,23659,24024,24404,24723,25127,25451,25688,25884,26126,26394,26736,26925,27071,27192,27255,27294,27337,27359,27375,27335,27306,27294,27269,27251,27163,27079,27012,26978,26959,26930,26839,26815,26787,26656,26657,26582,26469,26374,26344,26286,26220,26124,26055,25979,25898,25814,25707,25613,25476,25380,25279,25155,24975,24881,24777,24634,24529,24361,24190,24039,23854,23749,23635,23481,23364,23249,23054,22897,22758,22604,22463,22251,22116,22040,21960,21851,21729,21619,21485,21340,21267,21146,21078
Solar,-37,-37,-37,-36,-37,-37,-36,-36,-37,-37,-37,-37,-37,-37,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-36,-37,-37,-37,-37,-37,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-39,-38,-39,-39,-39,-39,-39,-40,-40,-40,-40,-40,-37,-32,-17,17,72,163,289,437,593,799,1008,1256,1509,1815,2111,2494,3007,3626,4291,4796,5208,5620,6006,6370,6761,7060,7355,7645,7953,7934,8161,8252,8397,8532,8516,8646,8787,8720,8719,8852,9021,9064,8982,8789,9138,9008,8810,8518,8394,8600,8632,8407,8308,8270,8090,8083,8236,8472,8557,8724,8773,8939,8907,8945,8856,8831,8957,9042,9046,8673,8675,8718,8753,8712,8938,8973,9027,8943,8759,8701,8892,8755,8831,8942,9283,9270,9310,9411,9170,9071,9287,9398,9242,9396,9182,8907,9042,8799,8560,8782,8844,8863,8686,8504,8355,8206,7769,7755,7156,7012,7400,7721,7685,7352,7131,6922,6708,6398,5816,5406,5002,4649,4115,3471,3055,2764,2378,1979,1512,1072,798,571,400,218,98,28,-13,-30,-36,-38,-37,-36,-36,-36,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-37,-37,-37,-37,-37,-37,-37,-37,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35
Wind,654,656,662,684,728,763,780,813,842,843,841,840,821,811,804,806,814,812,816,816,811,795,772,750,739,744,748,730,725,722,719,720,691,682,694,688,683,655,623,598,603,602,589,590,595,593,578,570,569,563,551,542,519,499,480,477,477,481,489,485,476,466,462,460,454,456,470,471,462,454,442,445,431,422,430,447,459,479,480,483,488,503,526,541,546,537,515,490,472,465,467,471,465,463,495,518,516,510,502,488,480,480,464,451,432,415,395,399,417,436,456,473,501,539,560,586,596,609,610,612,616,602,592,580,553,526,503,481,457,433,422,410,394,385,380,370,363,345,321,306,279,265,251,230,218,205,200,193,186,179,175,164,160,152,146,133,131,117,110,106,98,94,82,78,76,65,64,60,59,59,54,59,59,54,52,51,46,40,39,37,34,31,30,29,28,28,27,28,25,20,19,17,16,10,9,7,6,9,11,13,18,18,21,30,36,41,41,38,34,31,30,31,33,39,42,44,45,43,38,36,34,33,42,51,56,57,63,72,88,111,148,172,190,198,187,178,173,174,174,175,170,173,180,194,201,215,232,236,240,246,259,283,322,360,399,438,456,459,461,481,499,523,563,584,586,583,591,610,630,644,654,666,682,680,676,693,708,719,722,700,688,669,657,661,669,653,642,634,644
