Net Demand 12/22/2019,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,22209,21925,21925,21925,21667,21667,21667,21398,21398,21398,21113,21113,21113,20899,20899,20899,20678,20678,20678,20502,20502,20502,20313,20313,20313,20177,20177,20177,20000,20000,20000,19857,19857,19857,19750,19750,19750,19693,19693,19693,19621,19621,19621,19538,19538,19538,19489,19489,19489,19492,19492,19492,19504,19504,19504,19517,19517,19517,19587,19587,19587,19713,19713,19713,19823,19823,19823,19920,19920,19920,20089,20089,20089,20318,20318,20318,20520,20520,20520,20641,20641,20641,20702,20702,20702,20765,20765,20765,21753,21753,21753,21822,21822,21822,21962,21962,21962,22335,22335,22335,22483,22483,22483,22666,22666,22666,22680,22680,22680,22681,22681,22681,22654,22654,22654,22695,22695,22695,22521,22521,22521,22637,22637,22637,22723,22723,22723,22693,22693,22693,22745,22745,22745,22742,22742,22742,22673,22673,22673,22604,22604,22604,22528,22528,22528,22405,22405,22405,22250,22250,22250,22249,22249,22249,22189,22189,22189,22336,22336,22336,22343,22343,22343,22446,22446,22446,22566,22566,22566,22580,22580,22580,22767,22767,22767,22833,22833,22833,23087,23087,23087,23251,23251,23251,23466,23466,23466,23583,23583,23583,23927,23927,23927,24087,24087,24087,24484,24484,24484,25129,25129,25129,26112,26112,26112,26826,26826,26826,27127,27127,27127,27360,27360,27360,27335,27335,27335,27243,27243,27243,27255,27255,27255,27216,27216,27216,26995,26995,26995,27040,27040,27040,26959,26959,26959,26785,26785,26785,26692,26692,26692,26579,26579,26579,26408,26408,26408,26247,26247,26247,26061,26061,26061,25878,25878,25878,25672,25672,25672,25376,25376,25376,24989,24989,24989,24657,24657,24657,24223,24223,24223,23772,23772,23772,23343,23343,23343,22894,22894,22894,22509,22509,22509,22162,22162,22162,21811,21811,21811
Demand,22092,22035,21934,21862,21742,21657,21574,21486,21359,21294,21242,21154,21074,20959,20926,20853,20796,20706,20658,20596,20544,20492,20430,20392,20314,20282,20225,20189,20141,20100,20052,20024,20001,19973,19944,19913,19890,19845,19810,19766,19751,19742,19738,19728,19714,19693,19695,19679,19653,19681,19712,19728,19730,19733,19744,19757,19796,19816,19835,19839,19893,19987,20027,20085,20104,20151,20168,20253,20292,20327,20374,20441,20509,20657,20819,20899,20976,21027,21093,21174,21262,21316,21365,21406,21417,21597,21695,21734,21790,21825,21841,21896,21969,22017,22057,22101,22193,22309,22440,22493,22539,22583,22557,22548,22660,22660,22540,22536,22593,22606,22556,22599,22566,22572,22573,22595,22602,22592,22645,22610,22696,22714,22761,22787,22782,22738,22729,22724,22734,22761,22739,22770,22784,22722,22696,22661,22621,22554,22538,22507,22442,22413,22433,22364,22323,22293,22238,22266,22326,22321,22318,22359,22309,22308,22346,22366,22369,22386,22417,22408,22456,22462,22448,22410,22472,22476,22502,22543,22599,22620,22648,22685,22686,22732,22780,22838,22868,22956,23034,23085,23135,23082,23053,23104,23198,23247,23307,23387,23485,23561,23619,23688,23817,23898,23974,24139,24264,24457,24603,24842,25070,25303,25575,25866,26140,26395,26634,26819,26942,27041,27103,27167,27222,27242,27272,27273,27248,27283,27277,27274,27231,27246,27231,27216,27185,27181,27161,27145,27140,27099,27075,27019,27008,26953,26938,26920,26872,26871,26816,26765,26760,26700,26642,26618,26588,26544,26485,26407,26384,26296,26262,26147,26128,26023,25962,25890,25824,25730,25612,25512,25400,25289,25178,25089,24958,24767,24640,24483,24387,24213,24096,23942,23800,23672,23516,23390,23251,23034,22887,22734,22628,22511,22392,22265,22138,22035,21917,21786,21690
Day-ahead net forecast,Net demand,21149,21125,21033,20970,20839,20747,20667,20595,20465,20434,20366,20239,20128,20000,19944,19879,19842,19806,19806,19750,19721,19684,19641,19611,19563,19537,19493,19468,19451,19443,19434,19435,19424,19417,19389,19358,19350,19302,19261,19201,19161,19139,19089,19032,18992,18940,18928,18923,18889,18890,18891,18866,18835,18814,18826,18787,18820,18847,18890,18894,18902,18972,19056,19097,19038,19087,19121,19199,19268,19304,19395,19526,19585,19696,19836,19945,20032,20106,20130,20170,20243,20255,20301,20291,20260,20445,20526,20474,20484,20425,20366,20357,20314,20214,20114,19997,19874,19845,19834,19694,19541,19142,18788,18763,18728,18646,18660,18211,18056,18002,18094,18416,18418,18364,18050,18003,18119,18053,17900,17729,17813,17834,17845,17647,17564,17539,17548,17515,17414,17322,17264,17201,17162,17000,17024,17075,17128,17075,17052,17081,16959,16839,16880,16793,16879,16900,16935,16812,16764,16675,17013,17156,17240,17097,16992,17082,17120,17290,17453,17515,17481,17656,17774,17767,17819,17966,18069,18303,18497,18767,18973,19077,19293,19508,19694,19794,19844,19734,19761,20007,20178,20368,20378,20481,20877,21052,21135,21382,21608,21662,21775,21917,22047,22136,22224,22428,22649,22867,22966,23183,23387,23627,23879,24224,24529,24807,25079,25274,25434,25546,25605,25670,25696,25708,25796,25824,25810,25788,25779,25794,25764,25768,25748,25719,25642,25638,25679,25712,25714,25653,25593,25533,25553,25608,25626,25605,25606,25687,25689,25630,25651,25620,25546,25485,25407,25303,25147,25062,25125,25114,25115,25014,25002,24898,24814,24698,24621,24579,24539,24444,24286,24091,23875,23738,23551,23314,23184,23056,23031,22946,22929,22850,22739,22651,22504,22377,22238,22051,21928,21806,21716,21615,21482,21329,21184,21080,20977,20868
Solar,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-37,-37,-37,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-36,-37,-37,-37,-38,-38,-38,-39,-37,-32,-25,-11,8,37,80,134,197,270,375,523,684,847,969,1156,1323,1428,1632,1853,2226,2624,2743,2851,3008,2866,3213,3510,3605,3547,3281,3264,3278,3571,3653,3525,3479,3651,3814,3848,3872,3892,4052,4180,4165,4202,4174,4273,4350,4368,4438,4473,4574,4584,4506,4463,4389,4425,4299,4306,4390,4373,4455,4368,4353,4257,4369,4449,4581,4248,4108,3964,4004,4117,4121,4099,4000,3862,3793,3894,3769,3628,3598,3624,3528,3471,3325,3227,3095,2873,2852,2633,2450,2249,2175,2079,2155,2210,1956,1847,1589,1543,1537,1281,1082,1015,840,655,569,505,432,331,279,231,156,97,57,23,0,-15,-29,-37,-37,-36,-36,-37,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35,-36,-36,-36,-35,-35,-36,-36,-36,-36,-36,-37,-37,-37,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-37,-38,-38,-37,-37,-37,-37,-37,-37,-37,-37,
Wind,990,948,941,928,940,945,947,928,933,893,913,938,984,990,1015,1016,993,950,893,889,863,848,827,821,796,782,772,762,730,701,661,628,615,595,588,594,577,582,585,600,623,633,676,727,755,787,804,795,800,826,848,893,926,956,954,999,1016,1010,984,975,1011,1050,1014,1008,1084,1102,1083,1090,1061,1058,1027,954,949,990,1009,990,983,953,986,1037,1050,1091,1096,1128,1162,1142,1116,1167,1160,1184,1191,1142,1102,1090,1067,1098,1113,1119,1135,1123,1097,1115,1112,1054,1014,1022,1038,1014,1015,1001,969,928,884,870,907,944,986,1023,1055,1062,1029,1004,1008,1051,1040,1025,994,1004,1035,1071,1102,1120,1133,1136,1121,1082,1064,1074,1080,1116,1171,1186,1178,1137,1104,1058,1049,1070,1081,1112,1114,1113,1130,1167,1218,1182,1154,1134,1117,1081,1081,1067,1071,1043,1034,1004,973,950,898,827,803,797,801,808,848,886,929,1014,1089,1128,1161,1142,1140,1126,1102,1122,1158,1199,1233,1328,1354,1343,1428,1486,1515,1563,1535,1521,1595,1648,1683,1698,1719,1677,1643,1619,1590,1581,1548,1526,1530,1529,1554,1571,1528,1487,1478,1519,1539,1517,1505,1513,1516,1530,1568,1585,1535,1474,1460,1476,1512,1519,1508,1399,1346,1353,1319,1235,1171,1175,1151,1116,1128,1162,1206,1262,1357,1394,1314,1231,1189,1176,1163,1163,1179,1222,1245,1205,1131,1102,1141,1224,1322,1383,1436,1488,1506,1479,1413,1336,1224,1149,1106,1070,1055,1055,1057,1035,1006,976,957,938,947,971,994,999,986,964,
