Net Demand 07/27/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,27250,26969,26969,26969,26647,26647,26647,26218,26218,26218,25942,25942,25942,25627,25627,25627,25335,25335,25335,25119,25119,25119,24896,24896,24896,24639,24639,24639,24476,24476,24476,24317,24317,24317,24232,24232,24232,24143,24143,24143,24082,24082,24082,24026,24026,24026,24061,24061,24061,24119,24119,24119,24200,24200,24200,24206,24206,24206,24491,24491,24491,24817,24817,24817,25044,25044,25044,25166,25166,25166,25407,25407,25407,25632,25632,25632,25981,25981,25981,26217,26217,26217,26713,26713,26713,27015,27015,27015,27245,27245,27245,27368,27368,27368,27697,27697,27697,27893,27893,27893,27972,27972,27972,28060,28060,28060,28191,28191,28191,28431,28431,28431,28578,28578,28578,28816,28816,28816,28941,28941,28941,29150,29150,29150,29299,29299,29299,29501,29501,29501,29729,29729,29729,29978,29978,29978,30308,30308,30308,30736,30736,30736,31035,31035,31035,31444,31444,31444,31826,31826,31826,32189,32189,32189,32476,32476,32476,32888,32888,32888,33257,33257,33257,33624,33624,33624,34098,34098,34098,34588,34588,34588,35034,35034,35034,35488,35488,35488,35935,35935,35935,36374,36374,36374,36861,36861,36861,37296,37296,37296,37540,37540,37540,37916,37916,37916,38264,38264,38264,38594,38594,38594,38720,38720,38720,39018,39018,39018,39241,39241,39241,39523,39523,39523,39457,39457,39457,39383,39383,39383,39264,39264,39264,39165,39165,39165,38761,38761,38761,38439,38439,38439,38039,38039,38039,37784,37784,37784,37516,37516,37516,37336,37336,37336,37128,37128,37128,36813,36813,36813,36458,36458,36458,36013,36013,36013,35552,35552,35552,34905,34905,34905,34152,34152,34152,33540,33540,33540,32796,32796,32796,32041,32041,32041,31290,31290,31290,30701,30701,30701,30149,30149,30149,29479,29479,29479,28907,28907,28907
Demand,27332,27286,27267,27134,26926,26819,26679,26571,26448,26336,26233,26120,26001,25883,25793,25704,25624,25540,25472,25376,25296,25190,25019,24943,24895,24814,24800,24740,24682,24606,24548,24467,24406,24354,24298,24241,24191,24238,24250,24201,24165,24140,24098,24079,24046,24023,23989,23894,23885,23949,23980,24010,24049,24040,24040,24107,24140,24157,24174,24233,24292,24368,24525,24608,24673,24751,24802,24906,24987,25021,25107,25150,25232,25501,25719,25745,25803,25874,25925,26035,26128,26208,26281,26333,26402,26717,26923,27004,27049,27114,27151,27247,27273,27333,27392,27455,27536,27722,27792,27833,27828,27865,27933,27949,27956,28009,28048,28113,28132,28290,28394,28471,28568,28603,28597,28609,28592,28633,28652,28693,28701,28813,28920,28961,29038,29108,29134,29203,29260,29333,29431,29493,29571,29756,29877,29954,30036,30158,30263,30352,30428,30544,30713,30769,30879,31010,31153,31234,31354,31423,31526,31631,31744,31854,31994,32211,32333,32387,32502,32644,32788,32911,33082,33238,33365,33506,33685,33839,34008,34202,34295,34478,34620,34835,34967,35080,35240,35381,35564,35696,35893,35984,36082,36273,36454,36610,36798,36930,37047,37184,37329,37448,37557,37602,37609,37750,37934,38082,38159,38256,38311,38477,38619,38718,38863,38792,38838,38922,39028,39134,39238,39320,39351,39441,39524,39567,39584,39374,39246,39231,39330,39314,39317,39289,39208,39174,39149,39094,38972,38781,38631,38531,38439,38317,38208,38095,37960,37880,37773,37633,37567,37454,37404,37401,37348,37283,37204,37114,37050,36946,36817,36715,36510,36450,36350,36190,36041,35881,35683,35523,35327,35126,34953,34731,34404,34129,33902,33702,33452,33171,32926,32697,32472,32260,32016,31801,31569,31320,31124,30814,30542,30305,30114,29909,29679,29474,29292,29066,
Day-ahead net forecast,Net demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solar,-40,-40,-40,-41,-41,-41,-41,-41,-40,-40,-41,-41,-41,-41,-41,-41,-41,-41,-41,-40,-41,-41,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,-41,-41,-41,-41,-41,-41,-41,-42,-42,-42,-43,-42,-42,-42,-41,-41,-42,-42,-43,-43,-43,-44,-44,-45,-45,-45,-43,-40,-29,1,49,134,271,451,687,957,1266,1583,1916,2292,2693,3157,3551,3870,4155,4590,5073,5555,5952,6321,6757,7264,7752,8142,8468,8781,8990,9188,9514,9739,9910,10106,10293,10462,10608,10739,10882,11007,11135,11249,11340,11421,11499,11574,11651,11715,11772,11844,11908,11969,12035,12076,12126,12174,12219,12242,12264,12292,12317,12368,12405,12433,12465,12498,12526,12528,12537,12553,12591,12590,12589,12612,12603,12621,12612,12597,12547,12515,12488,12523,12483,12459,12507,12527,12468,12300,12311,12301,12335,12336,12237,12156,12183,12198,12094,11985,11960,11974,12084,12112,12093,12232,12187,12174,12253,12255,12256,12253,12284,12213,12080,12001,11877,11838,11846,11756,11673,11609,11628,11507,11339,11208,11163,11115,11075,10853,10636,10259,10106,10077,9931,9863,9672,9402,9250,9162,9052,8898,8724,8432,8223,7849,7504,7187,6866,6473,6099,5686,5223,4782,4340,3914,3462,3079,2675,2282,1900,1593,1264,987,743,547,393,229,133,69,21,-19,-50,-51,-52,-50,-49,-49,-48,-48,-48,-48,-48,-47,-47,-47,-47,-47,-46,-46,-46,-46,-45,-45,-44,-44,-44,-44,-44,-43,-42,-42,-43,-42,-42,-42,-41,-43,-43,-43,-43,-43,-43,-43,-42,-42,-42,-42
Wind,580,537,528,547,565,558,545,559,580,604,618,636,684,733,764,788,813,842,879,925,945,942,933,926,893,838,772,711,679,670,642,610,580,548,503,481,481,475,452,442,434,426,413,417,436,446,426,389,351,326,312,296,287,273,265,260,264,273,277,279,284,292,288,277,259,249,241,249,260,256,255,264,284,297,303,290,290,273,258,229,217,212,210,197,176,169,159,157,154,140,135,144,148,143,134,126,117,110,121,134,161,172,172,181,192,201,199,214,215,193,192,193,191,183,172,163,156,154,149,136,136,149,163,179,186,205,203,211,212,228,229,228,241,248,264,270,297,315,326,335,358,356,388,385,372,392,404,414,420,407,400,394,409,440,446,479,503,502,514,527,528,524,551,596,666,706,787,800,774,751,721,667,667,670,671,660,656,626,599,594,567,537,511,539,601,657,663,635,633,647,670,664,642,666,695,736,790,830,868,911,920,930,955,901,871,932,972,1026,1053,1101,1157,1209,1243,1245,1261,1260,1274,1202,1199,1226,1293,1358,1415,1459,1506,1549,1570,1586,1574,1543,1557,1589,1583,1581,1586,1584,1574,1521,1468,1415,1373,1335,1291,1241,1196,1149,1107,1047,1017,1015,1026,1031,1054,1058,1082,1087,1070,1047,1022,1006,1014,1022,1045,1059,1053,1049,1043,1034,1031,1015,1023,1022,1034,1059,1067,1082,1147,1250,1306,1305,1253,1263,1246,1259,1289,1306,1342,1373
