date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2021
01-15T11:00:00,62.8,55.9,72.0,41.4,22.1,55.0,1020.0,1015.6,1024.1,1.8,4.0,15.6,19.9,24.4,22.5,17.5,62.8,62.8,5.6,20.9,126.0,1.0,3.0,19.9,4.0,13.0,22287.25
01-15T12:00:00,64.2,57.0,75.0,41.5,21.9,55.0,1019.0,1014.6,1023.2,2.5,3.3,15.9,21.5,21.8,23.1,17.8,64.2,64.2,6.6,13.6,234.0,2.6,7.0,26.5,6.0,18.2,22265.75
01-15T13:00:00,64.3,57.0,75.9,42.9,24.1,55.0,1018.1,1013.7,1022.3,2.6,3.3,15.2,22.7,20.9,24.3,16.8,64.3,64.2,8.7,5.3,248.0,6.0,7.0,49.2,6.0,20.4,22754.5
01-15T14:00:00,63.6,57.0,73.0,44.4,28.0,55.9,1017.7,1013.5,1021.9,2.1,3.4,15.1,22.5,20.9,24.1,17.5,63.6,63.6,9.6,3.8,252.0,7.4,7.0,57.3,6.0,21.0,23435.25
01-15T15:00:00,62.7,57.0,71.1,45.3,30.0,55.9,1017.6,1013.3,1021.7,1.5,3.8,15.6,21.7,23.0,23.8,15.9,62.7,62.6,9.8,2.9,255.0,8.1,7.0,63.8,6.0,19.3,24322.75
01-15T16:00:00,61.5,55.9,69.1,45.8,30.9,55.0,1017.7,1013.3,1021.6,1.1,4.6,15.6,23.4,16.1,25.7,19.1,61.5,61.5,9.7,2.4,256.0,7.8,7.0,63.0,6.0,20.0,25417.25
01-15T17:00:00,59.9,55.0,66.9,46.3,32.0,55.0,1017.8,1013.3,1021.8,0.6,5.8,14.7,25.5,20.1,24.2,15.5,59.9,59.8,8.7,3.1,259.0,6.8,7.0,56.4,6.0,21.1,26902.58333333333
01-15T18:00:00,58.7,54.0,64.0,46.7,33.1,55.9,1018.0,1013.6,1022.0,0.4,6.7,16.9,26.7,20.9,21.4,14.1,58.7,58.7,7.7,6.4,262.0,5.4,7.0,49.8,6.0,20.8,26892.666666666668
01-15T19:00:00,58.3,54.0,64.0,46.5,32.0,55.9,1018.3,1013.8,1022.3,0.3,7.0,30.7,20.9,16.1,20.2,12.1,58.3,58.3,6.6,12.0,265.0,4.1,7.0,41.3,6.0,17.1,25949.75
01-15T20:00:00,58.2,54.0,64.0,46.0,30.0,55.9,1018.5,1013.8,1022.6,0.3,7.1,36.8,18.2,15.8,17.5,11.8,58.2,58.1,5.6,20.4,271.0,2.7,7.0,26.8,6.0,17.4,24976.5
01-15T21:00:00,57.6,53.1,63.0,45.5,28.9,55.9,1018.7,1014.1,1022.9,0.2,7.6,38.7,16.2,13.5,20.9,10.7,57.6,57.5,5.2,21.1,275.0,1.0,7.0,17.3,6.0,15.9,24013.33333333333
01-15T22:00:00,57.1,52.0,63.0,45.4,28.9,55.9,1019.0,1014.3,1023.2,0.1,8.0,35.6,14.7,12.2,20.2,17.2,57.1,57.0,5.0,21.7,48.0,0.4,3.0,17.7,7.0,11.9,22728.25
01-15T23:00:00,56.7,52.0,62.1,44.8,28.0,55.0,1019.0,1014.5,1023.2,0.1,8.4,37.8,17.6,10.8,17.9,15.9,56.7,56.6,4.9,19.3,92.0,0.9,3.0,23.5,4.0,13.7,21407.18181818182
01-16T00:00:00,55.9,51.1,61.0,44.2,27.0,55.0,1018.9,1014.3,1023.0,0.1,9.2,36.4,18.6,13.1,16.8,15.1,55.9,55.7,4.9,21.3,62.0,1.4,3.0,26.1,2.0,11.8,20499.153846153848
01-16T01:00:00,54.8,50.0,60.1,43.5,27.0,55.0,1018.7,1014.1,1022.8,0.0,10.2,37.2,15.7,15.7,14.7,16.7,54.8,54.6,4.6,25.3,59.0,1.7,3.0,26.7,2.0,17.5,19741.25
01-16T02:00:00,53.6,48.9,59.0,43.0,26.1,54.0,1018.8,1014.3,1022.8,0.0,11.4,36.9,15.1,14.6,14.6,18.8,53.6,53.2,4.5,26.4,59.0,1.9,3.0,26.5,2.0,19.9,19251.08333333333
01-16T03:00:00,52.8,48.0,57.9,42.6,26.1,54.0,1018.7,1014.1,1022.8,0.0,12.2,35.8,17.1,13.6,13.8,19.7,52.8,52.4,4.6,25.8,64.0,2.0,3.0,32.5,2.0,17.3,19027.166666666668
01-16T04:00:00,52.2,46.9,57.9,42.1,25.0,54.0,1018.5,1014.1,1022.6,0.0,12.8,34.0,13.3,13.3,16.2,23.1,52.2,51.7,4.3,28.0,66.0,2.2,3.0,31.2,2.0,19.1,19167.916666666668
01-16T05:00:00,51.8,46.0,57.0,41.7,25.0,54.0,1018.4,1014.0,1022.7,0.0,13.2,35.0,14.6,12.5,17.9,19.9,51.8,51.2,4.3,28.2,65.0,2.3,3.0,29.7,2.0,18.8,19634.08333333333
01-16T06:00:00,51.7,46.0,57.0,41.2,25.0,54.0,1018.7,1014.2,1023.0,0.0,13.3,33.5,17.5,14.4,15.7,18.8,51.7,51.1,4.4,28.4,71.0,2.2,3.0,29.8,2.0,17.7,20544.916666666668
01-16T07:00:00,52.5,46.9,57.9,40.5,24.1,53.1,1019.1,1014.6,1023.5,0.0,12.5,16.3,22.4,23.2,20.3,17.9,52.5,51.9,4.8,20.9,67.0,2.4,3.0,31.8,2.0,20.3,21031.58333333333
01-16T08:00:00,53.8,48.9,59.0,40.9,25.0,54.0,1019.5,1014.8,1023.9,0.0,11.2,16.3,20.1,19.3,25.4,19.0,53.8,53.4,5.1,17.8,69.0,2.8,3.0,32.8,2.0,21.7,20902.416666666668
01-16T09:00:00,57.0,52.0,64.0,41.1,25.0,54.0,1020.0,1015.4,1024.2,0.2,8.2,17.5,19.1,21.2,22.5,19.6,57.0,56.9,5.6,13.1,82.0,3.1,3.0,36.8,2.0,19.1,20185.75
01-16T10:00:00,60.2,54.0,68.0,41.5,23.0,54.0,1020.3,1015.7,1024.6,0.8,5.6,14.3,17.8,19.9,29.0,19.2,60.2,60.1,6.0,14.8,81.0,2.5,3.0,29.7,2.0,18.1,19547.58333333333
01-16T11:00:00,62.8,55.9,72.0,41.1,21.9,55.0,1020.0,1015.6,1024.2,1.8,4.0,16.0,20.5,23.7,22.1,17.8,62.8,62.8,5.7,20.7,128.0,1.0,3.0,19.8,4.0,12.9,19088.08333333333
01-16T12:00:00,64.1,57.0,75.0,41.3,21.0,55.0,1019.1,1014.7,1023.3,2.5,3.4,16.2,22.3,21.0,22.3,18.3,64.1,64.1,6.8,11.6,236.0,2.7,7.0,27.8,6.0,18.2,19056.08333333333
01-16T13:00:00,64.2,57.0,75.4,42.6,21.9,55.0,1018.2,1013.7,1022.4,2.5,3.3,16.0,22.9,21.0,23.7,16.5,64.2,64.2,8.7,5.6,248.0,5.8,7.0,48.6,6.0,20.4,19368.33333333333
01-16T14:00:00,63.7,57.0,73.0,44.1,27.0,55.8,1017.8,1013.4,1022.0,2.1,3.4,15.9,23.0,20.9,23.5,16.7,63.7,63.6,9.6,3.6,253.0,7.3,7.0,57.1,6.0,20.4,20137.08333333333
01-16T15:00:00,62.7,57.0,71.1,45.0,28.9,55.9,1017.7,1013.2,1021.8,1.5,3.8,15.7,23.4,22.1,22.6,16.2,62.7,62.7,9.9,2.9,255.0,8.0,7.0,62.8,6.0,19.3,21311.416666666668
01-16T16:00:00,61.6,55.9,70.0,45.6,30.0,55.0,1017.7,1013.2,1021.7,1.2,4.6,15.6,25.3,15.6,24.1,19.3,61.6,61.6,9.8,2.2,256.0,7.8,7.0,61.6,6.0,20.7,22978.75
01-16T17:00:00,59.9,55.0,66.9,46.1,32.0,55.0,1017.8,1013.3,1021.8,0.6,5.8,14.9,27.4,19.7,22.6,15.4,59.9,59.9,8.9,2.2,259.0,6.9,7.0,57.4,6.0,20.7,24982.08333333333
01-16T18:00:00,58.7,54.0,64.0,46.6,33.1,55.9,1018.1,1013.6,1022.1,0.4,6.7,17.5,27.7,20.0,20.2,14.7,58.7,58.6,7.8,5.8,262.0,5.5,7.0,49.9,6.0,20.9,25426.33333333333
01-16T19:00:00,58.3,54.0,64.0,46.4,30.9,55.9,1018.4,1013.8,1022.4,0.3,7.0,31.4,21.7,15.7,18.7,12.5,58.3,58.2,6.6,12.0,265.0,4.2,7.0,41.7,6.0,17.6,24776.58333333333
01-16T20:00:00,58.1,54.0,64.0,45.9,30.0,55.9,1018.6,1013.8,1022.6,0.3,7.2,38.0,18.6,14.6,16.6,12.2,58.1,58.0,5.6,20.0,272.0,2.8,7.0,27.7,6.0,17.4,23950.5
01-16T21:00:00,57.6,53.1,63.0,45.4,28.9,55.9,1018.8,1014.2,1023.0,0.2,7.6,39.1,16.4,13.4,19.7,11.4,57.6,57.5,5.3,20.2,276.0,1.1,7.0,17.9,6.0,15.9,23217.08333333333
01-16T22:00:00,57.0,52.0,63.0,45.2,28.9,55.9,1019.0,1014.4,1023.3,0.1,8.1,36.5,14.8,12.3,18.9,17.4,57.0,57.0,5.0,21.5,22.0,0.3,3.0,17.9,7.0,12.2,22096.75
01-16T23:00:00,56.6,52.0,62.1,44.6,28.0,55.0,1019.1,1014.5,1023.2,0.1,8.5,38.5,17.5,10.8,17.2,16.0,56.6,56.5,5.0,19.1,87.0,0.8,3.0,22.5,4.0,13.7,20921.636363636364
01-17T00:00:00,55.9,51.1,61.0,43.9,27.0,55.0,1019.0,1014.4,1023.0,0.1,9.2,36.2,19.4,13.6,15.9,14.9,55.9,55.6,5.0,20.7,60.0,1.3,3.0,25.6,2.0,11.2,20056.846153846152
01-17T01:00:00,54.8,50.0,60.1,43.3,26.1,55.0,1018.8,1014.4,1022.9,0.0,10.2,36.0,17.5,15.8,13.8,17.0,54.8,54.5,4.7,24.7,57.0,1.7,3.0,27.1,2.0,17.6,19334.0
01-17T02:00:00,53.6,48.9,59.0,42.7,26.1,54.0,1018.8,1014.4,1022.8,0.0,11.4,36.5,16.1,14.1,14.9,18.4,53.6,53.2,4.6,26.7,56.0,1.9,3.0,25.7,2.0,20.6,18871.83333333333
01-17T03:00:00,52.8,48.0,57.9,42.3,26.1,54.0,1018.7,1014.3,1022.8,0.0,12.2,35.3,18.0,13.7,14.0,19.0,52.8,52.4,4.5,26.7,61.0,1.9,3.0,31.6,2.0,16.4,18588.5
01-17T04:00:00,52.1,46.9,57.0,41.8,25.0,54.0,1018.5,1014.1,1022.7,0.0,12.9,34.0,13.8,13.8,16.0,22.4,52.1,51.6,4.2,27.8,63.0,2.1,3.0,30.3,2.0,19.7,18620.666666666668
01-17T05:00:00,51.8,46.0,57.0,41.4,25.0,54.0,1018.5,1014.1,1022.7,0.0,13.2,34.8,15.3,12.8,17.4,19.7,51.8,51.2,4.3,28.0,66.0,2.3,3.0,29.7,2.0,19.4,18984.416666666668
01-17T06:00:00,51.6,46.0,57.0,41.0,24.1,54.0,1018.8,1014.3,1023.1,0.0,13.4,33.6,17.4,15.4,15.4,18.2,51.6,51.0,4.3,29.6,69.0,2.1,3.0,28.3,2.0,18.0,19615.08333333333
01-17T07:00:00,52.4,46.9,57.9,40.2,24.1,53.1,1019.2,1014.7,1023.6,0.0,12.6,16.3,23.7,21.6,20.5,17.9,52.4,51.8,4.9,20.0,68.0,2.4,3.0,33.3,2.0,19.6,19844.33333333333
01-17T08:00:00,53.8,48.0,59.0,40.6,24.1,54.0,1019.5,1015.0,1023.9,0.0,11.3,16.5,20.5,18.6,24.5,19.9,53.8,53.3,5.1,17.6,70.0,2.7,3.0,32.8,2.0,21.4,19504.75
01-17T09:00:00,57.0,52.0,64.0,40.8,24.1,54.0,1020.0,1015.7,1024.3,0.2,8.1,18.1,18.6,20.9,22.3,20.2,57.0,56.9,5.7,12.7,80.0,3.0,3.0,36.5,2.0,19.5,18739.0
01-17T10:00:00,60.2,54.0,68.0,41.2,23.0,54.0,1020.4,1015.8,1024.6,0.8,5.6,14.7,18.2,19.9,28.5,18.7,60.2,60.1,6.0,14.6,80.0,2.5,3.0,29.7,2.0,19.2,18099.916666666668
01-17T11:00:00,62.9,55.9,72.0,40.8,21.9,54.0,1020.1,1015.8,1024.3,1.9,4.0,15.8,21.1,23.5,22.2,17.4,62.9,62.8,5.7,20.0,133.0,1.0,3.0,19.4,4.0,13.6,17912.083333333332
01-17T12:00:00,64.2,57.0,75.0,41.0,21.0,55.0,1019.1,1014.7,1023.4,2.6,3.3,16.4,22.8,20.9,22.2,17.7,64.2,64.2,6.8,11.8,237.0,2.7,7.0,27.7,6.0,18.7,18055.25
01-17T13:00:00,64.3,57.0,75.0,42.4,23.0,55.0,1018.3,1013.8,1022.5,2.6,3.3,16.1,23.2,20.6,24.5,15.6,64.3,64.3,8.8,5.3,248.0,5.9,7.0,48.7,6.0,20.6,18539.25
01-17T14:00:00,63.8,57.0,73.9,43.9,27.0,55.0,1017.8,1013.4,1022.0,2.2,3.4,16.1,23.4,21.3,23.2,16.1,63.8,63.7,9.7,3.6,253.0,7.4,7.0,57.8,6.0,20.5,19479.0
01-17T15:00:00,62.8,57.0,71.1,44.9,30.0,55.6,1017.7,1013.2,1021.8,1.5,3.8,15.4,23.9,22.2,23.4,15.1,62.8,62.8,10.0,2.7,255.0,8.1,7.0,62.6,6.0,20.3,20900.916666666668
01-17T16:00:00,61.6,55.9,70.0,45.4,30.9,55.0,1017.7,1013.3,1021.7,1.2,4.5,15.6,25.5,15.8,25.2,17.9,61.6,61.6,9.9,2.0,256.0,7.9,7.0,61.3,6.0,21.8,22578.416666666668
01-17T17:00:00,60.0,55.0,66.9,46.0,32.0,55.0,1017.8,1013.3,1021.8,0.7,5.7,14.9,26.9,20.5,22.8,14.9,60.0,59.9,9.0,2.2,259.0,7.0,7.0,58.1,6.0,20.4,24649.416666666668
01-17T18:00:00,58.7,54.0,64.0,46.5,33.1,55.9,1018.1,1013.6,1022.1,0.4,6.7,17.2,26.9,19.9,21.6,14.4,58.7,58.7,7.9,5.8,262.0,5.5,7.0,50.3,6.0,20.5,25148.166666666668
01-17T19:00:00,58.3,54.0,64.0,46.4,32.0,55.9,1018.4,1013.8,1022.5,0.3,7.0,31.1,21.4,16.2,18.7,12.7,58.3,58.2,6.7,11.6,265.0,4.2,7.0,42.4,6.0,17.5,24467.25
01-17T20:00:00,58.1,53.6,64.0,46.0,30.9,55.9,1018.6,1013.8,1022.7,0.3,7.2,37.4,18.1,15.1,17.1,12.4,58.1,58.0,5.7,19.8,272.0,2.8,7.0,27.3,6.0,17.1,23638.83333333333
01-17T21:00:00,57.6,53.1,63.0,45.4,30.0,55.9,1018.8,1014.2,1023.0,0.2,7.6,38.4,16.6,14.1,19.1,11.9,57.6,57.5,5.3,20.2,276.0,1.2,7.0,18.4,6.0,15.4,22750.58333333333
01-17T22:00:00,57.1,52.0,63.0,45.2,28.9,55.9,1019.0,1014.4,1023.2,0.1,8.0,36.2,15.6,12.1,19.0,17.2,57.1,57.0,5.0,21.2,349.0,0.3,3.0,17.6,7.0,13.1,21530.83333333333
01-17T23:00:00,56.7,51.8,62.1,44.6,28.0,55.0,1019.1,1014.5,1023.2,0.1,8.4,37.4,18.7,11.0,17.0,16.0,56.7,56.5,5.0,18.9,82.0,0.8,3.0,22.5,4.0,12.9,20392.454545454544
01-18T00:00:00,55.9,51.1,61.0,43.8,27.0,55.0,1019.0,1014.4,1023.0,0.1,9.2,36.2,19.4,13.6,15.4,15.4,55.9,55.7,5.1,20.2,59.0,1.4,3.0,25.6,2.0,12.0,19739.46153846154
01-18T01:00:00,54.8,50.0,60.1,43.2,26.1,55.0,1018.8,1014.4,1022.9,0.0,10.2,35.4,18.7,14.7,13.2,18.0,54.8,54.5,4.7,24.7,52.0,1.7,3.0,26.3,2.0,18.2,19141.25
01-18T02:00:00,53.6,48.9,59.0,42.7,26.1,54.0,1018.8,1014.4,1023.0,0.0,11.4,36.4,17.3,12.9,14.9,18.6,53.6,53.3,4.6,26.9,52.0,1.8,3.0,25.3,2.0,19.5,18816.5
01-18T03:00:00,52.9,48.0,57.9,42.3,25.0,54.0,1018.7,1014.3,1022.9,0.0,12.1,35.1,19.2,12.6,13.9,19.2,52.9,52.5,4.5,26.9,58.0,1.8,3.0,29.9,2.0,16.9,18730.58333333333
01-18T04:00:00,52.2,46.9,57.9,41.8,25.0,54.0,1018.5,1014.1,1022.7,0.0,12.8,33.6,14.7,12.8,15.9,23.0,52.2,51.7,4.2,28.0,61.0,2.0,3.0,29.6,2.0,20.1,19181.916666666668
01-18T05:00:00,51.8,46.0,57.0,41.4,25.0,54.0,1018.4,1014.1,1022.7,0.0,13.2,33.3,17.6,11.5,18.3,19.3,51.8,51.2,4.2,28.7,65.0,2.3,3.0,30.3,2.0,18.4,20198.58333333333
01-18T06:00:00,51.7,46.0,57.0,40.9,24.1,54.0,1018.8,1014.3,1023.1,0.0,13.3,33.0,17.5,13.4,17.5,18.6,51.7,51.1,4.3,29.3,68.0,2.1,3.0,28.7,2.0,18.6,21526.166666666668
01-18T07:00:00,52.4,46.9,57.9,40.2,24.1,53.1,1019.2,1014.8,1023.6,0.0,12.6,16.3,23.4,21.8,19.7,18.9,52.4,51.8,4.9,19.8,68.0,2.6,3.0,34.6,2.0,20.1,22396.416666666668
01-18T08:00:00,53.8,48.0,59.0,40.6,24.1,54.0,1019.5,1015.3,1023.9,0.0,11.2,16.2,20.9,18.8,23.6,20.4,53.8,53.3,5.1,16.7,70.0,2.9,3.0,33.7,2.0,21.7,22185.83333333333
01-18T09:00:00,57.1,51.8,64.0,40.8,24.1,54.0,1020.0,1015.9,1024.4,0.2,8.1,17.4,19.2,20.5,21.8,21.0,57.1,56.9,5.7,12.9,79.0,3.1,3.0,37.1,2.0,19.9,21364.416666666668
01-18T10:00:00,60.3,54.0,68.0,41.1,23.0,54.0,1020.3,1016.3,1024.7,0.9,5.6,14.9,18.2,20.3,28.4,18.2,60.3,60.2,6.0,15.0,81.0,2.5,3.0,29.4,2.0,19.2,20745.416666666668
01-18T11:00:00,62.9,55.2,72.0,40.7,21.9,54.0,1020.1,1016.0,1024.3,1.9,4.0,15.8,21.3,22.6,22.6,17.7,62.9,62.9,5.7,19.8,132.0,1.0,3.0,19.8,4.0,13.9,20445.416666666668
01-18T12:00:00,64.3,55.9,75.0,40.8,21.9,55.0,1019.1,1014.9,1023.4,2.7,3.4,16.5,22.3,20.2,23.6,17.3,64.3,64.3,6.7,12.7,237.0,2.6,7.0,28.6,6.0,17.1,20497.58333333333
01-18T13:00:00,64.3,56.5,75.9,42.4,23.0,55.0,1018.3,1014.0,1022.5,2.6,3.3,16.2,22.5,20.4,25.3,15.7,64.3,64.3,8.8,5.1,248.0,6.0,7.0,49.0,6.0,20.8,20814.916666666668
01-18T14:00:00,63.8,57.0,73.9,43.9,27.0,55.0,1017.8,1013.6,1022.0,2.2,3.4,16.0,22.4,21.9,23.5,16.2,63.8,63.8,9.8,3.3,253.0,7.4,7.0,59.4,6.0,18.9,21482.5
01-18T15:00:00,62.8,56.3,72.0,44.8,30.0,55.4,1017.7,1013.3,1021.7,1.6,3.8,15.3,23.3,22.1,24.1,15.3,62.8,62.8,10.1,2.9,255.0,8.2,7.0,62.7,6.0,19.5,22669.58333333333
01-18T16:00:00,61.7,55.9,70.0,45.4,30.9,55.9,1017.7,1013.4,1021.6,1.2,4.5,16.1,24.8,15.8,25.9,17.4,61.7,61.7,9.9,2.0,256.0,7.9,7.0,61.0,6.0,21.4,24225.416666666668
01-18T17:00:00,60.0,55.0,66.9,45.9,32.0,55.0,1017.8,1013.4,1021.8,0.7,5.7,15.6,26.0,20.4,22.7,15.3,60.0,60.0,9.0,2.7,259.0,7.1,7.0,58.5,6.0,20.1,26351.166666666668
01-18T18:00:00,58.8,54.0,64.2,46.4,33.1,55.9,1018.1,1013.7,1022.0,0.4,6.6,17.0,26.4,20.0,21.7,14.8,58.8,58.7,7.9,6.0,261.0,5.6,7.0,51.1,6.0,20.8,26740.08333333333
01-18T19:00:00,58.3,54.0,64.0,46.4,33.1,55.9,1018.4,1013.9,1022.4,0.3,7.0,30.0,22.0,16.6,18.3,13.1,58.3,58.3,6.8,11.1,265.0,4.3,7.0,42.4,6.0,17.5,25914.08333333333
01-18T20:00:00,58.2,53.1,64.0,45.9,30.9,55.9,1018.6,1014.1,1022.6,0.3,7.1,36.1,18.9,15.7,16.7,12.5,58.2,58.1,5.7,19.8,273.0,2.8,7.0,28.2,6.0,16.0,24977.25
01-18T21:00:00,57.6,53.1,63.0,45.4,30.0,55.9,1018.8,1014.3,1022.8,0.2,7.6,37.3,17.2,14.5,18.7,12.3,57.6,57.5,5.3,20.4,281.0,1.3,7.0,18.9,6.0,14.3,23872.25
01-18T22:00:00,57.1,52.0,63.0,45.0,28.9,55.9,1019.0,1014.7,1023.1,0.1,8.0,35.2,15.8,13.0,18.7,17.4,57.1,57.1,4.9,21.5,348.0,0.4,3.0,17.6,7.0,13.5,22379.25
01-18T23:00:00,56.7,51.1,63.0,44.5,28.0,55.0,1019.1,1014.9,1023.2,0.1,8.5,35.8,18.7,10.9,18.2,16.4,56.7,56.5,5.0,19.6,73.0,0.8,3.0,22.0,4.0,12.5,20998.454545454544
01-19T00:00:00,55.9,50.0,62.1,43.8,27.0,55.0,1019.0,1014.7,1023.0,0.1,9.2,34.7,19.8,13.9,16.3,15.3,55.9,55.7,5.0,20.9,50.0,1.3,3.0,24.7,2.0,12.3,20133.0
01-19T01:00:00,54.8,50.0,60.1,43.1,26.1,55.0,1018.8,1014.7,1022.9,0.0,10.2,33.5,19.6,14.9,13.6,18.4,54.8,54.5,4.7,24.7,46.0,1.8,3.0,26.0,2.0,18.0,19392.25
01-19T02:00:00,53.6,48.9,59.0,42.7,26.1,54.0,1018.8,1014.7,1022.8,0.0,11.4,34.7,18.5,13.3,14.5,19.0,53.6,53.2,4.5,27.3,48.0,1.8,3.0,24.0,2.0,19.4,18970.5
01-19T03:00:00,52.9,46.9,59.0,42.3,26.1,54.0,1018.7,1014.4,1022.8,0.0,12.1,34.4,19.8,12.8,13.1,19.8,52.9,52.4,4.5,26.2,56.0,1.9,3.0,30.0,2.0,18.5,18912.25
01-19T04:00:00,52.2,46.0,57.9,41.8,25.0,54.0,1018.5,1014.3,1022.6,0.0,12.8,32.6,15.6,12.5,16.1,23.2,52.2,51.7,4.2,28.2,61.0,2.2,3.0,29.2,2.0,20.6,19439.0
01-19T05:00:00,51.8,46.0,57.0,41.4,25.0,54.0,1018.5,1014.2,1022.7,0.0,13.2,32.3,18.6,11.2,17.6,20.4,51.8,51.2,4.1,29.8,65.0,2.3,3.0,29.6,2.0,19.2,20731.166666666668
01-19T06:00:00,51.7,45.0,57.0,41.0,25.0,54.0,1018.8,1014.6,1023.0,0.0,13.3,32.3,17.2,14.1,17.7,18.7,51.7,51.0,4.1,30.0,67.0,2.2,3.0,28.8,2.0,18.7,22685.5
01-19T07:00:00,52.4,46.9,57.9,40.3,24.1,53.1,1019.2,1015.2,1023.6,0.0,12.6,16.1,22.9,21.6,20.3,19.0,52.4,51.7,4.8,20.0,68.0,2.6,3.0,34.6,2.0,20.1,23920.25
01-19T08:00:00,53.8,48.0,60.1,40.7,25.0,54.0,1019.5,1015.6,1023.9,0.0,11.2,15.8,20.5,19.7,23.1,20.8,53.8,53.3,5.0,18.0,70.0,2.9,3.0,33.0,2.0,21.5,23931.166666666668
01-19T09:00:00,57.1,51.8,64.0,41.0,25.0,54.0,1020.0,1015.9,1024.2,0.2,8.1,17.1,19.6,20.7,21.4,21.2,57.1,56.9,5.7,13.1,78.0,3.1,3.0,37.7,2.0,19.3,23083.83333333333
01-19T10:00:00,60.2,54.0,68.0,41.3,24.1,54.0,1020.4,1016.5,1024.5,0.8,5.6,14.5,18.7,20.3,28.0,18.5,60.2,60.2,6.0,14.8,79.0,2.5,3.0,28.2,2.0,19.1,22317.666666666668
01-19T11:00:00,62.9,55.9,72.0,40.8,22.1,54.0,1020.1,1016.1,1024.2,1.9,4.0,15.0,21.2,22.5,22.5,18.7,62.9,62.9,5.7,20.2,136.0,0.9,3.0,19.5,4.0,13.8,22107.5
01-19T12:00:00,64.3,55.9,75.0,40.9,21.9,55.0,1019.2,1015.1,1023.4,2.7,3.4,15.7,23.0,20.4,23.2,17.8,64.3,64.3,6.7,12.9,236.0,2.6,7.0,27.8,6.0,18.5,22050.666666666668
01-19T13:00:00,64.3,56.8,75.4,42.4,23.0,55.0,1018.3,1014.0,1022.5,2.7,3.3,15.3,22.1,20.8,24.9,16.9,64.3,64.3,8.9,5.6,249.0,5.9,7.0,48.8,6.0,20.2,22213.58333333333
01-19T14:00:00,63.8,57.0,73.9,43.9,28.0,55.4,1017.8,1013.6,1022.0,2.2,3.4,14.9,22.9,21.4,23.5,17.3,63.8,63.8,9.9,3.3,253.0,7.5,7.0,59.9,6.0,18.7,22627.166666666668
01-19T15:00:00,62.8,56.3,72.0,44.9,30.0,55.9,1017.7,1013.3,1021.7,1.6,3.8,14.5,22.8,22.3,24.6,15.8,62.8,62.8,10.2,3.1,254.0,8.2,7.0,62.3,6.0,19.0,23360.58333333333
01-19T16:00:00,61.7,55.9,70.0,45.4,30.9,55.9,1017.7,1013.4,1021.6,1.2,4.5,15.2,25.3,14.0,27.1,18.4,61.7,61.7,10.1,1.6,255.0,8.0,7.0,61.0,6.0,21.5,24609.58333333333
01-19T17:00:00,60.0,55.0,68.0,46.0,33.1,55.0,1017.8,1013.4,1021.8,0.7,5.7,14.8,26.3,19.9,21.4,17.6,60.0,60.0,9.1,2.4,259.0,7.1,7.0,57.9,6.0,20.0,26471.58333333333
01-19T18:00:00,58.8,54.0,64.9,46.5,34.0,55.9,1018.1,1013.7,1022.1,0.4,6.6,16.3,27.2,18.8,21.5,16.1,58.8,58.8,7.9,6.2,261.0,5.6,7.0,51.1,6.0,20.6,26862.75
01-19T19:00:00,58.4,54.0,64.0,46.5,33.1,55.9,1018.4,1014.0,1022.5,0.3,7.0,29.3,22.3,16.1,18.1,14.1,58.4,58.3,6.8,10.4,265.0,4.3,7.0,43.3,6.0,16.7,26116.33333333333
01-19T20:00:00,58.2,53.1,64.0,45.9,32.0,55.9,1018.6,1014.2,1022.7,0.3,7.1,34.9,20.1,14.7,17.0,13.3,58.2,58.1,5.7,20.0,274.0,2.8,7.0,27.3,6.0,15.7,25194.0
01-19T21:00:00,57.6,53.1,64.0,45.4,30.0,55.9,1018.8,1014.5,1022.9,0.2,7.6,36.0,17.8,15.1,17.3,13.8,57.6,57.5,5.3,21.1,281.0,1.3,7.0,19.1,6.0,14.3,24095.75
01-19T22:00:00,57.1,52.0,64.0,45.1,28.9,55.9,1019.0,1014.8,1023.2,0.1,8.0,34.1,16.5,13.3,18.1,18.1,57.1,57.0,5.0,21.1,352.0,0.4,3.0,17.3,7.0,13.0,22557.08333333333
01-19T23:00:00,56.7,51.4,63.0,44.6,28.0,55.0,1019.1,1014.9,1023.2,0.1,8.5,35.4,18.7,11.5,16.7,17.7,56.7,56.6,5.0,18.4,69.0,0.8,3.0,22.5,4.0,11.3,21202.90909090909
