date,Megawatts
2018-07-14 00:00:00,380271.0
2018-07-14 01:00:00,327552.0
2018-07-14 02:00:00,311579.0
2018-07-14 03:00:00,300884.0
2018-07-14 04:00:00,296971.0
2018-07-14 05:00:00,298113.0
2018-07-14 06:00:00,300024.0
2018-07-14 07:00:00,309516.0
2018-07-14 08:00:00,323850.0
2018-07-14 09:00:00,339484.0
2018-07-14 10:00:00,356731.0
2018-07-14 11:00:00,376023.0
2018-07-14 12:00:00,396315.0
2018-07-14 13:00:00,416992.0
2018-07-14 14:00:00,434907.0
2018-07-14 15:00:00,451936.0
2018-07-14 16:00:00,466087.0
2018-07-14 17:00:00,474698.0
2018-07-14 18:00:00,474429.0
2018-07-14 19:00:00,461803.0
2018-07-14 20:00:00,448624.0
2018-07-14 21:00:00,431837.0
2018-07-14 22:00:00,401294.0
2018-07-14 23:00:00,339423.0
