date,Megawatts
2020-10-20 00:00:00,296156.0
2020-10-20 01:00:00,260661.0
2020-10-20 02:00:00,252513.0
2020-10-20 03:00:00,249110.0
2020-10-20 04:00:00,252138.0
2020-10-20 05:00:00,264472.0
2020-10-20 06:00:00,285632.0
2020-10-20 07:00:00,300223.0
2020-10-20 08:00:00,305440.0
2020-10-20 09:00:00,303297.0
2020-10-20 10:00:00,298828.0
2020-10-20 11:00:00,302074.0
2020-10-20 12:00:00,310760.0
2020-10-20 13:00:00,324299.0
2020-10-20 14:00:00,345064.0
2020-10-20 15:00:00,361155.0
2020-10-20 16:00:00,373536.0
2020-10-20 17:00:00,377616.0
2020-10-20 18:00:00,376479.0
2020-10-20 19:00:00,366715.0
2020-10-20 20:00:00,347991.0
2020-10-20 21:00:00,329141.0
2020-10-20 22:00:00,307718.0
2020-10-20 23:00:00,262355.0
