date,Megawatts
2018-10-04 00:00:00,303772.0
2018-10-04 01:00:00,268929.0
2018-10-04 02:00:00,260794.0
2018-10-04 03:00:00,257635.0
2018-10-04 04:00:00,262079.0
2018-10-04 05:00:00,278833.0
2018-10-04 06:00:00,307088.0
2018-10-04 07:00:00,320928.0
2018-10-04 08:00:00,323697.0
2018-10-04 09:00:00,326763.0
2018-10-04 10:00:00,328129.0
2018-10-04 11:00:00,329299.0
2018-10-04 12:00:00,330522.0
2018-10-04 13:00:00,333516.0
2018-10-04 14:00:00,336781.0
2018-10-04 15:00:00,341074.0
2018-10-04 16:00:00,346156.0
2018-10-04 17:00:00,349881.0
2018-10-04 18:00:00,355571.0
2018-10-04 19:00:00,363679.0
2018-10-04 20:00:00,352955.0
2018-10-04 21:00:00,335654.0
2018-10-04 22:00:00,308828.0
2018-10-04 23:00:00,262597.0
