date,Megawatts
2022-01-21 00:00:00,277171.0
2022-01-21 01:00:00,247383.0
2022-01-21 02:00:00,242757.0
2022-01-21 03:00:00,242168.0
2022-01-21 04:00:00,249282.0
2022-01-21 05:00:00,266174.0
2022-01-21 06:00:00,294294.0
2022-01-21 07:00:00,310969.0
2022-01-21 08:00:00,302449.0
2022-01-21 09:00:00,287327.0
2022-01-21 10:00:00,273229.0
2022-01-21 11:00:00,261252.0
2022-01-21 12:00:00,254008.0
2022-01-21 13:00:00,254110.0
2022-01-21 14:00:00,259273.0
2022-01-21 15:00:00,271979.0
2022-01-21 16:00:00,292518.0
2022-01-21 17:00:00,318347.0
2022-01-21 18:00:00,323111.0
2022-01-21 19:00:00,315756.0
2022-01-21 20:00:00,307857.0
2022-01-21 21:00:00,297671.0
2022-01-21 22:00:00,281255.0
2022-01-21 23:00:00,244068.0
