date,Megawatts
2020-01-16 00:00:00,279839.0
2020-01-16 01:00:00,249223.0
2020-01-16 02:00:00,245103.0
2020-01-16 03:00:00,244957.0
2020-01-16 04:00:00,252466.0
2020-01-16 05:00:00,272255.0
2020-01-16 06:00:00,304819.0
2020-01-16 07:00:00,320935.0
2020-01-16 08:00:00,315381.0
2020-01-16 09:00:00,307717.0
2020-01-16 10:00:00,304331.0
2020-01-16 11:00:00,301712.0
2020-01-16 12:00:00,296268.0
2020-01-16 13:00:00,298466.0
2020-01-16 14:00:00,298690.0
2020-01-16 15:00:00,304847.0
2020-01-16 16:00:00,317699.0
2020-01-16 17:00:00,344193.0
2020-01-16 18:00:00,349560.0
2020-01-16 19:00:00,343787.0
2020-01-16 20:00:00,335116.0
2020-01-16 21:00:00,318757.0
2020-01-16 22:00:00,295865.0
2020-01-16 23:00:00,272243.0
