date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2019
03-02T06:00:00,52.3,46.9,57.0,43.7,30.0,53.1,1017.1,1011.9,1021.8,0.0,12.7,17.2,21.0,21.3,19.2,21.3,52.3,51.7,4.9,21.3,62.0,2.3,3.0,31.1,2.0,20.1,245399.0
03-02T07:00:00,53.1,48.0,57.9,43.7,28.9,53.1,1017.5,1012.5,1022.3,0.0,11.9,13.1,16.7,25.7,23.9,20.6,53.1,52.5,5.4,16.0,68.0,2.4,3.0,33.3,2.0,18.3,251629.0
03-02T08:00:00,55.7,51.1,61.0,44.3,28.9,53.1,1018.0,1012.8,1022.8,0.1,9.4,13.5,19.0,22.1,24.0,21.4,55.7,55.4,5.7,15.1,71.0,2.4,3.0,35.1,2.0,18.6,259904.0
03-02T09:00:00,58.6,53.1,66.0,44.4,30.0,54.0,1018.4,1013.2,1023.0,0.5,6.9,14.2,19.8,20.1,26.0,19.8,58.6,58.5,6.1,13.3,87.0,1.9,3.0,34.3,2.0,13.4,263164.0
03-02T10:00:00,61.1,55.0,70.0,43.9,28.9,54.0,1018.4,1013.4,1023.2,1.1,5.1,12.5,16.4,18.0,31.9,21.2,61.1,60.9,6.4,15.5,158.0,0.7,3.0,25.2,7.0,17.5,264542.0
03-02T11:00:00,62.8,55.9,73.0,44.0,27.0,55.0,1018.3,1013.5,1022.9,1.7,3.9,13.8,19.0,21.6,28.6,17.1,62.8,62.8,7.2,10.7,234.0,3.2,7.0,28.5,6.0,21.9,264862.0
03-02T12:00:00,63.3,57.0,72.0,44.8,28.0,55.0,1017.9,1013.2,1022.4,1.8,3.5,16.2,18.5,25.1,21.9,18.3,63.3,63.3,9.6,3.8,245.0,7.5,7.0,46.7,6.0,30.1,262292.0
03-02T13:00:00,63.3,57.0,72.0,45.7,33.1,55.0,1017.2,1012.5,1021.7,1.6,3.4,16.2,18.3,25.0,22.9,17.5,63.3,63.3,11.4,1.3,249.0,9.5,7.0,53.9,6.0,30.5,259311.0
03-02T14:00:00,62.8,57.0,71.1,46.2,34.2,55.0,1016.7,1012.1,1021.0,1.3,3.6,15.7,17.2,25.4,24.9,16.7,62.8,62.8,12.6,0.7,252.0,10.9,7.0,64.9,6.0,24.3,254612.0
03-02T15:00:00,62.1,57.0,70.0,46.7,36.0,55.0,1016.4,1011.8,1020.8,1.1,4.0,14.3,17.1,28.1,24.6,15.8,62.1,62.1,13.1,0.9,255.0,11.6,7.0,67.8,6.0,23.0,256085.0
03-02T16:00:00,61.1,55.9,68.0,47.0,37.0,55.0,1016.2,1011.6,1020.6,0.8,4.7,13.6,14.8,25.2,28.9,17.5,61.1,61.1,12.9,0.2,255.0,11.4,7.0,66.0,6.0,24.6,266368.0
03-02T17:00:00,59.8,55.9,66.0,47.3,37.9,55.0,1016.2,1011.6,1020.6,0.5,5.7,12.3,22.2,23.9,23.9,17.7,59.8,59.7,12.2,0.4,258.0,10.7,7.0,69.8,6.0,20.3,285222.0
03-02T18:00:00,58.3,54.0,63.0,47.8,39.0,55.0,1016.4,1011.5,1020.8,0.2,6.9,12.0,20.6,25.6,23.8,18.0,58.3,58.2,10.8,0.9,258.0,9.2,7.0,65.2,6.0,22.4,303184.0
03-02T19:00:00,57.7,54.0,63.0,48.0,39.0,55.0,1016.7,1011.7,1021.1,0.2,7.4,17.6,21.1,22.6,19.8,18.8,57.7,57.7,9.2,2.9,258.0,7.5,7.0,60.6,6.0,20.6,300393.0
03-02T20:00:00,57.5,54.0,62.1,48.0,39.9,55.0,1017.0,1012.1,1021.4,0.1,7.6,25.9,18.5,19.7,18.5,17.5,57.5,57.4,8.1,6.2,258.0,5.7,7.0,48.5,6.0,22.9,292634.0
03-02T21:00:00,57.1,53.1,61.0,47.9,39.9,55.0,1017.3,1012.6,1021.8,0.1,8.0,27.8,18.0,20.0,15.3,19.0,57.1,57.0,6.7,12.9,257.0,3.3,7.0,30.9,6.0,20.5,282142.0
03-02T22:00:00,56.8,53.1,61.0,47.6,39.0,55.0,1017.4,1012.6,1021.9,0.1,8.2,27.5,17.1,15.8,18.0,21.6,56.8,56.7,5.9,17.3,250.0,1.8,7.0,21.9,6.0,15.7,268517.0
03-02T23:00:00,56.5,52.0,61.0,47.3,37.9,55.0,1017.4,1012.6,1022.0,0.1,8.6,30.7,17.2,17.2,16.5,18.5,56.5,56.4,5.9,13.6,261.0,1.2,7.0,19.2,3.0,16.0,231284.0
03-03T00:00:00,55.9,52.0,60.1,46.8,37.0,54.0,1017.3,1012.3,1021.8,0.1,9.2,26.9,19.6,17.3,13.8,22.4,55.9,55.7,5.6,18.9,328.0,0.6,3.0,19.7,7.0,15.0,259258.0
03-03T01:00:00,55.2,50.0,60.1,46.2,35.1,54.0,1017.3,1012.2,1021.8,0.0,9.9,28.9,16.2,16.2,14.5,24.2,55.2,54.9,5.5,16.2,40.0,0.9,3.0,24.5,2.0,14.3,229353.0
03-03T02:00:00,54.3,48.9,59.0,45.6,33.1,54.0,1017.1,1012.2,1021.5,0.0,10.7,29.0,16.9,15.1,15.1,23.8,54.3,53.9,5.1,21.1,44.0,1.2,3.0,22.7,2.0,19.5,223137.0
03-03T03:00:00,53.6,48.9,57.9,45.1,32.0,54.0,1016.7,1011.7,1021.2,0.0,11.4,28.6,16.2,15.2,15.7,24.4,53.6,53.1,4.7,24.9,48.0,1.3,3.0,25.6,2.0,17.1,219224.0
03-03T04:00:00,53.1,48.0,57.9,44.7,30.0,53.1,1016.6,1011.6,1021.2,0.0,11.9,25.2,15.0,15.0,19.9,24.9,53.1,52.5,4.8,22.8,56.0,1.7,3.0,30.6,2.0,18.0,218102.0
03-03T05:00:00,52.6,48.0,57.0,44.3,30.9,53.1,1016.8,1011.8,1021.6,0.0,12.4,24.9,19.3,16.2,16.8,22.8,52.6,52.0,4.8,23.6,57.0,1.9,3.0,28.2,2.0,19.3,222127.0
03-03T06:00:00,52.5,46.9,57.9,43.9,30.9,53.1,1017.1,1011.8,1021.8,0.0,12.5,16.6,21.7,21.9,18.9,20.9,52.5,51.9,4.8,22.4,61.0,2.2,3.0,30.8,2.0,19.9,227549.0
03-03T07:00:00,53.2,48.0,57.9,43.9,30.0,53.1,1017.5,1012.4,1022.3,0.0,11.8,13.3,16.9,25.8,23.2,20.8,53.2,52.7,5.3,17.1,70.0,2.3,3.0,34.5,2.0,17.2,228851.0
03-03T08:00:00,55.9,51.1,61.0,44.5,32.0,54.0,1018.0,1012.8,1022.8,0.1,9.2,14.4,18.6,21.2,24.1,21.7,55.9,55.7,5.7,15.6,74.0,2.4,3.0,35.7,2.0,17.7,230465.0
03-03T09:00:00,58.8,53.1,66.9,44.7,32.0,54.0,1018.3,1013.2,1023.0,0.6,6.8,15.1,19.6,20.6,24.5,20.1,58.8,58.7,6.0,14.0,91.0,1.7,3.0,33.1,2.0,13.4,229962.0
03-03T10:00:00,61.2,55.0,71.1,44.3,28.9,54.0,1018.4,1013.4,1023.2,1.2,5.0,12.7,17.1,17.8,30.8,21.5,61.2,61.1,6.4,16.9,180.0,0.7,3.0,23.5,7.0,18.9,231053.0
03-03T11:00:00,62.9,55.9,73.0,44.5,28.9,55.0,1018.3,1013.5,1022.9,1.7,3.8,14.4,18.0,22.5,27.4,17.8,62.9,62.9,7.3,10.4,236.0,3.4,7.0,30.8,6.0,21.4,232772.0
03-03T12:00:00,63.4,57.0,73.0,45.2,30.9,55.0,1017.9,1013.2,1022.6,1.9,3.4,16.8,18.1,26.5,20.2,18.4,63.4,63.4,9.7,3.3,245.0,7.5,7.0,47.3,6.0,30.2,231818.0
03-03T13:00:00,63.4,57.9,72.0,46.1,34.0,55.0,1017.1,1012.2,1021.7,1.7,3.3,17.2,17.2,26.6,21.6,17.4,63.4,63.3,11.3,1.3,249.0,9.4,7.0,55.0,6.0,29.7,228908.0
03-03T14:00:00,62.9,57.9,71.1,46.5,35.2,55.0,1016.6,1012.1,1021.0,1.4,3.5,16.7,16.9,25.8,24.2,16.4,62.9,62.9,12.6,0.4,252.0,10.9,7.0,64.4,6.0,25.1,230192.0
03-03T15:00:00,62.2,57.0,70.0,47.0,37.0,55.0,1016.4,1011.8,1020.8,1.1,3.9,14.7,17.0,29.4,23.5,15.4,62.2,62.2,13.0,0.7,255.0,11.5,7.0,67.8,6.0,22.7,237953.0
03-03T16:00:00,61.2,55.9,68.0,47.3,37.9,55.0,1016.2,1011.5,1020.6,0.8,4.6,14.1,14.8,25.2,28.4,17.5,61.2,61.2,12.9,0.2,255.0,11.4,7.0,66.1,6.0,24.6,254220.0
03-03T17:00:00,59.9,55.9,66.0,47.6,39.0,55.0,1016.1,1011.1,1020.6,0.4,5.6,13.5,21.2,23.4,24.7,17.2,59.9,59.8,12.2,0.4,257.0,10.6,7.0,70.1,6.0,19.7,277872.0
03-03T18:00:00,58.4,54.0,63.0,48.0,39.0,55.0,1016.3,1011.5,1020.8,0.2,6.8,13.2,20.1,24.4,24.9,17.5,58.4,58.4,10.8,1.3,257.0,9.0,7.0,64.3,6.0,22.4,301288.0
03-03T19:00:00,57.9,54.0,63.0,48.2,39.9,55.0,1016.6,1011.7,1021.1,0.2,7.3,18.6,20.4,21.9,20.7,18.4,57.9,57.8,9.1,3.3,257.0,7.4,7.0,58.7,6.0,22.4,300480.0
03-03T20:00:00,57.6,54.0,62.1,48.3,39.9,55.0,1016.9,1012.1,1021.4,0.1,7.5,26.2,18.4,20.4,17.6,17.4,57.6,57.6,8.0,6.2,256.0,5.6,7.0,46.9,6.0,24.2,292646.0
03-03T21:00:00,57.2,54.0,62.1,48.2,39.9,55.0,1017.2,1012.5,1021.7,0.1,7.8,27.8,18.4,19.9,14.9,19.1,57.2,57.2,6.6,13.8,254.0,3.3,7.0,30.6,6.0,20.1,281355.0
03-03T22:00:00,57.0,53.1,61.0,47.9,39.0,55.0,1017.3,1012.5,1021.9,0.1,8.1,27.7,16.4,14.9,18.9,22.1,57.0,56.9,5.9,18.0,245.0,1.8,7.0,21.1,6.0,16.7,261597.0
03-03T23:00:00,56.7,53.1,61.0,47.6,37.9,55.0,1017.3,1012.6,1021.9,0.1,8.4,30.5,17.1,17.1,16.6,18.6,56.7,56.6,5.8,14.0,254.0,1.2,7.0,18.1,3.0,15.5,223105.0
03-04T00:00:00,56.0,52.0,60.1,47.2,37.0,55.0,1017.2,1012.2,1021.8,0.1,9.0,26.9,19.8,17.0,13.5,22.8,56.0,55.9,5.5,20.0,305.0,0.5,3.0,18.4,7.0,14.6,250981.0
03-04T01:00:00,55.3,51.1,60.1,46.6,35.1,54.0,1017.2,1012.1,1021.8,0.0,9.8,28.8,16.2,16.4,14.6,24.0,55.3,55.0,5.5,17.3,47.0,0.8,3.0,24.0,2.0,13.7,226065.0
03-04T02:00:00,54.4,50.0,59.0,46.1,34.0,54.0,1017.0,1012.2,1021.5,0.0,10.6,29.1,17.5,15.3,14.0,24.1,54.4,54.1,5.0,22.2,50.0,1.1,3.0,22.8,2.0,18.0,222685.0
03-04T03:00:00,53.7,48.9,57.9,45.6,33.1,54.0,1016.6,1011.7,1021.2,0.0,11.3,29.0,16.1,15.4,14.6,24.9,53.7,53.3,4.7,25.6,48.0,1.2,3.0,25.5,2.0,16.4,222663.0
03-04T04:00:00,53.2,48.0,57.9,45.2,30.9,54.0,1016.5,1011.4,1021.0,0.0,11.8,25.2,14.1,14.8,20.3,25.6,53.2,52.6,4.8,23.5,57.0,1.6,3.0,31.3,2.0,17.4,231601.0
03-04T05:00:00,52.8,48.0,57.0,44.7,32.0,53.1,1016.7,1011.8,1021.5,0.0,12.2,25.3,18.6,16.8,16.8,22.7,52.8,52.2,4.8,24.0,57.0,1.8,3.0,28.5,2.0,19.6,252322.0
03-04T06:00:00,52.7,48.0,57.9,44.3,32.0,53.1,1017.0,1011.8,1021.8,0.0,12.3,16.4,21.8,22.1,19.2,20.5,52.7,52.1,4.8,22.2,63.0,2.1,3.0,31.5,2.0,19.1,279022.0
03-04T07:00:00,53.4,48.9,59.0,44.4,30.9,53.1,1017.4,1012.4,1022.1,0.0,11.6,12.8,17.3,25.8,23.4,20.7,53.4,52.9,5.3,17.6,74.0,2.3,3.0,34.8,2.0,16.7,288996.0
03-04T08:00:00,56.1,51.1,62.1,45.0,32.0,54.0,1017.9,1012.8,1022.6,0.1,9.0,14.1,18.1,20.8,24.8,22.1,56.1,55.9,5.6,15.8,76.0,2.4,3.0,35.8,2.0,17.8,284389.0
03-04T09:00:00,58.9,54.0,66.9,45.2,32.0,54.0,1018.2,1013.2,1022.9,0.6,6.6,14.6,19.1,20.5,25.5,20.2,58.9,58.9,6.0,14.2,93.0,1.6,3.0,32.0,2.0,12.8,279493.0
03-04T10:00:00,61.4,55.0,71.1,44.7,30.9,54.0,1018.3,1013.4,1023.0,1.3,4.8,12.4,16.4,18.0,32.3,21.0,61.4,61.3,6.3,18.0,185.0,0.8,3.0,23.9,7.0,19.0,277057.0
03-04T11:00:00,63.1,55.9,73.0,45.0,30.9,55.0,1018.1,1013.5,1022.7,1.8,3.7,13.7,17.9,22.4,29.0,16.9,63.1,63.0,7.2,10.9,236.0,3.5,7.0,31.4,6.0,21.0,275098.0
03-04T12:00:00,63.5,57.0,72.0,45.8,32.0,55.9,1017.7,1013.0,1022.1,1.9,3.4,16.2,17.2,27.3,21.5,17.8,63.5,63.5,9.7,3.3,245.0,7.6,7.0,48.9,6.0,29.1,274856.0
03-04T13:00:00,63.5,57.0,72.0,46.5,35.1,55.0,1017.0,1012.2,1021.2,1.7,3.3,16.6,16.6,27.2,22.7,16.9,63.5,63.5,11.3,0.9,249.0,9.4,7.0,55.7,6.0,29.3,274422.0
03-04T14:00:00,63.0,57.0,71.1,46.8,36.0,55.9,1016.5,1011.8,1020.7,1.4,3.4,15.8,17.2,25.6,25.1,16.4,63.0,63.0,12.5,0.4,252.0,10.9,7.0,64.0,6.0,25.6,275223.0
03-04T15:00:00,62.3,57.0,70.0,47.4,37.0,55.0,1016.3,1011.4,1020.5,1.1,3.8,14.7,15.9,30.1,23.9,15.4,62.3,62.3,13.0,0.7,255.0,11.5,7.0,68.5,6.0,22.6,281935.0
03-04T16:00:00,61.4,55.9,68.0,47.6,37.9,55.0,1016.0,1011.2,1020.3,0.8,4.5,13.4,14.1,25.7,29.5,17.3,61.4,61.3,12.8,0.2,256.0,11.4,7.0,66.6,6.0,24.9,290297.0
03-04T17:00:00,60.0,55.9,66.0,47.9,39.0,55.0,1016.0,1011.2,1020.3,0.5,5.5,12.9,20.7,24.2,25.3,16.9,60.0,60.0,12.2,0.4,257.0,10.7,7.0,69.9,6.0,20.8,307431.0
03-04T18:00:00,58.5,55.0,64.0,48.2,39.9,55.0,1016.2,1011.4,1020.7,0.2,6.7,12.0,20.4,25.3,25.5,16.8,58.5,58.5,10.7,1.6,257.0,9.1,7.0,64.4,6.0,22.9,330364.0
03-04T19:00:00,58.0,54.0,63.0,48.5,39.9,55.0,1016.5,1011.7,1021.1,0.2,7.2,16.6,20.5,22.8,22.3,17.9,58.0,58.0,9.0,3.8,257.0,7.5,7.0,58.6,6.0,22.6,328685.0
03-04T20:00:00,57.8,54.0,63.0,48.6,41.0,55.9,1016.7,1011.9,1021.3,0.2,7.4,24.6,19.0,21.0,18.2,17.2,57.8,57.7,8.0,6.2,257.0,5.8,7.0,46.6,6.0,24.6,320244.0
03-04T21:00:00,57.4,54.0,62.1,48.3,39.9,55.9,1017.0,1012.4,1021.6,0.1,7.7,26.4,20.4,19.9,15.2,18.2,57.4,57.3,6.5,13.3,254.0,3.4,7.0,30.5,6.0,20.2,304368.0
03-04T22:00:00,57.1,53.1,61.0,48.0,39.0,55.0,1017.2,1012.5,1021.8,0.1,8.0,27.5,17.1,14.0,20.0,21.4,57.1,57.1,5.9,18.5,246.0,2.0,7.0,20.9,6.0,16.8,283036.0
03-04T23:00:00,56.8,53.1,61.0,47.8,37.9,55.0,1017.2,1012.6,1021.6,0.1,8.3,29.9,17.5,17.7,16.7,18.2,56.8,56.7,5.7,14.0,253.0,1.2,7.0,18.1,3.0,15.9,243621.0
03-05T00:00:00,56.1,52.0,60.1,47.4,37.0,55.0,1017.1,1012.2,1021.5,0.1,8.9,27.1,19.5,17.2,14.2,22.0,56.1,56.0,5.5,19.6,298.0,0.4,3.0,19.9,7.0,15.0,273731.0
03-05T01:00:00,55.4,51.1,60.1,46.9,36.0,55.0,1017.1,1012.2,1021.5,0.0,9.7,29.2,16.0,16.0,14.5,24.4,55.4,55.1,5.5,16.7,52.0,0.7,3.0,24.0,2.0,14.1,243352.0
03-05T02:00:00,54.5,50.0,59.0,46.4,35.1,54.0,1016.8,1012.2,1021.3,0.0,10.5,28.6,17.3,15.3,14.1,24.6,54.5,54.2,5.1,20.4,53.0,1.1,3.0,24.1,2.0,17.8,238360.0
03-05T03:00:00,53.8,48.9,57.9,45.9,34.0,54.0,1016.5,1011.8,1020.8,0.0,11.2,28.0,16.7,15.4,15.4,24.5,53.8,53.4,4.6,26.4,51.0,1.2,3.0,25.1,2.0,16.2,238839.0
03-05T04:00:00,53.3,48.0,57.9,45.5,32.0,54.0,1016.4,1011.4,1020.8,0.0,11.7,24.7,13.5,15.3,20.5,26.0,53.3,52.8,4.7,23.0,58.0,1.6,3.0,31.1,2.0,17.7,245772.0
03-05T05:00:00,52.9,48.0,57.0,45.1,32.0,54.0,1016.6,1011.8,1021.2,0.0,12.1,25.4,17.6,17.1,16.3,23.6,52.9,52.3,4.8,23.6,59.0,1.9,3.0,28.5,2.0,20.4,263771.0
03-05T06:00:00,52.8,48.0,57.9,44.7,32.0,53.6,1016.9,1011.8,1021.6,0.0,12.2,16.7,21.1,21.9,19.0,21.4,52.8,52.3,4.8,22.4,64.0,2.2,3.0,32.5,2.0,19.5,290201.0
03-05T07:00:00,53.6,48.9,59.0,44.7,32.0,54.0,1017.3,1012.3,1021.9,0.0,11.4,13.3,17.9,23.7,23.5,21.6,53.6,53.1,5.2,17.8,76.0,2.4,3.0,35.6,2.0,17.1,301720.0
03-05T08:00:00,56.3,51.1,62.1,45.3,33.1,54.0,1017.8,1012.7,1022.5,0.1,8.8,14.9,16.8,21.3,24.2,22.9,56.3,56.1,5.6,15.3,78.0,2.5,3.0,36.1,2.0,18.2,297343.0
03-05T09:00:00,59.1,54.0,66.9,45.5,33.1,55.0,1018.1,1013.1,1022.8,0.6,6.5,14.8,18.5,22.0,24.3,20.4,59.1,59.1,5.9,14.0,92.0,1.8,3.0,34.1,2.0,12.8,293129.0
03-05T10:00:00,61.6,55.0,72.0,45.0,32.0,55.0,1018.2,1013.3,1022.9,1.3,4.7,12.8,16.3,18.8,30.5,21.6,61.6,61.5,6.1,18.8,183.0,0.8,3.0,23.9,7.0,18.5,294423.0
03-05T11:00:00,63.2,55.9,73.0,45.3,30.9,55.9,1018.0,1013.4,1022.6,1.9,3.6,14.5,17.4,22.4,28.8,16.9,63.2,63.2,7.3,11.6,239.0,3.6,7.0,33.9,6.0,19.6,295701.0
03-05T12:00:00,63.7,57.0,73.0,46.0,33.1,55.9,1017.7,1013.0,1021.9,1.9,3.3,17.0,17.2,27.1,22.0,16.7,63.7,63.7,9.8,3.1,245.0,7.6,7.0,50.0,6.0,28.5,290569.0
03-05T13:00:00,63.6,57.9,72.0,46.8,36.0,55.9,1016.9,1012.2,1021.2,1.8,3.2,16.8,18.2,26.3,21.8,16.8,63.6,63.6,11.3,0.4,249.0,9.5,7.0,57.1,6.0,28.6,295932.0
03-05T14:00:00,63.1,57.9,71.1,47.1,36.0,55.9,1016.4,1011.6,1020.7,1.4,3.3,16.4,17.4,25.6,24.8,15.8,63.1,63.1,12.4,0.4,252.0,10.9,7.0,63.6,6.0,26.1,301011.0
03-05T15:00:00,62.4,57.0,70.0,47.6,37.9,55.9,1016.2,1011.4,1020.5,1.1,3.8,15.2,16.8,29.4,24.0,14.7,62.4,62.4,13.0,0.4,255.0,11.5,7.0,69.0,6.0,22.4,296737.0
03-05T16:00:00,61.4,57.0,68.0,47.8,39.0,55.9,1016.0,1011.1,1020.3,0.8,4.4,13.9,15.0,25.0,29.5,16.6,61.4,61.4,12.8,0.2,255.0,11.4,7.0,65.3,6.0,26.1,303196.0
03-05T17:00:00,60.0,55.9,66.0,48.2,39.9,55.0,1015.9,1011.1,1020.3,0.5,5.4,13.9,20.5,24.0,25.3,16.4,60.0,60.0,12.1,0.4,256.0,10.7,7.0,68.4,6.0,22.6,322158.0
03-05T18:00:00,58.6,55.0,64.0,48.5,41.0,55.0,1016.1,1011.3,1020.7,0.2,6.6,12.5,21.1,24.2,24.9,17.3,58.6,58.6,10.6,1.6,256.0,9.1,7.0,64.1,6.0,24.0,336795.0
03-05T19:00:00,58.1,54.0,63.0,48.7,41.0,55.0,1016.4,1011.6,1021.1,0.2,7.1,17.2,20.8,21.9,22.6,17.5,58.1,58.0,9.0,3.8,257.0,7.5,7.0,58.3,6.0,23.1,332868.0
03-05T20:00:00,57.9,54.0,63.0,48.7,41.0,55.9,1016.7,1011.7,1021.3,0.2,7.3,24.7,20.1,20.6,17.8,16.8,57.9,57.8,7.9,7.1,257.0,5.8,7.0,47.9,6.0,22.8,324359.0
03-05T21:00:00,57.4,54.0,62.1,48.6,39.9,55.9,1017.0,1012.3,1021.7,0.1,7.6,25.7,21.2,21.2,15.5,16.5,57.4,57.4,6.4,13.1,253.0,3.4,7.0,30.4,6.0,21.0,307587.0
03-05T22:00:00,57.2,53.1,61.0,48.3,39.9,55.9,1017.2,1012.5,1021.8,0.1,7.9,26.9,17.8,14.2,20.3,20.8,57.2,57.1,5.8,19.4,248.0,2.1,7.0,20.7,6.0,17.4,284898.0
03-05T23:00:00,56.9,53.1,61.0,48.1,39.0,55.9,1017.2,1012.6,1021.7,0.1,8.2,29.4,18.5,17.8,16.5,17.8,56.9,56.8,5.7,13.6,250.0,1.2,7.0,17.9,3.0,16.1,243529.0
03-06T00:00:00,56.3,52.0,60.1,47.7,37.0,55.0,1017.1,1012.2,1021.6,0.1,8.8,26.8,20.2,16.6,13.0,23.5,56.3,56.1,5.4,19.2,296.0,0.4,3.0,19.8,7.0,14.7,273041.0
03-06T01:00:00,55.5,51.1,60.1,47.1,37.0,55.0,1017.1,1012.2,1021.5,0.1,9.6,28.8,17.6,14.8,14.5,24.2,55.5,55.2,5.4,16.2,58.0,0.8,3.0,24.2,2.0,13.5,242250.0
03-06T02:00:00,54.6,50.0,59.0,46.6,36.0,55.0,1016.8,1012.2,1021.3,0.0,10.4,28.8,17.9,14.6,14.1,24.5,54.6,54.3,5.1,20.0,58.0,1.2,3.0,24.2,2.0,18.1,237173.0
03-06T03:00:00,53.9,48.9,57.9,46.1,34.0,54.0,1016.5,1011.7,1020.9,0.0,11.1,28.2,17.3,14.8,15.0,24.7,53.9,53.6,4.7,24.7,53.0,1.2,3.0,25.1,2.0,17.3,234718.0
03-06T04:00:00,53.4,48.0,57.9,45.8,34.0,54.0,1016.4,1011.7,1021.0,0.0,11.6,24.9,14.1,14.6,19.5,26.8,53.4,53.0,4.7,22.6,61.0,1.6,3.0,31.8,2.0,17.5,242191.0
03-06T05:00:00,53.1,48.0,57.9,45.3,33.1,54.0,1016.6,1011.8,1021.4,0.0,11.9,25.5,17.7,16.1,16.1,24.5,53.1,52.5,4.7,24.0,63.0,1.9,3.0,29.6,2.0,19.5,260038.0
03-06T06:00:00,52.9,48.0,57.9,44.9,32.0,54.0,1016.9,1012.0,1021.7,0.0,12.1,17.0,20.7,20.9,19.4,22.0,52.9,52.5,4.7,22.7,65.0,2.1,3.0,32.1,2.0,20.8,287521.0
03-06T07:00:00,53.8,48.9,59.0,45.0,33.1,54.0,1017.3,1012.5,1022.1,0.0,11.2,13.6,17.9,22.7,23.3,22.5,53.8,53.3,5.1,18.2,75.0,2.3,3.0,35.1,2.0,16.9,300813.0
03-06T08:00:00,56.4,52.0,62.1,45.6,33.1,55.0,1017.8,1012.8,1022.6,0.1,8.7,15.2,16.2,21.8,23.1,23.7,56.4,56.3,5.5,15.8,79.0,2.3,3.0,36.5,2.0,17.9,301583.0
03-06T09:00:00,59.3,54.0,66.9,45.7,33.1,55.0,1018.1,1013.2,1022.9,0.6,6.3,15.1,18.8,21.7,24.1,20.4,59.3,59.3,5.8,14.4,94.0,1.6,3.0,31.6,2.0,12.8,300227.0
03-06T10:00:00,61.8,55.9,71.1,45.2,30.9,55.0,1018.2,1013.4,1022.9,1.3,4.5,13.3,16.9,18.3,30.2,21.3,61.8,61.6,6.1,19.1,191.0,0.9,3.0,22.6,7.0,19.9,300175.0
03-06T11:00:00,63.3,57.0,73.0,45.5,30.9,55.9,1018.1,1013.5,1022.6,1.9,3.5,14.9,18.3,23.0,27.7,16.0,63.3,63.3,7.3,11.3,240.0,3.8,7.0,35.4,6.0,19.9,298178.0
03-06T12:00:00,63.8,57.6,72.0,46.2,33.1,55.9,1017.7,1013.2,1022.1,1.9,3.2,17.6,17.6,27.0,21.8,16.0,63.8,63.8,9.8,2.9,246.0,7.8,7.0,50.6,6.0,29.1,294582.0
03-06T13:00:00,63.7,57.9,72.0,47.0,36.0,55.9,1017.0,1012.3,1021.3,1.8,3.1,17.0,18.5,26.6,21.9,15.9,63.7,63.6,11.4,0.4,250.0,9.7,7.0,58.1,6.0,28.7,291082.0
03-06T14:00:00,63.2,57.9,71.1,47.3,37.4,55.9,1016.5,1012.1,1020.8,1.4,3.3,16.8,18.6,25.7,24.3,14.7,63.2,63.2,12.5,0.2,252.0,11.0,7.0,65.0,6.0,25.7,287427.0
03-06T15:00:00,62.5,57.0,70.0,47.7,37.9,55.9,1016.2,1011.8,1020.5,1.1,3.7,15.4,18.2,28.7,23.6,14.1,62.5,62.5,13.1,0.4,255.0,11.6,7.0,69.4,6.0,23.1,291741.0
03-06T16:00:00,61.5,57.0,68.0,48.0,39.0,55.9,1016.0,1011.5,1020.4,0.8,4.3,14.4,16.2,24.1,29.6,15.7,61.5,61.5,12.9,0.2,255.0,11.5,7.0,66.2,6.0,26.1,301451.0
03-06T17:00:00,60.1,55.9,66.0,48.3,39.9,55.0,1016.0,1011.4,1020.4,0.5,5.4,14.7,20.3,23.3,25.8,15.9,60.1,60.1,12.1,0.4,256.0,10.7,7.0,68.0,6.0,23.5,319614.0
03-06T18:00:00,58.7,55.0,64.0,48.7,41.0,55.0,1016.2,1011.5,1020.7,0.2,6.6,13.2,21.4,22.6,25.7,17.0,58.7,58.7,10.6,1.6,256.0,9.3,7.0,64.7,6.0,24.1,336870.0
03-06T19:00:00,58.1,54.0,63.0,48.9,42.1,55.9,1016.5,1011.7,1021.1,0.2,7.1,17.7,20.8,20.5,23.6,17.4,58.1,58.1,8.9,3.6,256.0,7.5,7.0,57.9,6.0,23.7,335229.0
