date,Megawatts
2020-10-17 00:00:00,317400.0
2020-10-17 01:00:00,275977.0
2020-10-17 02:00:00,265247.0
2020-10-17 03:00:00,257668.0
2020-10-17 04:00:00,255419.0
2020-10-17 05:00:00,258125.0
2020-10-17 06:00:00,265313.0
2020-10-17 07:00:00,267738.0
2020-10-17 08:00:00,270769.0
2020-10-17 09:00:00,273694.0
2020-10-17 10:00:00,279410.0
2020-10-17 11:00:00,290109.0
2020-10-17 12:00:00,306632.0
2020-10-17 13:00:00,327771.0
2020-10-17 14:00:00,352588.0
2020-10-17 15:00:00,376486.0
2020-10-17 16:00:00,392737.0
2020-10-17 17:00:00,398901.0
2020-10-17 18:00:00,392479.0
2020-10-17 19:00:00,378625.0
2020-10-17 20:00:00,357651.0
2020-10-17 21:00:00,339841.0
2020-10-17 22:00:00,317419.0
2020-10-17 23:00:00,272015.0
