date,Megawatts
2018-05-26 00:00:00,283626.0
2018-05-26 01:00:00,250009.0
2018-05-26 02:00:00,242977.0
2018-05-26 03:00:00,238649.0
2018-05-26 04:00:00,238625.0
2018-05-26 05:00:00,242328.0
2018-05-26 06:00:00,244647.0
2018-05-26 07:00:00,249383.0
2018-05-26 08:00:00,255915.0
2018-05-26 09:00:00,257968.0
2018-05-26 10:00:00,258352.0
2018-05-26 11:00:00,254415.0
2018-05-26 12:00:00,250833.0
2018-05-26 13:00:00,247965.0
2018-05-26 14:00:00,246776.0
2018-05-26 15:00:00,249176.0
2018-05-26 16:00:00,255370.0
2018-05-26 17:00:00,265863.0
2018-05-26 18:00:00,278446.0
2018-05-26 19:00:00,289636.0
2018-05-26 20:00:00,302435.0
2018-05-26 21:00:00,298396.0
2018-05-26 22:00:00,283707.0
2018-05-26 23:00:00,244146.0
