date,Megawatts
2019-11-10 00:00:00,265205.0
2019-11-10 01:00:00,235008.0
2019-11-10 02:00:00,229083.0
2019-11-10 03:00:00,225844.0
2019-11-10 04:00:00,226063.0
2019-11-10 05:00:00,230538.0
2019-11-10 06:00:00,234891.0
2019-11-10 07:00:00,236707.0
2019-11-10 08:00:00,236579.0
2019-11-10 09:00:00,232867.0
2019-11-10 10:00:00,230210.0
2019-11-10 11:00:00,230712.0
2019-11-10 12:00:00,236018.0
2019-11-10 13:00:00,244969.0
2019-11-10 14:00:00,256446.0
2019-11-10 15:00:00,269908.0
2019-11-10 16:00:00,287352.0
2019-11-10 17:00:00,310359.0
2019-11-10 18:00:00,309556.0
2019-11-10 19:00:00,302296.0
2019-11-10 20:00:00,293565.0
2019-11-10 21:00:00,281337.0
2019-11-10 22:00:00,265292.0
2019-11-10 23:00:00,249121.0
