date,Megawatts
2019-05-18 00:00:00,270945.0
2019-05-18 01:00:00,239053.0
2019-05-18 02:00:00,231758.0
2019-05-18 03:00:00,228490.0
2019-05-18 04:00:00,229708.0
2019-05-18 05:00:00,234611.0
2019-05-18 06:00:00,235860.0
2019-05-18 07:00:00,236418.0
2019-05-18 08:00:00,240798.0
2019-05-18 09:00:00,243503.0
2019-05-18 10:00:00,247397.0
2019-05-18 11:00:00,249137.0
2019-05-18 12:00:00,252623.0
2019-05-18 13:00:00,255932.0
2019-05-18 14:00:00,258493.0
2019-05-18 15:00:00,262723.0
2019-05-18 16:00:00,268574.0
2019-05-18 17:00:00,274923.0
2019-05-18 18:00:00,279415.0
2019-05-18 19:00:00,287920.0
2019-05-18 20:00:00,295788.0
2019-05-18 21:00:00,288176.0
2019-05-18 22:00:00,271261.0
2019-05-18 23:00:00,232206.0
