date,Megawatts
2020-08-20 00:00:00,396605.0
2020-08-20 01:00:00,342738.0
2020-08-20 02:00:00,327082.0
2020-08-20 03:00:00,317647.0
2020-08-20 04:00:00,314826.0
2020-08-20 05:00:00,323907.0
2020-08-20 06:00:00,338417.0
2020-08-20 07:00:00,353294.0
2020-08-20 08:00:00,370959.0
2020-08-20 09:00:00,385436.0
2020-08-20 10:00:00,404496.0
2020-08-20 11:00:00,429591.0
2020-08-20 12:00:00,457054.0
2020-08-20 13:00:00,481374.0
2020-08-20 14:00:00,500697.0
2020-08-20 15:00:00,516127.0
2020-08-20 16:00:00,521157.0
2020-08-20 17:00:00,518956.0
2020-08-20 18:00:00,501994.0
2020-08-20 19:00:00,479394.0
2020-08-20 20:00:00,464110.0
2020-08-20 21:00:00,441551.0
2020-08-20 22:00:00,409731.0
2020-08-20 23:00:00,346731.0
