date,Megawatts
2021-12-03 00:00:00,277294.0
2021-12-03 01:00:00,246939.0
2021-12-03 02:00:00,242140.0
2021-12-03 03:00:00,239828.0
2021-12-03 04:00:00,246790.0
2021-12-03 05:00:00,261733.0
2021-12-03 06:00:00,287395.0
2021-12-03 07:00:00,300095.0
2021-12-03 08:00:00,299214.0
2021-12-03 09:00:00,291318.0
2021-12-03 10:00:00,280697.0
2021-12-03 11:00:00,274128.0
2021-12-03 12:00:00,269411.0
2021-12-03 13:00:00,274259.0
2021-12-03 14:00:00,282921.0
2021-12-03 15:00:00,295261.0
2021-12-03 16:00:00,314759.0
2021-12-03 17:00:00,335271.0
2021-12-03 18:00:00,330358.0
2021-12-03 19:00:00,323947.0
2021-12-03 20:00:00,316986.0
2021-12-03 21:00:00,306838.0
2021-12-03 22:00:00,289986.0
2021-12-03 23:00:00,271755.0
