date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2019,Megawatts_2020,Megawatts_2021
04-04T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1015.0,1011.3,1018.4,0.2,6.4,16.4,29.1,24.0,18.1,12.5,58.9,58.8,10.4,1.1,260.0,9.4,7.0,62.4,6.0,26.6,316778.0,280803.0,281470.0
04-04T20:00:00,58.6,55.0,63.0,49.4,43.0,55.0,1015.4,1011.8,1018.8,0.2,6.6,30.6,22.1,18.9,16.5,11.9,58.6,58.6,8.8,4.2,261.0,7.4,7.0,49.5,6.0,28.8,316527.0,280787.0,287236.0
04-04T21:00:00,58.3,54.0,63.0,49.2,41.0,55.0,1015.8,1012.1,1019.2,0.1,6.8,33.1,21.0,18.8,14.3,12.8,58.3,58.3,7.6,7.8,257.0,5.5,7.0,39.5,6.0,27.9,303190.0,270363.0,279246.0
04-04T22:00:00,58.0,54.0,62.1,49.0,39.9,55.0,1015.9,1012.2,1019.3,0.1,7.1,34.7,18.6,14.5,18.2,14.0,58.0,58.0,6.7,10.0,256.0,3.9,7.0,31.9,6.0,21.4,281106.0,256017.0,264769.0
04-04T23:00:00,57.6,54.0,62.1,49.0,39.9,55.0,1015.9,1012.2,1019.3,0.1,7.5,36.0,19.0,15.8,14.8,14.5,57.6,57.5,6.1,11.3,253.0,2.4,7.0,22.8,6.0,19.0,238632.0,241407.0,228453.0
04-05T00:00:00,57.0,53.1,61.0,48.8,39.9,55.0,1015.9,1012.4,1019.4,0.1,8.1,33.9,20.9,14.5,15.0,15.7,57.0,56.9,5.5,15.3,269.0,1.0,7.0,19.7,3.0,19.2,266003.0,248613.0,258028.0
04-05T01:00:00,56.5,53.1,60.1,48.6,39.0,55.0,1015.8,1012.0,1019.2,0.0,8.5,33.3,21.1,13.2,15.4,17.1,56.5,56.4,4.9,19.8,33.0,0.3,3.0,21.5,7.0,13.0,233538.0,218740.0,230849.0
04-05T02:00:00,55.9,52.0,60.1,48.4,39.9,55.0,1015.5,1012.0,1018.8,0.0,9.1,31.2,20.9,12.6,14.4,20.9,55.9,55.8,4.5,25.1,44.0,0.6,3.0,21.9,7.0,12.4,228409.0,212373.0,226975.0
04-05T03:00:00,55.3,51.1,59.0,48.1,39.0,54.0,1015.3,1011.7,1018.8,0.0,9.7,32.9,19.0,12.4,13.4,22.3,55.3,55.2,4.5,24.0,56.0,1.1,3.0,25.5,2.0,12.8,228013.0,208817.0,226175.0
04-05T04:00:00,54.9,50.0,59.0,47.8,39.0,54.0,1015.2,1011.7,1018.7,0.0,10.1,28.7,16.4,12.9,16.8,25.2,54.9,54.6,4.5,22.0,55.0,1.2,3.0,26.7,2.0,17.5,233475.0,208101.0,232388.0
04-05T05:00:00,54.6,50.0,59.0,47.4,37.9,54.0,1015.4,1011.9,1019.0,0.0,10.4,23.5,21.4,17.6,15.6,21.9,54.6,54.4,4.5,21.1,61.0,1.4,3.0,27.4,2.0,17.3,249728.0,210894.0,247161.0
04-05T06:00:00,54.8,50.0,59.0,47.3,37.0,54.0,1015.8,1012.3,1019.3,0.0,10.2,12.3,19.9,24.3,20.9,22.5,54.8,54.5,4.7,18.2,70.0,1.5,3.0,33.0,2.0,12.8,275619.0,215721.0,268258.0
04-05T07:00:00,56.8,53.1,61.0,48.0,37.9,55.0,1016.3,1012.9,1019.7,0.1,8.2,12.8,17.1,23.5,22.0,24.6,56.8,56.7,5.2,16.0,76.0,1.7,3.0,34.3,2.0,13.9,287596.0,217935.0,279194.0
04-05T08:00:00,59.5,55.0,64.9,48.0,37.9,55.0,1016.6,1013.2,1019.9,0.3,5.8,13.5,17.6,22.9,22.4,23.7,59.5,59.5,5.6,14.4,100.0,1.1,3.0,29.3,4.0,14.0,287429.0,223395.0,281141.0
04-05T09:00:00,62.1,55.9,69.1,47.6,37.0,55.0,1016.8,1013.4,1020.3,1.1,4.0,14.0,17.1,23.2,23.0,22.7,62.1,62.0,5.8,16.0,228.0,1.2,7.0,19.9,3.0,15.5,288145.0,227423.0,272341.0
04-05T10:00:00,63.7,57.9,72.0,47.8,36.0,55.9,1017.0,1013.6,1020.4,1.7,3.0,14.2,18.3,20.5,28.0,19.0,63.7,63.7,7.8,7.0,247.0,4.8,7.0,40.8,6.0,23.2,291278.0,233040.0,261723.0
04-05T11:00:00,64.3,59.0,71.1,48.8,39.9,55.9,1016.8,1013.4,1020.3,1.8,2.4,17.2,18.7,27.0,21.2,15.9,64.3,64.3,10.2,1.1,250.0,8.7,7.0,56.6,6.0,29.9,291121.0,233355.0,252686.0
04-05T12:00:00,64.5,59.0,70.0,49.3,41.0,55.9,1016.5,1013.0,1020.0,1.7,2.2,18.3,20.3,27.8,21.1,12.5,64.5,64.5,12.0,0.9,250.0,11.0,7.0,57.3,6.0,35.4,283874.0,233848.0,245739.0
04-05T13:00:00,64.5,60.1,70.0,49.4,42.1,55.9,1016.0,1012.4,1019.5,1.5,2.0,16.8,22.5,27.7,22.2,10.9,64.5,64.5,13.4,0.4,252.0,12.2,7.0,60.3,6.0,33.9,279725.0,232657.0,242288.0
04-05T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.6,1012.0,1018.9,1.3,2.2,17.3,23.6,28.1,22.1,8.9,64.2,64.2,14.2,0.2,253.0,13.1,7.0,61.8,6.0,32.4,275126.0,233831.0,245455.0
04-05T15:00:00,63.5,59.0,69.1,49.5,42.1,55.9,1015.1,1011.4,1018.4,1.1,2.5,16.7,23.9,27.8,22.9,8.7,63.5,63.5,14.5,0.2,255.0,13.7,7.0,70.2,6.0,25.9,270375.0,237669.0,250777.0
04-05T16:00:00,62.6,57.9,68.0,49.6,41.0,55.9,1014.9,1011.1,1018.1,0.8,3.2,17.6,22.7,26.1,20.1,13.5,62.6,62.6,14.6,0.0,255.0,13.7,7.0,70.2,6.0,25.2,273926.0,244510.0,263185.0
04-05T17:00:00,61.4,57.0,66.0,49.5,42.1,55.0,1014.8,1011.0,1018.0,0.5,4.1,18.3,27.9,24.0,17.8,12.0,61.4,61.4,13.6,0.4,256.0,12.8,7.0,70.6,6.0,25.5,279744.0,254641.0,279558.0
04-05T18:00:00,59.8,55.9,64.0,49.7,43.0,55.0,1014.8,1011.2,1018.0,0.3,5.5,17.6,26.6,22.6,18.9,14.4,59.8,59.8,12.1,0.2,257.0,11.3,7.0,69.2,6.0,25.5,289795.0,266866.0,299020.0
04-05T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1015.0,1011.3,1018.2,0.2,6.3,15.9,30.1,23.0,17.8,13.2,58.9,58.9,10.3,0.7,260.0,9.3,7.0,63.0,6.0,26.4,306386.0,280382.0,315752.0
04-05T20:00:00,58.6,55.0,63.0,49.5,43.0,55.9,1015.4,1011.8,1018.7,0.1,6.6,30.6,22.8,18.2,15.8,12.6,58.6,58.6,8.8,4.2,260.0,7.4,7.0,48.9,6.0,29.8,308348.0,280269.0,317680.0
04-05T21:00:00,58.3,54.0,62.1,49.3,42.1,55.0,1015.8,1012.2,1019.2,0.1,6.8,33.5,21.2,18.1,13.7,13.5,58.3,58.3,7.6,7.3,257.0,5.5,7.0,39.6,6.0,28.1,297475.0,269461.0,305304.0
04-05T22:00:00,58.0,54.0,62.1,49.1,39.9,55.0,1015.9,1012.2,1019.3,0.1,7.1,34.4,18.8,14.0,17.9,14.9,58.0,58.0,6.8,9.8,256.0,3.8,7.0,31.2,6.0,21.4,279320.0,254307.0,285537.0
04-05T23:00:00,57.6,54.0,62.1,49.1,39.9,55.0,1015.9,1012.3,1019.3,0.1,7.5,36.0,18.2,15.5,14.5,15.8,57.6,57.6,6.1,11.8,253.0,2.3,7.0,22.3,6.0,19.2,239447.0,237995.0,246161.0
04-06T00:00:00,57.0,53.1,61.0,48.9,41.0,55.0,1015.9,1012.4,1019.3,0.1,8.0,33.8,20.6,13.8,15.8,16.0,57.0,56.9,5.5,15.1,273.0,0.9,7.0,19.3,3.0,19.3,268058.0,245637.0,277894.0
04-06T01:00:00,56.6,53.1,60.1,48.6,39.9,55.0,1015.8,1012.2,1019.1,0.1,8.4,33.4,20.0,13.2,16.7,16.7,56.6,56.5,4.9,19.8,30.0,0.3,3.0,20.7,7.0,12.5,236312.0,217977.0,246952.0
04-06T02:00:00,56.0,52.0,60.1,48.5,39.9,55.0,1015.5,1012.0,1018.8,0.0,9.1,31.7,18.9,13.6,14.9,20.9,56.0,55.9,4.5,26.0,40.0,0.7,3.0,21.7,7.0,12.7,228837.0,215310.0,241718.0
04-06T03:00:00,55.4,51.1,59.0,48.2,39.9,54.0,1015.3,1011.9,1018.6,0.0,9.6,33.0,18.5,12.2,13.7,22.6,55.4,55.3,4.5,24.4,53.0,1.2,3.0,26.5,2.0,12.9,225352.0,215425.0,239877.0
04-06T04:00:00,55.0,51.1,59.0,47.9,39.0,54.0,1015.2,1011.8,1018.6,0.0,10.0,29.3,14.7,12.8,17.7,25.6,55.0,54.7,4.5,21.3,55.0,1.2,3.0,27.0,2.0,17.7,226408.0,219287.0,243453.0
04-06T05:00:00,54.7,50.0,59.0,47.5,37.9,54.0,1015.4,1012.0,1018.8,0.0,10.3,24.1,20.3,17.2,16.9,21.5,54.7,54.5,4.6,19.3,61.0,1.4,3.0,28.2,2.0,18.0,232522.0,232104.0,256875.0
04-06T06:00:00,55.0,50.0,59.0,47.4,37.0,54.0,1015.9,1012.5,1019.3,0.0,10.1,12.6,20.2,23.6,21.7,22.0,55.0,54.7,4.8,17.8,72.0,1.5,3.0,33.7,2.0,11.4,243750.0,251263.0,277362.0
04-06T07:00:00,57.0,53.1,61.0,48.0,37.9,55.0,1016.3,1012.9,1019.7,0.1,8.1,13.5,18.4,22.4,21.4,24.2,57.0,56.9,5.2,15.6,78.0,1.8,3.0,34.7,2.0,13.4,246100.0,263056.0,288887.0
04-06T08:00:00,59.7,55.0,64.9,48.1,37.9,55.0,1016.6,1013.3,1019.9,0.4,5.7,14.5,18.6,22.2,21.7,23.0,59.7,59.6,5.6,14.7,104.0,1.1,3.0,29.7,4.0,14.0,247235.0,271296.0,288979.0
04-06T09:00:00,62.2,57.0,70.0,47.6,36.0,55.0,1016.8,1013.5,1020.3,1.1,3.9,15.2,17.5,22.1,22.9,22.4,62.2,62.2,5.9,16.2,229.0,1.3,7.0,19.8,4.0,16.3,245567.0,270826.0,275096.0
04-06T10:00:00,63.8,57.9,72.0,47.8,36.0,55.9,1017.0,1013.6,1020.4,1.8,2.9,14.5,19.3,19.5,28.1,18.6,63.8,63.8,7.8,7.3,246.0,4.9,7.0,40.2,6.0,24.3,238213.0,265597.0,260046.0
04-06T11:00:00,64.5,59.0,71.1,48.9,39.9,55.9,1016.8,1013.4,1020.3,1.8,2.4,18.5,19.7,25.6,21.3,14.9,64.5,64.5,10.3,1.6,250.0,8.8,7.0,55.8,6.0,31.2,231585.0,265473.0,249644.0
04-06T12:00:00,64.7,59.0,70.0,49.2,41.0,55.9,1016.5,1013.1,1020.0,1.8,2.1,18.8,21.6,25.6,22.3,11.8,64.7,64.7,12.1,0.7,250.0,11.1,7.0,56.2,6.0,36.9,226165.0,266566.0,243598.0
04-06T13:00:00,64.6,60.1,70.0,49.4,42.1,55.9,1016.1,1012.5,1019.5,1.6,2.0,18.3,22.3,26.2,22.0,11.1,64.6,64.6,13.5,0.4,251.0,12.3,7.0,59.8,6.0,34.4,220819.0,263999.0,241691.0
04-06T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.6,1012.1,1018.9,1.4,2.1,18.5,25.2,25.2,21.9,9.1,64.2,64.2,14.2,0.2,253.0,13.1,7.0,62.1,6.0,32.1,219672.0,259193.0,246023.0
04-06T15:00:00,63.6,59.0,69.1,49.6,42.1,55.9,1015.1,1011.5,1018.5,1.1,2.5,18.4,23.3,26.5,22.6,9.2,63.6,63.6,14.5,0.2,255.0,13.7,7.0,70.2,6.0,25.9,227297.0,258989.0,252891.0
04-06T16:00:00,62.7,57.9,68.0,49.6,42.1,55.9,1014.9,1011.2,1018.1,0.8,3.2,18.5,23.1,25.6,19.9,12.8,62.7,62.7,14.6,0.0,255.0,13.7,7.0,69.8,6.0,25.5,238665.0,264449.0,266823.0
04-06T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.8,1011.0,1018.0,0.6,4.1,19.4,27.5,23.8,18.1,11.3,61.4,61.4,13.7,0.4,256.0,12.8,7.0,69.8,6.0,26.0,255830.0,273786.0,284698.0
04-06T18:00:00,59.8,55.9,64.0,49.6,43.0,55.9,1014.8,1011.2,1018.0,0.3,5.5,18.2,27.2,22.4,18.5,13.7,59.8,59.8,12.2,0.2,257.0,11.4,7.0,68.8,6.0,25.8,272861.0,288102.0,302390.0
04-06T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1014.9,1011.3,1018.2,0.2,6.3,16.2,31.0,22.4,17.7,12.8,58.9,58.9,10.5,0.4,260.0,9.5,7.0,63.8,6.0,25.9,292498.0,301561.0,316880.0
04-06T20:00:00,58.6,55.0,63.0,49.4,42.1,55.9,1015.4,1011.8,1018.7,0.2,6.6,31.6,22.9,17.3,16.1,12.2,58.6,58.6,8.9,4.0,260.0,7.5,7.0,50.5,6.0,29.3,297006.0,300735.0,318549.0
04-06T21:00:00,58.3,54.0,62.1,49.2,41.0,55.0,1015.8,1012.1,1019.0,0.1,6.9,34.5,21.6,18.0,13.4,12.5,58.3,58.3,7.7,6.9,257.0,5.6,7.0,40.4,6.0,27.8,287478.0,288874.0,307567.0
04-06T22:00:00,58.0,54.0,62.1,49.0,39.9,55.0,1015.8,1012.2,1019.2,0.1,7.1,35.2,19.2,14.4,16.9,14.2,58.0,58.0,6.8,10.3,257.0,3.8,7.0,30.9,6.0,21.8,271648.0,271488.0,287981.0
04-06T23:00:00,57.6,54.0,62.1,49.0,41.0,55.0,1015.9,1012.1,1019.3,0.1,7.5,36.1,19.4,15.2,14.9,14.4,57.6,57.6,6.1,11.3,252.0,2.4,7.0,22.8,6.0,19.5,233484.0,252782.0,246922.0
04-07T00:00:00,57.1,53.1,61.0,48.7,39.9,55.0,1015.9,1012.3,1019.2,0.1,8.0,34.3,21.1,14.2,15.7,14.7,57.1,57.0,5.5,15.8,271.0,0.9,3.0,19.5,7.0,18.9,260627.0,261301.0,278739.0
04-07T01:00:00,56.7,53.1,61.0,48.5,39.0,55.0,1015.7,1012.0,1019.0,0.1,8.4,33.9,21.7,12.5,16.5,15.5,56.7,56.6,5.0,18.9,28.0,0.4,3.0,21.0,7.0,12.0,230256.0,231119.0,248408.0
04-07T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.4,1012.0,1018.8,0.0,9.0,33.2,19.6,13.3,14.3,19.6,56.0,55.9,4.4,26.9,34.0,0.7,3.0,21.8,7.0,12.7,223251.0,225388.0,242837.0
04-07T03:00:00,55.4,51.1,59.0,48.2,39.0,55.0,1015.2,1011.7,1018.6,0.0,9.6,32.9,20.5,11.6,12.9,22.0,55.4,55.2,4.5,24.9,55.0,1.2,3.0,27.4,2.0,12.6,219391.0,223523.0,240704.0
04-07T04:00:00,55.0,50.0,59.0,47.8,39.0,55.0,1015.2,1011.6,1018.6,0.0,10.0,30.4,15.3,13.0,16.7,24.6,55.0,54.8,4.6,20.5,58.0,1.3,3.0,28.7,2.0,17.2,220144.0,229069.0,245550.0
04-07T05:00:00,54.7,50.0,59.0,47.5,37.9,54.0,1015.3,1011.8,1018.8,0.0,10.3,25.1,20.7,16.9,16.6,20.7,54.7,54.5,4.6,19.6,61.0,1.5,3.0,28.0,2.0,18.8,223681.0,242172.0,259086.0
04-07T06:00:00,55.0,50.0,59.0,47.4,37.0,54.0,1015.8,1012.2,1019.2,0.0,10.0,13.1,20.6,23.5,22.2,20.6,55.0,54.7,4.9,16.4,72.0,1.6,3.0,34.5,2.0,11.4,230522.0,260211.0,279377.0
04-07T07:00:00,57.1,53.1,61.0,48.1,37.9,55.0,1016.3,1012.7,1019.6,0.1,8.0,14.3,18.9,22.3,21.5,23.0,57.1,57.0,5.2,15.8,77.0,1.8,3.0,34.9,2.0,13.4,230439.0,267339.0,288782.0
04-07T08:00:00,59.8,55.0,66.0,48.1,37.9,55.0,1016.5,1012.7,1019.9,0.4,5.6,15.6,18.9,22.5,19.7,23.3,59.8,59.7,5.7,13.8,106.0,1.1,3.0,30.1,4.0,14.5,229829.0,265160.0,285965.0
04-07T09:00:00,62.3,57.0,70.0,47.6,37.0,55.0,1016.7,1013.1,1020.1,1.1,3.9,16.5,16.8,22.7,22.2,21.9,62.3,62.2,6.0,16.0,227.0,1.3,7.0,20.1,4.0,17.0,224727.0,252926.0,274440.0
04-07T10:00:00,63.9,57.9,72.0,47.8,36.0,55.9,1016.9,1013.4,1020.3,1.8,2.9,15.5,19.3,19.5,26.8,18.9,63.9,63.8,7.9,7.5,246.0,4.8,7.0,38.8,6.0,24.9,221928.0,241417.0,263710.0
04-07T11:00:00,64.5,59.0,71.1,48.9,39.9,55.9,1016.7,1013.3,1020.2,1.8,2.3,19.2,19.2,24.3,21.3,15.9,64.5,64.5,10.4,1.3,249.0,8.9,7.0,55.0,6.0,31.7,215639.0,238697.0,256149.0
04-07T12:00:00,64.6,59.0,70.0,49.2,41.0,55.9,1016.4,1013.0,1019.9,1.7,2.1,20.2,20.2,24.7,21.7,13.4,64.6,64.6,12.2,0.7,250.0,11.1,7.0,55.8,6.0,36.9,215669.0,237110.0,252133.0
04-07T13:00:00,64.5,60.1,70.0,49.5,42.1,55.9,1016.0,1012.3,1019.4,1.5,2.0,19.4,20.9,25.6,21.6,12.4,64.5,64.5,13.6,0.2,251.0,12.4,7.0,59.5,6.0,34.7,216821.0,241214.0,252877.0
04-07T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.5,1012.0,1018.9,1.4,2.1,19.3,23.4,25.6,21.7,9.9,64.2,64.2,14.3,0.2,253.0,13.1,7.0,62.6,6.0,31.6,221605.0,239896.0,258355.0
04-07T15:00:00,63.6,59.0,69.1,49.6,43.0,55.9,1015.0,1011.4,1018.4,1.1,2.5,19.3,22.4,26.1,22.0,10.2,63.6,63.6,14.6,0.2,255.0,13.8,7.0,70.2,6.0,25.9,232959.0,245896.0,270602.0
04-07T16:00:00,62.7,57.9,68.0,49.7,42.1,55.9,1014.8,1011.0,1018.0,0.8,3.2,19.0,22.7,25.5,19.5,13.3,62.7,62.7,14.5,0.0,254.0,13.5,7.0,69.0,6.0,26.2,249613.0,255365.0,279566.0
04-07T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.6,1011.0,1017.9,0.5,4.1,20.3,26.5,24.0,17.6,11.5,61.4,61.4,13.6,0.7,256.0,12.8,7.0,68.6,6.0,27.0,269154.0,267863.0,293834.0
04-07T18:00:00,59.8,55.9,64.9,49.7,43.0,55.9,1014.7,1010.9,1018.0,0.3,5.5,19.2,25.7,22.7,19.0,13.5,59.8,59.8,12.2,0.2,256.0,11.4,7.0,68.3,6.0,26.3,287206.0,283531.0,309849.0
04-07T19:00:00,58.9,55.0,63.0,49.5,43.0,55.0,1014.8,1011.1,1018.1,0.2,6.3,16.5,30.5,22.4,18.2,12.5,58.9,58.9,10.5,0.7,259.0,9.5,7.0,63.8,6.0,26.5,305685.0,295488.0,324035.0
04-07T20:00:00,58.6,55.0,63.0,49.4,42.1,55.9,1015.3,1011.6,1018.6,0.2,6.6,31.9,22.9,17.3,15.6,12.4,58.6,58.6,8.8,4.4,260.0,7.5,7.0,49.5,6.0,30.1,309526.0,296227.0,325191.0
04-07T21:00:00,58.3,54.0,62.1,49.2,42.1,55.0,1015.7,1012.0,1018.9,0.1,6.9,35.3,20.9,17.5,13.4,12.9,58.3,58.3,7.8,6.0,255.0,5.6,7.0,39.0,6.0,28.4,294820.0,286163.0,312382.0
04-07T22:00:00,58.1,54.0,62.1,48.9,39.9,55.0,1015.7,1012.1,1019.0,0.1,7.1,35.1,19.7,14.0,17.2,14.0,58.1,58.1,6.8,10.3,256.0,3.8,7.0,30.0,6.0,22.8,273558.0,268388.0,292563.0
04-07T23:00:00,57.6,54.0,62.1,48.8,39.0,55.0,1015.8,1012.0,1019.0,0.1,7.5,35.7,19.6,15.4,14.6,14.6,57.6,57.6,6.2,11.1,254.0,2.4,7.0,23.8,6.0,18.9,233044.0,250706.0,251779.0
04-08T00:00:00,57.1,53.1,61.0,48.7,39.9,55.0,1015.8,1012.2,1019.1,0.1,8.0,34.2,20.5,14.6,15.6,15.1,57.1,57.0,5.6,16.4,270.0,1.0,7.0,19.0,3.0,18.8,258335.0,258366.0,282719.0
04-08T01:00:00,56.7,53.1,61.0,48.5,39.0,55.0,1015.6,1011.9,1019.0,0.1,8.4,33.2,21.5,12.5,16.5,16.2,56.7,56.6,5.1,18.4,10.0,0.3,3.0,20.6,7.0,13.0,228040.0,228256.0,250830.0
04-08T02:00:00,56.0,52.0,60.1,48.4,39.9,55.0,1015.3,1011.9,1018.7,0.0,9.0,32.9,19.6,13.3,13.8,20.4,56.0,55.9,4.4,27.6,30.0,0.7,3.0,21.5,7.0,13.0,223168.0,223406.0,246087.0
04-08T03:00:00,55.4,51.1,59.0,48.2,39.0,55.0,1015.1,1011.6,1018.5,0.0,9.6,31.6,21.7,11.4,12.6,22.7,55.4,55.2,4.5,23.8,55.0,1.2,3.0,26.6,2.0,12.9,221701.0,220829.0,244529.0
04-08T04:00:00,55.0,50.0,59.0,47.9,39.0,55.0,1015.1,1011.5,1018.5,0.0,10.0,28.8,17.2,13.0,16.7,24.4,55.0,54.8,4.7,18.9,58.0,1.3,3.0,30.0,2.0,16.7,228230.0,225751.0,249174.0
04-08T05:00:00,54.8,50.0,59.0,47.5,37.9,54.0,1015.3,1011.7,1018.7,0.0,10.3,24.5,21.2,17.3,16.3,20.7,54.8,54.5,4.7,19.1,59.0,1.5,3.0,28.3,2.0,18.0,245438.0,238714.0,262736.0
04-08T06:00:00,55.0,50.0,59.0,47.5,37.0,54.0,1015.7,1012.2,1019.1,0.0,10.0,13.1,19.9,23.6,22.0,21.3,55.0,54.7,4.9,16.2,70.0,1.5,3.0,34.2,2.0,10.8,270989.0,256047.0,282475.0
04-08T07:00:00,57.1,53.1,61.0,48.1,37.9,55.0,1016.2,1012.7,1019.6,0.1,8.0,14.3,18.9,22.4,20.9,23.5,57.1,57.0,5.3,15.6,77.0,1.8,3.0,35.7,2.0,12.1,283503.0,266727.0,290110.0
04-08T08:00:00,59.8,55.0,64.9,48.0,37.9,55.0,1016.4,1012.7,1019.9,0.4,5.6,15.6,19.5,21.8,19.7,23.3,59.8,59.7,5.7,13.8,107.0,1.0,3.0,29.2,4.0,15.1,286694.0,270597.0,287445.0
04-08T09:00:00,62.2,57.0,70.0,47.6,37.0,55.0,1016.6,1012.9,1020.1,1.1,3.8,16.5,16.7,22.9,22.9,21.1,62.2,62.2,6.0,15.8,229.0,1.4,7.0,20.5,4.0,16.7,282720.0,266616.0,275363.0
04-08T10:00:00,63.8,57.9,72.0,47.8,36.0,55.9,1016.8,1013.2,1020.3,1.7,2.9,15.2,18.6,20.6,27.2,18.4,63.8,63.8,8.1,7.3,246.0,5.1,7.0,39.2,6.0,25.9,281951.0,261251.0,259238.0
04-08T11:00:00,64.4,59.0,71.1,48.9,39.9,55.9,1016.6,1013.2,1020.2,1.8,2.3,18.7,18.9,25.3,22.5,14.6,64.4,64.4,10.5,1.1,249.0,9.0,7.0,53.6,6.0,33.4,283842.0,253895.0,249970.0
04-08T12:00:00,64.6,59.0,70.0,49.2,41.0,55.9,1016.3,1013.0,1019.9,1.7,2.1,19.6,19.9,25.9,22.2,12.3,64.6,64.6,12.3,0.7,250.0,11.3,7.0,57.2,6.0,35.6,286634.0,251425.0,245977.0
04-08T13:00:00,64.5,60.1,70.0,49.4,42.1,55.9,1015.9,1012.3,1019.4,1.5,2.0,18.9,20.8,26.6,21.6,12.2,64.5,64.5,13.6,0.2,251.0,12.5,7.0,60.2,6.0,34.4,293195.0,242500.0,246970.0
04-08T14:00:00,64.2,59.0,70.0,49.4,41.0,55.9,1015.5,1011.9,1018.8,1.3,2.1,18.6,24.4,25.4,22.0,9.7,64.2,64.2,14.3,0.2,253.0,13.3,7.0,63.3,6.0,31.7,301165.0,239355.0,248747.0
04-08T15:00:00,63.6,59.0,69.1,49.7,43.0,55.9,1015.0,1011.3,1018.4,1.0,2.5,19.0,23.2,26.6,21.2,10.0,63.6,63.6,14.7,0.2,255.0,13.9,7.0,71.2,6.0,25.2,308654.0,238210.0,259411.0
04-08T16:00:00,62.6,57.9,68.0,49.7,43.0,55.9,1014.7,1011.0,1018.0,0.8,3.2,19.0,23.2,25.7,19.0,13.1,62.6,62.6,14.6,0.0,255.0,13.7,7.0,69.5,6.0,26.0,315088.0,245642.0,270042.0
04-08T17:00:00,61.4,57.0,66.0,49.6,42.1,55.0,1014.6,1010.9,1017.8,0.5,4.1,20.9,26.3,24.3,17.9,10.6,61.4,61.4,13.7,0.7,256.0,12.9,7.0,68.8,6.0,27.0,323389.0,261204.0,288023.0
04-08T18:00:00,59.8,55.9,64.0,49.6,43.0,55.9,1014.6,1010.9,1017.9,0.3,5.5,20.2,25.8,23.8,17.8,12.5,59.8,59.8,12.2,0.2,256.0,11.4,7.0,68.3,6.0,26.3,326648.0,276517.0,305916.0
04-08T19:00:00,58.9,55.0,63.0,49.4,43.0,55.0,1014.8,1011.1,1018.1,0.2,6.3,17.2,30.4,23.3,17.9,11.3,58.9,58.9,10.5,0.9,259.0,9.5,7.0,62.2,6.0,27.7,336311.0,293715.0,320722.0
04-08T20:00:00,58.6,55.0,62.1,49.4,43.0,55.0,1015.3,1011.6,1018.6,0.2,6.6,32.0,23.8,18.0,14.6,11.7,58.6,58.6,8.9,4.0,259.0,7.5,7.0,49.7,6.0,30.7,335904.0,296239.0,321920.0
04-08T21:00:00,58.3,54.0,62.1,49.2,42.1,55.0,1015.7,1012.0,1018.9,0.2,6.9,35.5,22.3,17.5,12.5,12.2,58.3,58.3,7.7,5.8,255.0,5.5,7.0,38.3,6.0,29.3,319215.0,284237.0,310508.0
04-08T22:00:00,58.1,54.0,62.1,48.9,39.9,55.0,1015.7,1012.2,1019.0,0.1,7.1,36.7,20.0,12.4,17.7,13.3,58.1,58.1,6.7,10.7,256.0,3.9,7.0,29.1,6.0,23.9,293271.0,268792.0,291615.0
04-08T23:00:00,57.6,54.0,61.0,48.9,41.0,55.0,1015.8,1012.1,1019.0,0.1,7.5,37.3,18.8,14.6,14.8,14.6,57.6,57.5,6.2,11.8,254.0,2.5,7.0,24.9,6.0,18.1,247557.0,250424.0,250205.0
04-09T00:00:00,57.1,53.1,61.0,48.8,39.9,55.0,1015.8,1012.2,1019.1,0.1,8.0,35.3,21.0,14.3,14.3,15.1,57.1,57.0,5.6,17.1,270.0,0.9,7.0,18.5,3.0,18.3,275629.0,258375.0,282073.0
