date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,Megawatts_2020
06-06T21:00:00,62.3,60.1,64.9,56.4,53.1,60.1,1013.0,1010.1,1015.8,0.3,3.0,29.8,18.6,11.2,17.0,23.4,62.3,62.3,6.9,6.4,249.0,6.1,7.0,48.9,6.0,34.7,301871.0
06-06T22:00:00,62.2,59.0,64.9,56.4,53.1,60.1,1013.1,1010.3,1015.8,0.2,3.0,26.0,14.7,9.0,16.6,33.8,62.2,62.2,6.2,7.2,243.0,5.0,6.0,40.3,7.0,35.8,287041.0
06-06T23:00:00,62.0,59.0,64.9,56.4,53.1,60.1,1013.0,1010.2,1015.6,0.1,3.1,25.0,17.7,9.9,15.6,31.7,62.0,62.0,5.6,10.0,242.0,3.9,6.0,32.3,7.0,32.2,248237.0
06-07T00:00:00,61.8,59.0,64.9,56.3,53.1,60.1,1012.8,1010.0,1015.4,0.1,3.3,25.0,16.3,9.2,13.6,35.9,61.8,61.8,5.1,13.1,237.0,2.6,7.0,27.6,6.0,23.4,279093.0
06-07T01:00:00,61.6,59.0,64.0,56.3,53.1,60.1,1012.6,1009.7,1015.2,0.1,3.5,25.5,12.1,9.9,14.8,37.8,61.6,61.6,4.7,17.8,227.0,2.0,7.0,24.8,6.0,18.4,245872.0
06-07T02:00:00,61.4,57.9,64.0,56.3,53.1,60.1,1012.3,1009.6,1015.0,0.1,3.7,23.9,12.8,8.6,11.9,42.8,61.4,61.4,4.4,21.3,221.0,1.3,7.0,23.9,3.0,13.9,238152.0
06-07T03:00:00,61.3,57.9,64.0,56.2,53.1,59.0,1012.3,1009.5,1015.1,0.1,3.8,24.8,12.8,9.233333333333334,13.35,36.4,61.3,61.3,4.3,22.0,192.0,0.7,7.0,21.8,3.0,18.2,233232.0
06-07T04:00:00,61.1,57.9,64.0,56.1,52.0,60.1,1012.3,1009.5,1015.1,0.0,4.0,13.8,9.8,6.8,11.0,58.5,61.1,61.1,4.0,25.6,166.0,0.7,3.0,19.1,7.0,17.6,231226.0
06-07T05:00:00,61.1,57.9,64.0,56.1,52.0,60.1,1012.6,1009.9,1015.2,0.0,3.9,20.83333333333333,9.8,8.211111111111112,12.175,42.28,61.1,61.1,3.9,26.3,132.0,0.7,3.0,22.1,7.0,15.2,230862.0
06-07T06:00:00,62.1,59.0,64.9,56.5,53.1,60.1,1013.0,1010.1,1015.6,0.1,3.1,19.811111111111117,9.8,8.081481481481482,11.5875,43.556,62.1,62.1,4.5,18.7,140.0,1.2,3.0,23.6,4.0,18.8,225362.0
06-07T07:00:00,63.4,60.1,66.0,56.5,53.1,60.1,1013.3,1010.5,1015.8,0.4,2.0,18.14814814814815,9.8,7.697530864197532,11.88125,44.7072,63.4,63.4,4.8,15.1,167.0,1.6,4.0,24.4,3.0,18.5,220565.0
06-07T08:00:00,65.1,61.0,69.1,56.4,53.1,60.1,1013.6,1010.9,1016.2,1.3,1.2,19.59753086419753,9.8,7.996707818930042,11.734375,45.08864,65.1,65.1,5.2,15.1,210.0,2.2,7.0,23.6,4.0,20.9,214672.0
06-07T09:00:00,66.5,62.1,71.1,56.5,52.0,60.1,1013.7,1010.8,1016.4,2.2,0.8,12.9,15.1,15.4,21.4,35.2,66.5,66.5,6.6,7.8,241.0,4.9,7.0,44.1,6.0,22.9,209162.0
06-07T10:00:00,67.4,63.0,72.0,56.8,53.1,61.0,1013.8,1011.0,1016.5,2.8,0.5,13.4,15.7,14.4,20.1,36.3,67.4,67.4,8.7,3.2,247.0,7.8,7.0,56.2,6.0,32.5,205278.0
06-07T11:00:00,68.2,64.0,72.0,56.9,53.1,61.0,1013.8,1011.0,1016.5,3.5,0.3,19.6,22.5,19.8,18.0,20.1,68.2,68.2,10.0,0.9,249.0,9.4,7.0,57.2,6.0,36.3,202769.0
06-07T12:00:00,68.7,64.9,73.0,56.7,53.1,60.1,1013.6,1010.8,1016.3,3.9,0.2,22.5,25.6,21.4,15.7,14.9,68.7,68.7,11.5,0.0,250.0,11.0,7.0,62.6,6.0,34.0,202114.0
06-07T13:00:00,69.0,64.9,73.0,56.7,53.1,60.1,1013.3,1010.5,1016.0,4.1,0.1,24.7,23.2,24.2,16.9,11.1,69.0,69.0,12.5,0.0,252.0,12.2,7.0,66.8,6.0,31.8,203352.0
06-07T14:00:00,68.8,64.9,73.0,56.6,52.0,60.1,1013.0,1010.1,1015.8,3.9,0.1,19.8,31.5,22.7,17.6,8.3,68.8,68.8,13.3,0.0,254.0,12.9,7.0,71.8,6.0,26.8,208917.0
06-07T15:00:00,68.2,64.9,72.0,56.7,53.1,61.0,1012.6,1009.7,1015.3,3.4,0.1,22.5,27.5,25.7,17.1,7.2,68.2,68.2,13.5,0.0,255.0,13.2,7.0,74.9,6.0,23.8,220833.0
06-07T16:00:00,67.3,64.0,71.1,56.8,53.1,60.1,1012.3,1009.4,1015.1,2.6,0.3,19.1,26.9,23.0,17.7,13.3,67.3,67.3,13.3,0.0,256.0,12.9,7.0,78.0,6.0,21.3,237141.0
06-07T17:00:00,66.0,63.0,70.0,56.7,53.1,60.1,1012.0,1009.1,1014.9,1.6,0.6,20.3,29.2,20.8,17.9,11.8,66.0,66.0,12.6,0.0,256.0,12.3,7.0,76.8,6.0,21.7,258849.0
06-07T18:00:00,64.6,61.0,68.0,56.6,53.1,60.1,1012.1,1009.1,1014.9,0.8,1.2,20.7,24.9,21.5,16.2,16.8,64.6,64.6,11.4,0.0,255.0,11.1,7.0,73.6,6.0,24.5,278508.0
06-07T19:00:00,63.2,60.1,66.0,56.4,53.1,60.1,1012.2,1009.4,1015.0,0.4,2.2,19.7,22.1,20.5,18.6,19.1,63.2,63.2,10.0,0.0,255.0,9.5,7.0,71.6,6.0,25.2,289175.0
06-07T20:00:00,62.6,60.1,64.9,56.4,53.1,60.1,1012.5,1009.6,1015.3,0.3,2.6,23.9,18.1,17.8,18.1,22.1,62.6,62.6,8.2,1.3,252.0,7.6,7.0,57.1,6.0,36.7,299376.0
06-07T21:00:00,62.4,60.1,64.9,56.5,53.1,60.1,1012.9,1010.1,1015.6,0.3,2.9,28.7,17.8,12.0,18.4,23.1,62.4,62.4,6.8,6.2,249.0,6.2,7.0,50.4,6.0,33.5,297063.0
06-07T22:00:00,62.3,59.0,64.9,56.5,53.1,60.1,1013.0,1010.3,1015.7,0.2,3.0,25.7,14.7,9.4,16.6,33.6,62.3,62.3,6.2,7.0,244.0,5.1,6.0,39.4,7.0,38.0,281749.0
06-07T23:00:00,62.1,59.0,64.9,56.5,53.1,60.1,1012.9,1010.2,1015.5,0.1,3.0,25.2,17.7,10.7,15.3,31.1,62.1,62.1,5.7,9.1,241.0,3.9,7.0,33.9,6.0,30.5,242866.0
06-08T00:00:00,61.9,59.0,64.9,56.4,53.1,60.1,1012.7,1010.0,1015.3,0.1,3.2,25.0,17.4,9.2,12.5,35.9,61.9,61.9,5.1,12.7,237.0,2.7,7.0,27.8,6.0,24.2,273140.0
06-08T01:00:00,61.7,59.0,64.0,56.4,53.1,60.1,1012.5,1009.7,1015.0,0.1,3.4,25.0,12.9,9.9,14.6,37.6,61.7,61.7,4.6,18.4,227.0,1.9,7.0,23.7,6.0,17.7,242787.0
06-08T02:00:00,61.5,57.9,64.0,56.4,53.1,60.1,1012.2,1009.6,1014.9,0.1,3.6,23.1,13.6,8.9,11.9,42.5,61.5,61.5,4.3,21.6,219.0,1.2,7.0,23.8,3.0,13.5,236768.0
06-08T03:00:00,61.4,57.9,64.0,56.3,53.1,60.1,1012.2,1009.5,1014.9,0.1,3.7,24.366666666666664,13.6,9.333333333333334,13.25,36.14,61.4,61.4,4.2,23.1,197.0,0.8,7.0,22.7,3.0,17.4,234850.0
06-08T04:00:00,61.2,57.9,64.0,56.3,53.1,60.1,1012.2,1009.5,1014.9,0.0,3.8,14.1,9.9,6.6,11.3,58.2,61.2,61.2,4.0,25.8,161.0,0.7,3.0,18.6,7.0,17.1,239362.0
06-08T05:00:00,61.2,57.9,64.0,56.2,53.1,60.1,1012.5,1009.9,1015.1,0.0,3.8,20.522222222222226,9.9,8.277777777777779,12.275,42.068,61.2,61.2,3.9,25.8,132.0,0.7,3.0,22.0,7.0,15.0,246776.0
06-08T06:00:00,62.2,60.1,64.9,56.6,53.1,60.1,1012.9,1010.1,1015.5,0.1,2.9,19.66296296296296,9.9,8.070370370370371,11.7875,43.30159999999999,62.2,62.2,4.5,18.0,141.0,1.3,3.0,23.2,4.0,20.3,255550.0
06-08T07:00:00,63.5,61.0,66.0,56.6,53.1,60.1,1013.2,1010.5,1015.8,0.4,1.9,18.095061728395063,9.9,7.649382716049383,12.03125,44.44192,63.5,63.5,4.8,14.9,166.0,1.7,4.0,25.2,3.0,17.9,262501.0
06-08T08:00:00,65.2,62.1,69.1,56.5,53.1,60.1,1013.6,1010.9,1016.1,1.3,1.2,19.426748971193412,9.9,7.999176954732511,11.909375,44.830304000000005,65.2,65.2,5.2,14.7,208.0,2.2,7.0,23.8,4.0,21.3,261683.0
06-08T09:00:00,66.6,63.0,71.1,56.6,53.1,61.0,1013.6,1010.8,1016.2,2.3,0.7,13.2,14.5,17.0,20.5,34.8,66.6,66.6,6.6,7.1,240.0,4.9,7.0,43.3,6.0,23.2,257376.0
06-08T10:00:00,67.5,63.0,72.0,56.9,53.1,61.0,1013.7,1011.0,1016.4,2.9,0.4,13.4,15.9,14.1,20.1,36.5,67.5,67.5,8.7,3.2,247.0,7.8,7.0,56.3,6.0,31.2,255497.0
06-08T11:00:00,68.3,64.0,72.0,57.0,53.1,61.0,1013.7,1010.9,1016.3,3.5,0.2,18.2,23.0,21.4,16.9,20.6,68.3,68.3,10.0,0.9,249.0,9.3,7.0,58.1,6.0,34.6,255718.0
06-08T12:00:00,68.9,64.9,73.0,56.9,53.1,60.1,1013.5,1010.7,1016.1,4.0,0.2,21.3,26.0,22.9,14.8,15.1,68.9,68.9,11.5,0.0,250.0,11.0,7.0,63.6,6.0,32.8,258303.0
06-08T13:00:00,69.1,66.0,73.0,56.8,53.1,60.1,1013.2,1010.4,1015.9,4.2,0.1,23.5,24.2,24.5,16.4,11.4,69.1,69.1,12.5,0.0,252.0,12.2,7.0,67.1,6.0,31.3,265263.0
06-08T14:00:00,68.9,66.0,73.0,56.7,53.1,61.0,1012.9,1010.0,1015.6,4.0,0.1,18.5,31.9,24.1,17.3,8.3,68.9,68.9,13.3,0.0,254.0,12.9,7.0,71.1,6.0,27.5,274766.0
06-08T15:00:00,68.3,64.9,72.0,56.8,53.1,61.0,1012.5,1009.6,1015.2,3.5,0.1,22.0,26.9,26.7,17.0,7.4,68.3,68.3,13.5,0.0,255.0,13.2,7.0,76.0,6.0,22.8,288185.0
06-08T16:00:00,67.4,64.0,71.1,56.9,53.1,60.1,1012.2,1009.3,1015.0,2.6,0.2,19.1,26.0,24.1,17.9,12.9,67.4,67.4,13.2,0.0,256.0,12.9,7.0,78.6,6.0,20.5,304730.0
06-08T17:00:00,66.1,63.0,70.0,56.7,53.1,60.1,1011.9,1009.0,1014.8,1.6,0.5,19.9,28.3,21.4,18.6,11.7,66.1,66.1,12.6,0.0,256.0,12.3,7.0,76.3,6.0,22.5,326944.0
06-08T18:00:00,64.7,62.1,68.0,56.7,53.1,60.1,1012.0,1009.1,1014.8,0.8,1.1,20.9,24.3,22.5,16.4,15.9,64.7,64.7,11.4,0.0,255.0,11.0,7.0,73.4,6.0,24.5,342545.0
06-08T19:00:00,63.3,61.0,66.0,56.5,53.1,60.1,1012.1,1009.3,1014.9,0.4,2.1,19.3,22.2,20.6,19.3,18.7,63.3,63.3,10.0,0.0,255.0,9.5,7.0,71.6,6.0,25.4,347738.0
06-08T20:00:00,62.7,60.1,64.9,56.5,53.1,60.1,1012.4,1009.5,1015.2,0.3,2.5,24.9,16.4,18.5,18.3,22.0,62.7,62.7,8.2,1.1,252.0,7.7,7.0,57.7,6.0,36.2,348123.0
06-08T21:00:00,62.5,60.1,64.9,56.6,53.1,60.1,1012.8,1009.9,1015.5,0.3,2.8,29.2,17.2,11.7,19.1,22.8,62.5,62.5,6.9,5.8,250.0,6.3,7.0,52.5,6.0,32.2,339361.0
06-08T22:00:00,62.4,60.1,64.9,56.5,53.1,60.1,1012.9,1010.1,1015.6,0.2,2.9,26.2,13.8,9.0,17.9,33.1,62.4,62.4,6.3,6.7,244.0,5.2,7.0,39.8,6.0,38.9,316345.0
06-08T23:00:00,62.2,59.0,64.9,56.6,53.1,60.1,1012.8,1010.0,1015.4,0.2,2.9,26.3,16.4,10.2,15.5,31.6,62.2,62.2,5.7,9.3,242.0,3.9,7.0,35.3,6.0,29.8,268631.0
06-09T00:00:00,62.0,59.0,64.9,56.5,53.1,60.1,1012.6,1009.9,1015.1,0.1,3.1,25.6,16.6,8.2,12.8,36.8,62.0,62.0,5.1,13.8,237.0,2.7,7.0,27.8,6.0,22.9,297575.0
06-09T01:00:00,61.8,59.0,64.9,56.5,53.1,60.1,1012.4,1009.6,1015.0,0.1,3.3,25.1,13.3,8.3,14.9,38.4,61.8,61.8,4.7,18.0,226.0,1.9,7.0,24.5,6.0,16.8,261609.0
06-09T02:00:00,61.6,59.0,64.0,56.4,53.1,60.1,1012.2,1009.2,1014.8,0.1,3.5,25.666666666666668,13.3,8.9,13.85,32.54,61.6,61.6,4.4,20.9,219.0,1.3,7.0,24.4,3.0,12.9,252950.0
06-09T03:00:00,61.5,59.0,64.0,56.4,53.1,60.1,1012.1,1009.1,1014.7,0.1,3.6,25.45555555555556,13.3,8.466666666666667,14.375,34.488,61.5,61.5,4.2,22.7,198.0,0.8,7.0,22.5,3.0,16.7,248330.0
06-09T04:00:00,61.3,57.9,64.0,56.4,53.1,60.1,1012.2,1009.4,1014.8,0.0,3.7,14.1,9.6,6.1,11.7,58.5,61.3,61.3,4.1,24.6,156.0,0.7,3.0,19.5,7.0,17.3,250512.0
06-09T05:00:00,61.3,57.9,64.0,56.3,53.1,60.1,1012.5,1009.8,1015.1,0.0,3.7,21.740740740740744,9.6,7.822222222222223,13.0375,40.1456,61.3,61.3,4.0,25.4,132.0,0.8,3.0,22.1,7.0,15.7,258487.0
06-09T06:00:00,62.3,60.1,64.9,56.7,53.1,60.1,1012.8,1010.0,1015.5,0.1,2.9,20.4320987654321,9.6,7.462962962962963,12.36875,40.81472,62.3,62.3,4.5,18.2,144.0,1.3,3.0,23.1,4.0,19.2,266967.0
06-09T07:00:00,63.6,61.0,66.0,56.6,53.1,60.1,1013.2,1010.4,1015.8,0.5,1.8,18.75761316872428,9.6,7.128395061728395,12.703125,41.297664,63.6,63.6,4.8,14.7,163.0,1.7,4.0,24.5,3.0,19.4,274219.0
06-09T08:00:00,65.2,62.1,69.1,56.6,53.1,61.0,1013.5,1010.7,1016.1,1.3,1.1,20.31015089163237,9.6,7.47119341563786,12.5359375,43.0491968,65.2,65.2,5.3,14.7,208.0,2.2,7.0,24.3,4.0,21.1,277481.0
06-09T09:00:00,66.7,63.0,71.1,56.7,53.1,61.0,1013.5,1010.7,1016.1,2.4,0.7,13.1,14.2,16.1,21.0,35.7,66.7,66.7,6.6,7.1,239.0,4.8,7.0,43.0,6.0,22.4,279228.0
06-09T10:00:00,67.5,63.0,72.0,57.0,53.1,61.0,1013.6,1010.9,1016.3,3.0,0.4,13.4,15.7,14.3,19.6,37.0,67.5,67.5,8.6,2.9,247.0,7.8,7.0,56.4,6.0,31.0,285073.0
06-09T11:00:00,68.4,64.0,73.0,57.0,53.6,61.0,1013.7,1010.9,1016.3,3.7,0.2,18.4,21.5,22.8,16.8,20.5,68.4,68.4,9.9,0.9,249.0,9.3,7.0,58.6,6.0,33.6,295690.0
06-09T12:00:00,68.9,64.9,73.0,56.9,53.1,61.0,1013.5,1010.7,1016.1,4.1,0.2,22.0,24.8,23.3,14.2,15.8,68.9,68.9,11.4,0.0,251.0,10.9,7.0,64.6,6.0,31.5,310029.0
06-09T13:00:00,69.2,66.0,73.0,56.9,53.1,61.0,1013.2,1010.4,1015.8,4.3,0.1,24.1,24.4,23.6,16.3,11.6,69.2,69.2,12.5,0.0,251.0,12.1,7.0,67.6,6.0,30.5,328479.0
06-09T14:00:00,69.0,66.0,73.0,56.7,53.1,61.0,1012.9,1010.0,1015.6,4.1,0.1,18.7,32.0,23.3,17.5,8.5,69.0,69.0,13.3,0.0,253.0,12.8,7.0,70.9,6.0,27.3,350166.0
06-09T15:00:00,68.4,64.9,72.0,56.9,53.1,61.0,1012.5,1009.5,1015.1,3.6,0.1,22.1,27.7,26.2,16.7,7.4,68.4,68.4,13.5,0.0,254.0,13.1,7.0,75.0,6.0,23.6,373221.0
06-09T16:00:00,67.5,64.0,71.1,56.9,53.1,60.1,1012.2,1009.3,1015.0,2.7,0.2,19.7,26.4,23.9,17.7,12.4,67.5,67.5,13.2,0.0,255.0,12.8,7.0,77.8,6.0,20.7,394072.0
06-09T17:00:00,66.2,63.0,70.0,56.8,53.1,60.1,1011.9,1009.0,1014.8,1.7,0.5,20.4,28.2,21.6,17.8,12.0,66.2,66.2,12.6,0.0,256.0,12.2,7.0,75.8,6.0,22.5,412872.0
06-09T18:00:00,64.8,62.1,68.0,56.7,53.1,60.1,1012.0,1009.1,1014.8,0.9,1.1,21.1,24.7,22.7,16.7,14.8,64.8,64.8,11.4,0.0,255.0,11.0,7.0,72.9,6.0,24.5,422726.0
06-09T19:00:00,63.5,61.0,66.0,56.6,53.1,60.1,1012.1,1009.2,1014.9,0.4,2.0,19.1,23.3,20.7,18.8,18.1,63.5,63.5,10.0,0.0,255.0,9.5,7.0,71.4,6.0,24.9,415792.0
06-09T20:00:00,62.8,60.1,64.9,56.6,53.1,60.1,1012.3,1009.5,1015.1,0.3,2.5,25.5,16.2,17.8,18.8,21.8,62.8,62.8,8.2,0.9,252.0,7.6,7.0,57.2,6.0,36.8,402029.0
06-09T21:00:00,62.6,60.1,64.9,56.7,53.1,60.1,1012.8,1010.1,1015.5,0.3,2.7,29.5,16.8,12.2,18.6,22.9,62.6,62.6,6.9,5.6,249.0,6.2,7.0,52.1,6.0,32.4,384778.0
06-09T22:00:00,62.5,60.1,64.9,56.6,53.1,60.1,1012.9,1010.1,1015.5,0.2,2.8,26.3,13.9,8.5,18.5,32.8,62.5,62.5,6.3,7.0,244.0,5.1,7.0,39.5,6.0,38.5,352770.0
06-09T23:00:00,62.3,60.1,64.9,56.6,53.1,60.1,1012.8,1010.1,1015.3,0.2,2.9,26.3,15.9,10.5,15.9,31.5,62.3,62.3,5.7,8.9,240.0,3.9,7.0,34.4,6.0,30.9,295820.0
06-10T00:00:00,62.1,59.0,64.9,56.6,53.1,60.1,1012.6,1009.9,1015.1,0.1,3.0,25.8,16.0,8.2,13.3,36.7,62.1,62.1,5.0,14.2,236.0,2.6,7.0,27.7,6.0,22.7,323428.0
06-10T01:00:00,61.9,59.0,64.9,56.6,53.1,60.1,1012.4,1009.6,1015.0,0.1,3.2,24.2,13.8,8.5,14.9,38.6,61.9,61.9,4.7,17.6,225.0,1.9,7.0,24.5,6.0,17.3,280241.0
06-10T02:00:00,61.7,59.0,64.9,56.5,53.1,60.1,1012.2,1009.4,1014.7,0.1,3.4,25.433333333333334,13.8,9.066666666666666,14.1,32.5,61.7,61.7,4.3,21.6,216.0,1.3,7.0,23.9,3.0,13.0,268670.0
06-10T03:00:00,61.6,59.0,64.0,56.5,53.1,60.1,1012.1,1009.3,1014.7,0.1,3.5,25.14444444444445,13.8,8.588888888888889,14.5,34.42,61.6,61.6,4.2,22.9,201.0,0.8,7.0,22.0,3.0,15.6,262523.0
06-10T04:00:00,61.4,57.9,64.0,56.4,53.1,60.1,1012.2,1009.5,1014.7,0.1,3.7,13.5,9.8,6.5,11.0,59.2,61.4,61.4,4.0,25.9,153.0,0.7,3.0,19.8,7.0,16.9,262652.0
06-10T05:00:00,61.4,57.9,64.0,56.4,53.1,60.1,1012.5,1009.8,1015.1,0.0,3.6,21.35925925925926,9.8,8.051851851851852,12.75,40.284000000000006,61.4,61.4,3.9,26.5,126.0,0.8,3.0,21.7,4.0,14.8,269399.0
06-10T06:00:00,62.3,60.1,64.9,56.7,53.1,60.1,1012.8,1010.1,1015.4,0.1,2.8,20.00123456790124,9.8,7.71358024691358,11.875,41.000800000000005,62.3,62.3,4.5,18.9,138.0,1.4,3.0,23.3,4.0,19.5,277855.0
06-10T07:00:00,63.7,61.0,66.0,56.7,53.1,60.1,1013.2,1010.5,1015.7,0.5,1.8,18.286831275720164,9.8,7.421810699588477,12.3125,41.48096,63.7,63.7,4.8,15.1,159.0,1.7,4.0,25.0,3.0,19.1,288719.0
06-10T08:00:00,65.3,62.1,69.1,56.6,53.1,61.0,1013.5,1010.9,1016.1,1.4,1.0,19.882441700960214,9.8,7.729080932784636,12.09375,43.277152,65.3,65.3,5.3,14.2,203.0,2.2,7.0,23.8,4.0,21.2,296109.0
06-10T09:00:00,66.9,63.0,72.0,56.8,53.1,61.0,1013.5,1010.8,1016.0,2.5,0.6,14.2,13.9,15.6,21.0,35.2,66.9,66.9,6.5,6.9,239.0,4.7,7.0,42.5,6.0,23.2,303175.0
06-10T10:00:00,67.7,63.0,72.0,57.1,53.1,61.0,1013.7,1011.0,1016.3,3.1,0.4,14.5,15.2,14.3,19.4,36.5,67.7,67.7,8.6,2.9,247.0,7.8,7.0,56.5,6.0,31.5,315802.0
06-10T11:00:00,68.5,64.0,73.0,57.1,54.0,61.0,1013.7,1010.9,1016.3,3.8,0.2,19.9,21.5,22.3,16.2,20.2,68.5,68.5,9.9,0.9,250.0,9.2,7.0,58.7,6.0,33.3,334487.0
06-10T12:00:00,69.0,64.9,73.0,57.0,53.1,61.0,1013.5,1010.7,1016.1,4.2,0.2,23.1,24.4,23.4,13.9,15.2,69.0,69.0,11.4,0.0,251.0,10.9,7.0,63.9,6.0,32.5,356220.0
06-10T13:00:00,69.3,66.0,73.0,57.0,53.1,61.0,1013.2,1010.4,1015.8,4.4,0.1,24.3,25.3,23.3,15.5,11.5,69.3,69.3,12.4,0.0,252.0,12.1,7.0,67.8,6.0,30.5,383078.0
06-10T14:00:00,69.1,66.0,73.0,56.8,53.1,61.0,1012.9,1010.0,1015.6,4.2,0.1,19.4,32.5,22.8,17.2,8.0,69.1,69.1,13.3,0.0,254.0,12.8,7.0,72.1,6.0,26.3,409443.0
06-10T15:00:00,68.5,64.9,72.0,57.0,54.0,61.0,1012.5,1009.7,1015.1,3.7,0.1,22.7,28.1,25.4,16.6,7.1,68.5,68.5,13.4,0.0,254.0,13.1,7.0,76.3,6.0,22.1,433218.0
06-10T16:00:00,67.6,64.0,71.1,57.0,54.0,61.0,1012.2,1009.3,1015.0,2.8,0.2,20.2,27.6,23.2,17.2,11.7,67.6,67.6,13.2,0.0,255.0,12.9,7.0,78.0,6.0,20.7,450607.0
06-10T17:00:00,66.4,63.0,70.0,56.9,53.6,61.0,1011.9,1009.1,1014.7,1.8,0.4,20.5,29.6,20.8,16.7,12.4,66.4,66.4,12.5,0.0,256.0,12.1,7.0,75.5,6.0,22.7,461903.0
06-10T18:00:00,64.9,62.1,68.0,56.8,53.1,60.1,1012.0,1009.1,1014.8,0.9,1.0,21.4,24.5,22.5,16.3,15.2,64.9,64.9,11.4,0.0,255.0,11.0,7.0,72.1,6.0,25.5,466075.0
06-10T19:00:00,63.6,61.0,66.0,56.7,53.1,60.1,1012.1,1009.3,1014.8,0.5,1.9,19.5,23.6,20.3,18.7,17.9,63.6,63.6,10.0,0.0,255.0,9.5,7.0,70.9,6.0,25.7,457006.0
06-10T20:00:00,62.9,60.1,66.0,56.7,53.1,60.1,1012.4,1009.5,1015.0,0.3,2.4,26.5,15.4,17.5,18.6,22.0,62.9,62.9,8.3,0.7,252.0,7.7,7.0,57.9,6.0,36.5,434717.0
06-10T21:00:00,62.7,60.1,64.9,56.8,54.0,60.1,1012.8,1010.1,1015.5,0.3,2.6,29.6,16.4,12.9,18.2,23.0,62.7,62.7,6.9,4.7,249.0,6.2,7.0,51.4,6.0,34.4,410609.0
06-10T22:00:00,62.5,60.1,64.9,56.7,54.0,60.1,1012.9,1010.3,1015.5,0.2,2.7,26.8,13.4,9.2,17.3,33.3,62.5,62.5,6.3,7.0,244.0,5.1,7.0,40.3,6.0,38.5,373649.0
06-10T23:00:00,62.4,60.1,64.9,56.7,53.1,60.1,1012.8,1010.2,1015.3,0.2,2.8,26.7,15.0,11.2,15.5,31.6,62.4,62.4,5.6,9.6,241.0,3.9,7.0,35.6,6.0,30.0,311127.0
06-11T00:00:00,62.2,59.0,64.9,56.6,53.1,60.1,1012.6,1009.9,1015.2,0.1,3.0,26.2,15.7,8.9,11.6,37.6,62.2,62.2,5.0,14.7,236.0,2.7,7.0,28.1,6.0,23.2,338640.0
06-11T01:00:00,62.0,59.0,64.9,56.7,53.1,60.1,1012.4,1009.7,1015.0,0.1,3.1,24.9,14.0,8.5,14.0,38.6,62.0,62.0,4.6,17.6,225.0,1.8,7.0,24.6,6.0,17.1,292037.0
06-11T02:00:00,61.8,59.0,64.9,56.6,53.1,60.1,1012.2,1009.5,1014.7,0.1,3.3,25.933333333333334,14.0,9.533333333333331,12.8,32.82,61.8,61.8,4.1,23.8,212.0,1.2,7.0,22.9,4.0,12.8,278155.0
06-11T03:00:00,61.7,59.0,64.0,56.6,53.1,60.1,1012.1,1009.4,1014.7,0.1,3.4,25.677777777777777,14.0,8.977777777777776,13.4,34.784,61.7,61.7,4.1,24.0,197.0,0.8,7.0,21.5,3.0,15.0,270652.0
06-11T04:00:00,61.5,59.0,64.0,56.5,53.1,60.1,1012.2,1009.5,1014.7,0.1,3.6,13.9,10.2,6.5,10.0,59.4,61.5,61.5,3.8,27.6,148.0,0.7,3.0,18.6,7.0,16.4,270431.0
06-11T05:00:00,61.5,59.0,64.0,56.5,53.1,60.1,1012.5,1009.8,1015.1,0.1,3.5,21.83703703703704,10.2,8.337037037037037,11.7,40.6408,61.5,61.5,3.8,27.6,124.0,0.8,3.0,20.3,4.0,15.9,276160.0
06-11T06:00:00,62.4,60.1,64.9,56.8,53.1,60.1,1012.9,1010.1,1015.5,0.1,2.7,20.471604938271607,10.2,7.938271604938271,10.85,41.24896,62.4,62.4,4.4,19.3,139.0,1.4,3.0,23.0,4.0,19.6,282894.0
06-11T07:00:00,63.8,61.0,66.9,56.8,53.1,60.1,1013.2,1010.4,1015.8,0.5,1.7,18.73621399176955,10.2,7.591769547325103,11.275,41.778752,63.8,63.8,4.7,15.6,161.0,1.7,4.0,24.1,3.0,18.6,292969.0
06-11T08:00:00,65.4,62.1,70.0,56.7,53.1,61.0,1013.5,1010.7,1016.1,1.4,1.0,20.3482853223594,10.2,7.955692729766803,11.0625,43.5705024,65.4,65.4,5.2,14.4,204.0,2.1,7.0,23.7,4.0,20.7,301563.0
