Net Demand 08/05/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,29244,28832,28832,28832,28441,28441,28441,27880,27880,27880,27410,27410,27410,26992,26992,26992,26699,26699,26699,26315,26315,26315,25948,25948,25948,25697,25697,25697,25457,25457,25457,25241,25241,25241,25109,25109,25109,24951,24951,24951,24763,24763,24763,24740,24740,24740,24778,24778,24778,24875,24875,24875,24912,24912,24912,24951,24951,24951,25232,25232,25232,25489,25489,25489,25705,25705,25705,25879,25879,25879,26212,26212,26212,26376,26376,26376,26569,26569,26569,26759,26759,26759,27127,27127,27127,27423,27423,27423,27639,27639,27639,27715,27715,27715,27943,27943,27943,28142,28142,28142,28176,28176,28176,28228,28228,28228,28331,28331,28331,28467,28467,28467,28542,28542,28542,28695,28695,28695,28845,28845,28845,29064,29064,29064,29049,29049,29049,29383,29383,29383,29755,29755,29755,30125,30125,30125,30411,30411,30411,30755,30755,30755,31106,31106,31106,31509,31509,31509,32031,32031,32031,32465,32465,32465,32801,32801,32801,33217,33217,33217,33542,33542,33542,34035,34035,34035,34349,34349,34349,34742,34742,34742,35094,35094,35094,35409,35409,35409,35698,35698,35698,36143,36143,36143,36306,36306,36306,36699,36699,36699,36931,36931,36931,37276,37276,37276,37525,37525,37525,37882,37882,37882,38029,38029,38029,38310,38310,38310,38586,38586,38586,38817,38817,38817,38801,38801,38801,38852,38852,38852,38847,38847,38847,38585,38585,38585,38286,38286,38286,37928,37928,37928,37640,37640,37640,37498,37498,37498,37299,37299,37299,37032,37032,37032,36654,36654,36654,36213,36213,36213,35686,35686,35686,35262,35262,35262,34852,34852,34852,34276,34276,34276,33564,33564,33564,32875,32875,32875,32202,32202,32202,31448,31448,31448,30744,30744,30744,30157,30157,30157,29629,29629,29629,29092,29092,29092,28619,28619,28619,
Demand,29253,29220,29056,28900,28772,28569,28360,28231,28051,27892,27729,27536,27387,27260,27174,27031,26936,26814,26687,26554,26420,26290,26155,26024,25936,25872,25783,25760,25688,25620,25527,25443,25378,25300,25219,25168,25075,25003,25024,25030,24977,24917,24863,24811,24770,24742,24712,24684,24690,24803,24885,24859,24874,24860,24844,24866,24893,24873,24885,24920,24970,25114,25296,25402,25478,25544,25534,25652,25772,25809,25858,25935,25950,26192,26423,26492,26564,26548,26549,26597,26658,26722,26772,26826,26884,27109,27256,27330,27350,27411,27464,27530,27599,27643,27663,27733,27738,27853,27903,27942,27952,28019,28025,28088,28116,28103,28123,28163,28190,28266,28296,28345,28373,28446,28479,28495,28505,28560,28615,28671,28759,28791,28857,28868,28915,29009,29115,29200,29351,29475,29549,29631,29726,29819,29921,30036,30142,30254,30382,30475,30597,30753,30845,31003,31077,31245,31396,31549,31686,31838,31887,31978,32119,32262,32395,32505,32577,32756,32878,33055,33214,33391,33434,33566,33674,33826,33944,34118,34232,34282,34422,34551,34665,34785,34901,34964,35050,35196,35398,35467,35536,35497,35783,35880,35997,36158,36277,36346,36487,36617,36752,36875,36987,36891,36861,37024,37179,37345,37473,37567,37706,37840,37970,38132,38256,38192,38233,38367,38431,38536,38657,38727,38798,38868,38986,39067,39062,38955,38861,38920,38915,38971,38946,38959,38920,38861,38769,38746,38651,38418,38291,38182,38065,37952,37802,37672,37570,37445,37344,37236,37162,37082,37008,36872,36597,36650,36583,36517,36433,36298,36135,35942,35792,35730,35713,35563,35372,35229,35058,34880,34692,34486,34246,33973,33726,33461,33157,32952,32754,32487,32254,32037,31838,31572,31329,31057,30820,30619,30482,30308,30093,29866,29651,29460,29283,29070,28820,28679,28534,
Day-ahead net forecast,Net demand,25639,25440,25410,25154,25014,24885,24648,24487,24330,24167,24053,23914,23765,23615,23540,23464,23348,23258,23169,23058,22976,22866,22768,22620,22580,22519,22515,22506,22537,22510,22472,22392,22341,22309,22285,22235,22186,22116,22147,22170,22129,22054,22077,22084,22103,22075,22056,22060,22017,22067,22179,22122,22173,22188,22183,22129,22146,22082,22086,22141,22177,22249,22447,22600,22644,22706,22723,22737,22852,22899,22970,23055,23124,23264,23559,23609,23680,23607,23464,23343,23273,23056,22823,22516,22245,22007,21801,21452,20963,20532,20127,19714,19321,18876,18382,17979,17601,17278,16961,16659,16409,16152,16012,15882,15752,15579,15431,15354,15229,15154,15142,15091,15063,15063,15082,15114,15097,15134,15109,15150,15196,15224,15252,15288,15266,15343,15335,15404,15519,15655,15667,15771,15844,15922,16053,16117,16186,16304,16349,16429,16522,16632,16716,16846,16963,17124,17286,17402,17524,17685,17708,17844,17922,18021,18091,18213,18277,18327,18393,18543,18642,18846,18953,18995,19091,19175,19251,19380,19462,19506,19511,19608,19642,19770,19897,19971,19974,20061,20257,20395,20424,20386,20665,20773,20785,20977,21089,21264,21356,21553,21777,21915,22062,22065,21994,22112,22291,22531,22694,22863,23023,23245,23487,23807,24119,24249,24344,24680,24886,25111,25335,25610,25975,26347,26826,27290,27731,28094,28403,28867,29319,29756,30179,30618,31068,31471,31806,32187,32511,32730,32862,33051,33186,33334,33370,33395,33360,33402,33372,33325,33238,33119,33013,32966,32834,32784,32692,32598,32490,32335,32159,31930,31733,31533,31453,31356,31201,31042,30885,30710,30515,30296,30075,29752,29469,29208,28888,28658,28469,28265,28077,27860,27646,27451,27225,26911,26733,26482,26277,26110,25923,25721,25563,25349,25160,24980,24770,24583,24459
Solar,-41,-41,-41,-41,-41,-41,-41,-41,-40,-41,-40,-40,-41,-40,-41,-41,-41,-40,-40,-40,-40,-40,-41,-40,-40,-40,-41,-41,-41,-41,-41,-41,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-41,-42,-42,-42,-42,-42,-42,-43,-42,-42,-42,-42,-42,-42,-43,-43,-44,-44,-44,-45,-45,-45,-45,-44,-42,-33,-10,41,121,243,417,642,959,1263,1655,2065,2464,2942,3370,3883,4394,4911,5402,5896,6375,6892,7377,7833,8238,8628,8974,9251,9503,9763,9991,10200,10371,10529,10675,10814,10937,11055,11160,11253,11334,11422,11485,11516,11602,11636,11733,11796,11853,11870,11898,11940,12007,12071,12166,12227,12280,12317,12358,12397,12429,12440,12455,12480,12518,12542,12581,12579,12593,12628,12642,12643,12644,12628,12626,12625,12627,12627,12635,12633,12616,12622,12654,12653,12643,12665,12651,12645,12637,12611,12598,12592,12587,12565,12528,12517,12508,12456,12435,12453,12492,12481,12452,12451,12427,12409,12391,12353,12316,12289,12240,12200,12161,12125,12092,12067,12012,11961,11917,11865,11795,11725,11675,11604,11520,11453,11393,11301,11205,11141,11043,10883,10768,10638,10506,10315,10190,10024,9843,9637,9369,9083,8735,8407,8059,7669,7244,6795,6321,5847,5374,4861,4354,3852,3379,2926,2496,2114,1746,1409,1106,860,651,487,357,231,152,116,97,78,77,49,-31,-29,-28,-27,-27,-27,-27,-26,-25,-24,-24,-24,-23,-23,-22,-22,-22,-22,-21,-20,-20,-20,-20,-20,-19,-20,-19,-19,-19,-19,-19,-19,-19,-20,-20,-20,-21,-21,-21,-21,-21,-21,-21,-21,-21,
Wind,3765,3793,3811,3847,3838,3817,3835,3844,3830,3823,3782,3733,3726,3732,3704,3672,3660,3647,3617,3589,3544,3515,3491,3485,3440,3412,3355,3291,3243,3174,3119,3126,3102,3054,3020,2991,2981,2933,2925,2912,2918,2915,2850,2783,2733,2725,2702,2683,2703,2722,2755,2766,2751,2721,2715,2759,2799,2828,2835,2810,2803,2835,2839,2830,2838,2859,2868,2893,2933,2932,2913,2898,2855,2842,2828,2806,2759,2709,2659,2580,2471,2368,2309,2244,2152,2099,2077,2023,1995,1971,1937,1925,1915,1909,1913,1929,1926,1920,1989,2030,2068,2083,2046,1991,1992,2009,1994,1997,2009,2022,2015,1994,1966,1941,1899,1854,1797,1768,1736,1707,1688,1679,1678,1651,1618,1558,1546,1527,1476,1473,1475,1441,1421,1414,1401,1393,1357,1369,1405,1418,1435,1436,1454,1456,1443,1423,1436,1464,1475,1473,1499,1478,1511,1560,1586,1598,1647,1700,1765,1814,1866,1846,1889,1941,1962,2018,2124,2175,2235,2316,2410,2459,2488,2476,2487,2527,2611,2657,2673,2698,2752,2783,2836,2877,2959,3010,3036,3004,3032,3052,3014,3049,3095,3150,3186,3225,3288,3300,3330,3369,3392,3388,3371,3356,3348,3342,3296,3322,3326,3339,3429,3436,3406,3394,3358,3320,3257,3213,3193,3199,3243,3336,3386,3444,3509,3543,3584,3618,3653,3671,3703,3759,3788,3809,3823,3844,3853,3859,3861,3831,3863,3905,3942,3924,3903,3887,3937,3975,4017,4048,4069,4115,4161,4219,4301,4310,4271,4255,4267,4269,4270,4285,4321,4348,4360,4402,4407,4386,4383,4335,4299,4282,4276,4254,4233,4258,4223,4233,4268,4284,4276,4243,4226,4201,4198,4192,4198,4172,4130,
