Net Demand 03/07/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,21585,21283,21283,21283,21047,21047,21047,20848,20848,20848,20609,20609,20609,20425,20425,20425,20274,20274,20274,20084,20084,20084,19905,19905,19905,19748,19748,19748,19589,19589,19589,19489,19489,19489,19466,19466,19466,19392,19392,19392,19339,19339,19339,19292,19292,19292,19255,19255,19255,19286,19286,19286,19364,19364,19364,19409,19409,19409,19436,19436,19436,19659,19659,19659,19785,19785,19785,19918,19918,19918,20129,20129,20129,20452,20452,20452,20498,20498,20498,20488,20488,20488,20694,20694,20694,20849,20849,20849,20982,20982,20982,21067,21067,21067,21306,21306,21306,21665,21665,21665,21745,21745,21745,21716,21716,21716,21747,21747,21747,21835,21835,21835,21813,21813,21813,21536,21536,21536,21302,21302,21302,21187,21187,21187,21100,21100,21100,20952,20952,20952,20718,20718,20718,20702,20702,20702,20730,20730,20730,20561,20561,20561,20453,20453,20453,20344,20344,20344,20285,20285,20285,20283,20283,20283,20284,20284,20284,20108,20108,20108,19994,19994,19994,19827,19827,19827,19873,19873,19873,20024,20024,20024,20108,20108,20108,20273,20273,20273,20541,20541,20541,20317,20317,20317,20496,20496,20496,20743,20743,20743,21029,21029,21029,21014,21014,21014,21494,21494,21494,21796,21796,21796,22228,22228,22228,22584,22584,22584,23129,23129,23129,23695,23695,23695,24230,24230,24230,25008,25008,25008,25460,25460,25460,25552,25552,25552,25499,25499,25499,25433,25433,25433,25348,25348,25348,25196,25196,25196,25050,25050,25050,24973,24973,24973,24791,24791,24791,24689,24689,24689,24519,24519,24519,24343,24343,24343,24106,24106,24106,23906,23906,23906,23624,23624,23624,23217,23217,23217,22921,22921,22921,22537,22537,22537,22151,22151,22151,21785,21785,21785,21485,21485,21485,21262,21262,21262,20945,20945,20945,
Demand,21332,21309,21311,21237,21115,21049,20976,20883,20734,20677,20667,20598,20561,20471,20425,20341,20305,20231,20175,20117,20064,19967,19923,19863,19751,19732,19718,19649,19626,19647,19598,19566,19546,19522,19490,19452,19426,19376,19326,19317,19288,19281,19265,19252,19239,19218,19234,19216,19240,19216,19255,19259,19255,19252,19254,19289,19308,19333,19370,19376,19391,19529,19625,19675,19744,19701,19728,19860,19944,20017,20058,20140,20240,20387,20546,20554,20577,20646,20652,20685,20653,20672,20688,20704,20711,20854,20971,20971,21007,21043,21082,21141,21265,21344,21407,21425,21457,21579,21574,21623,21696,21743,21716,21713,21721,21693,21723,21722,21667,21680,21690,21598,21562,21534,21444,21366,21268,21265,21207,21163,21100,21036,20984,20978,20996,20997,20942,20935,20916,20921,20850,20773,20759,20750,20708,20612,20600,20633,20519,20385,20416,20456,20430,20365,20237,20175,20202,20238,20276,20297,20312,20301,20274,20198,20136,20137,20128,20092,19954,19873,19832,19785,19841,19800,19798,19869,19916,19987,20003,20010,19977,19993,19999,20244,20346,20387,20346,20318,20094,20161,20406,20428,20412,20487,20526,20619,20702,20744,20812,20830,20820,20792,20965,21111,21172,21305,21418,21514,21619,21790,21935,22070,22261,22365,22521,22666,22848,22988,23146,23306,23390,23557,23666,23930,24199,24286,24462,24462,24462,24462,24462,24462,24462,24462,24462,24462,24462,24462,24462,25130,25222,25316,25356,25401,25415,25408,25397,25372,25355,25327,25289,25071,25058,25017,24968,24921,24878,24831,24773,24716,24655,24602,24521,24441,24389,24328,24273,24176,24091,23988,23913,23827,23743,23539,23392,23263,23149,23019,22908,22810,22692,22560,22434,22351,22235,22115,21974,21906,21778,21647,21549,21460,21347,21249,21144,21056,20938,20852,20684,
Day-ahead net forecast,Net demand,19690,19598,19634,19587,19470,19401,19401,19353,19241,19191,19213,19188,19201,19110,19068,18998,18932,18889,18837,18802,18772,18694,18652,18625,18486,18488,18497,18458,18423,18500,18472,18462,18449,18503,18472,18464,18441,18405,18364,18312,18321,18315,18341,18321,18328,18275,18237,18283,18273,18295,18270,18277,18288,18239,18258,18273,18305,18325,18342,18353,18344,18414,18508,18553,18568,18557,18500,18553,18623,18663,18682,18687,18742,18826,18947,18965,18953,18879,18764,18616,18430,18242,18102,17912,17763,17524,17512,17244,16948,16813,16656,16434,16285,16265,16193,16156,16101,16059,16090,15858,15742,15873,15884,15772,15629,15576,15591,15510,15248,15104,15053,14883,14611,14441,14270,14110,13873,13764,13691,13440,12487,12177,11909,11942,11855,11696,11503,11344,11085,10713,10569,10443,10355,10220,10168,10297,10254,10057,9858,9549,9492,9860,10030,9792,9562,9262,9240,9554,9595,9480,9653,9246,9198,9158,9005,8934,8908,9071,8837,8727,8842,9067,9090,9070,9264,9409,9551,9515,9814,10007,10026,9829,9761,10070,10235,10338,10386,10374,10315,10401,10544,10635,10697,10955,11190,11212,11303,11435,11782,12143,12324,12332,12588,13117,13518,13895,14327,14799,15455,16058,16458,16926,17457,17830,18331,18732,19032,19495,19951,20318,20604,20901,21139,21508,21808,21936,22166,22166,22166,22166,22166,22166,22166,22166,22166,22166,22166,22166,22166,22848,22959,23067,23137,23217,23242,23244,23235,23224,23233,23213,23194,23142,23107,23060,23008,22986,22954,22910,22855,22791,22733,22672,22594,22518,22465,22388,22310,22217,22134,22024,21950,21847,21784,21639,21490,21356,21253,21117,21010,20913,20788,20656,20545,20502,20387,20305,20192,20123,20009,19875,19779,19693,19559,19456,19371,19296,19184,19119,19461
Solar,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35,-35,-35,-35,-35,-35,-35,-36,-35,-35,-35,-35,-35,-35,-35,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-37,-37,-38,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-39,-39,-39,-39,-39,-39,-39,-39,-40,-39,-33,-19,3,51,134,260,395,548,705,874,1068,1272,1494,1688,1913,2161,2373,2592,2881,3082,3219,3430,3527,3640,3817,3911,4168,4313,4294,4272,4406,4570,4614,4568,4756,5009,5087,5210,5342,5555,5681,5801,5869,5966,6025,6087,6201,6631,6807,7028,7037,7063,7230,7297,7360,7575,7920,8100,8167,8217,8341,8352,8176,8105,8346,8504,8715,8768,8564,8329,8494,8647,8794,8940,8670,8545,8750,8522,8870,8995,8887,8918,8931,8977,8742,8757,8754,8600,8295,8236,8266,8067,7961,7797,7890,7710,7547,7492,7748,7745,7746,7663,7632,7505,7415,7260,7174,7272,7198,7109,6971,6745,6791,6706,6619,6417,6065,5876,5837,5774,5423,5113,4840,4536,4179,3685,3189,2955,2638,2335,2067,1748,1430,1315,1074,808,631,425,293,182,84,42,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-15,-16,-15,-17,-23,-23,-23,-23,-23,-23,-23,-23,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,,
Wind,1749,1738,1732,1725,1722,1701,1649,1609,1577,1526,1491,1471,1426,1418,1418,1418,1422,1404,1389,1374,1344,1336,1330,1315,1309,1286,1271,1257,1226,1183,1177,1156,1116,1069,1055,1042,1031,1031,1017,1039,1019,1005,983,971,958,991,1006,988,971,979,992,1012,1025,1047,1045,1040,1032,1038,1044,1056,1079,1093,1126,1155,1177,1207,1237,1298,1337,1367,1408,1458,1490,1537,1567,1583,1584,1606,1643,1679,1705,1715,1716,1725,1731,1753,1774,1825,1864,1855,1842,1823,1836,1841,1777,1735,1709,1650,1607,1591,1588,1575,1568,1562,1520,1516,1533,1483,1450,1472,1452,1418,1425,1420,1415,1423,1445,1477,1492,1532,1952,1995,2019,2025,2023,2051,2111,2191,2201,2225,2202,2162,2152,2186,2196,2197,2182,2189,2155,2115,2131,2125,2067,2041,2025,2063,2051,2062,2094,2103,2129,2124,2129,2142,2188,2238,2276,2287,2342,2407,2439,2444,2485,2505,2502,2537,2551,2594,2564,2492,2427,2419,2456,2452,2438,2431,2475,2550,2562,2568,2571,2611,2621,2606,2610,2620,2688,2701,2699,2668,2654,2632,2625,2620,2625,2619,2628,2614,2597,2580,2587,2563,2533,2510,2523,2527,2522,2487,2431,2398,2389,2383,2366,2338,2344,2344,2303,2303,2303,2303,2303,2303,2303,2303,2303,2303,2303,2303,2303,2295,2278,2266,2240,2210,2198,2187,2187,2175,2151,2138,2126,1953,1979,1987,1996,1971,1959,1955,1951,1956,1957,1963,1962,1959,1954,1971,1993,1994,1992,2002,1994,2013,2008,1941,1937,1946,1934,1941,1931,1935,1938,1943,1931,1888,1884,1855,1825,1817,1810,1808,1808,1805,1815,1829,1816,1798,1790,1770,,
