Net Demand 09/11/2018,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,25693,25360,25360,25360,25052,25052,25052,24658,24658,24658,24264,24264,24264,23930,23930,23930,23660,23660,23660,23394,23394,23394,23196,23196,23196,23033,23033,23033,22866,22866,22866,22706,22706,22706,22581,22581,22581,22456,22456,22456,22402,22402,22402,22368,22368,22368,22252,22252,22252,22437,22437,22437,22550,22550,22550,22630,22630,22630,22786,22786,22786,23145,23145,23145,23573,23573,23573,23967,23967,23967,24368,24368,24368,25321,25321,25321,25901,25901,25901,26210,26210,26210,26392,26392,26392,26834,26834,26834,27081,27081,27081,27137,27137,27137,27132,27132,27132,27264,27264,27264,27336,27336,27336,27709,27709,27709,27785,27785,27785,27802,27802,27802,27884,27884,27884,27904,27904,27904,27990,27990,27990,27952,27952,27952,28031,28031,28031,28177,28177,28177,28226,28226,28226,28417,28417,28417,28548,28548,28548,28777,28777,28777,28998,28998,28998,29215,29215,29215,29426,29426,29426,29745,29745,29745,30155,30155,30155,30503,30503,30503,30837,30837,30837,31233,31233,31233,31578,31578,31578,31920,31920,31920,32220,32220,32220,32450,32450,32450,32819,32819,32819,33297,33297,33297,33669,33669,33669,33981,33981,33981,34476,34476,34476,34742,34742,34742,35027,35027,35027,35059,35059,35059,35489,35489,35489,35486,35486,35486,35585,35585,35585,35551,35551,35551,35492,35492,35492,35197,35197,35197,35072,35072,35072,34973,34973,34973,35003,35003,35003,34708,34708,34708,34927,34927,34927,34918,34918,34918,34741,34741,34741,34347,34347,34347,33953,33953,33953,33463,33463,33463,32987,32987,32987,32264,32264,32264,31696,31696,31696,31080,31080,31080,30443,30443,30443,29646,29646,29646,28964,28964,28964,28368,28368,28368,27639,27639,27639,27039,27039,27039,26515,26515,26515,25997,25997,25997,25504,25504,25504
Demand,25531,25454,25387,25259,25134,24991,24846,24720,24588,24456,24299,24209,24121,24015,23892,23823,23737,23682,23609,23547,23477,23360,23277,23189,23109,23047,22981,22940,22898,22823,22768,22708,22629,22547,22483,22471,22450,22435,22432,22422,22344,22267,22214,22218,22224,22201,22205,22183,22174,22252,22340,22393,22435,22469,22491,22493,22519,22556,22622,22714,22774,22994,23208,23346,23441,23566,23639,23835,24016,24138,24306,24435,24573,24952,25346,25603,25742,25869,25940,26018,26136,26174,26306,26400,26420,26656,26853,26872,26930,27003,26977,27004,27034,27018,26994,26986,27007,27258,27384,27435,27452,27473,27513,27552,27592,27574,27643,27588,27672,27678,27733,27775,27786,27780,27765,27793,27858,27841,27805,27789,27814,27894,27987,28014,27951,28012,28035,28108,28172,28214,28247,28255,28280,28386,28469,28540,28628,28691,28757,28802,28832,28900,28958,29018,29054,29142,29247,29308,29381,29475,29575,29710,29885,30051,30000,30072,30224,30367,30626,30679,30831,30904,31006,31131,31261,31362,31490,31580,31748,31768,31860,31940,32099,32225,32326,32454,32602,32713,32864,32955,33149,33214,33334,33445,33619,33772,33923,34013,34113,34233,34405,34515,34581,34535,34580,34684,34931,34997,35143,35151,35227,35284,35395,35517,35556,35521,35467,35478,35562,35571,35683,35601,35619,35570,35566,35539,35494,35338,35141,35117,35066,35083,35029,34935,34817,34789,34769,34726,34655,34561,34548,34598,34635,34624,34728,34740,34739,34717,34686,34640,34561,34359,34276,34193,34023,33915,33785,33576,33340,33199,33087,32917,32721,32486,32377,32196,31988,31799,31575,31358,31159,30954,30720,30480,30311,29994,29755,29516,29242,28992,28793,28547,28327,28121,27913,27698,27450,27265,27024,26820,26655,26491,26346,26121,25930,25755,25581,25437,
Day-ahead net forecast,Net demand,21753,21664,21651,21494,21347,21218,21100,20963,20835,20762,20657,20594,20582,20527,20470,20374,20274,20222,20200,20105,20104,19975,19934,19871,19797,19721,19659,19606,19597,19524,19473,19422,19332,19269,19195,19192,19171,19182,19159,19146,19128,18977,18932,18923,18886,18897,18928,18988,19021,19116,19217,19301,19346,19378,19407,19412,19419,19426,19466,19516,19552,19678,19925,20057,20151,20240,20332,20440,20690,20832,20984,21171,21301,21604,22055,22402,22604,22773,22897,22989,23135,23127,23157,23165,23012,22945,22986,22756,22469,22221,21840,21438,21110,20667,20299,19815,19318,19106,18825,18500,18143,17814,17503,17428,17273,17164,16849,16639,16415,16196,16086,15985,15840,15771,15647,15621,15617,15562,15424,15381,15300,15360,15379,15414,15359,15256,15255,15278,15326,15320,15412,15410,15442,15474,15637,15682,15661,15759,15793,15870,15931,15968,16063,16090,16146,16510,16613,16599,16822,16867,16998,16878,16753,16798,16916,16906,17064,17019,17080,17166,17200,17278,17334,17394,17505,17560,17673,17745,17830,17925,17809,17970,18107,18230,18307,18460,18574,18716,18862,18873,19014,19111,19222,19343,19472,19705,19826,19999,20082,20258,20422,20637,20730,20762,20819,20996,21233,21495,21779,22011,22144,22392,22592,22993,23288,23443,23623,23905,24233,24562,24972,25323,25752,26119,26533,27032,27472,27842,28134,28401,28860,29280,29587,29806,29913,30010,30101,30134,30144,30139,30147,30226,30267,30248,30329,30324,30261,30217,30244,30193,30120,29960,29805,29725,29583,29444,29341,29213,29010,28896,28847,28722,28545,28353,28243,28097,27939,27761,27587,27378,27225,27036,26896,26684,26546,26314,26030,25783,25532,25258,25059,24848,24603,24406,24139,23899,23659,23477,23265,23068,22876,22717,22577,22389,22187,22043,21845,21706,
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,111,217,360,548,783,1041,1338,1695,2069,2457,2859,3272,3672,4071,4508,4945,5378,5859,6278,6668,7035,7352,7448,7658,7798,8145,8372,8626,8815,8937,9049,9157,9250,9327,9400,9424,9524,9587,9659,9725,9772,9814,9859,9897,9949,9992,10027,10061,10077,10109,10135,10158,10181,10183,10192,10223,10256,10277,10288,10290,10296,10301,10311,10275,9986,10023,10110,9922,9904,9827,10062,10233,10267,10259,10123,10035,10164,10220,10225,10235,10231,10237,10235,10231,10226,10220,10229,10232,10242,10239,10229,10226,10213,10201,10180,10150,10122,10087,10068,10045,10023,9986,9947,9909,9864,9820,9769,9710,9656,9592,9517,9449,9374,9291,9206,9111,9009,8905,8789,8658,8508,8338,8155,7956,7741,7494,7232,6950,6635,6290,5910,5502,5080,4641,4198,3751,3304,2835,2391,1956,1568,1217,943,695,505,362,225,155,105,39,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,3821,3797,3795,3814,3828,3835,3798,3815,3806,3740,3708,3642,3583,3526,3465,3481,3485,3488,3445,3451,3436,3423,3371,3356,3348,3348,3352,3346,3322,3328,3324,3314,3319,3317,3293,3281,3285,3262,3264,3271,3275,3301,3295,3294,3332,3317,3265,3197,3153,3101,3092,3074,3075,3075,3072,3080,3089,3119,3135,3173,3189,3204,3226,3249,3239,3284,3298,3299,3269,3256,3252,3222,3183,3175,3149,3122,3091,3044,3005,2973,2923,2919,2871,2859,2867,2834,2794,2786,2760,2728,2728,2713,2687,2686,2698,2707,2722,2697,2701,2678,2648,2639,2656,2645,2643,2616,2615,2612,2626,2657,2693,2744,2765,2783,2790,2781,2778,2786,2771,2777,2757,2751,2737,2722,2757,2782,2777,2773,2764,2795,2727,2705,2676,2667,2639,2657,2661,2659,2647,2615,2608,2610,2575,2584,2590,2581,2581,2579,2617,2677,2716,2748,2802,2891,2944,3006,3069,3145,3206,3278,3338,3375,3398,3443,3486,3531,3551,3560,3594,3653,3700,3700,3711,3743,3757,3780,3794,3832,3875,3969,4025,4050,4070,4117,4141,4148,4214,4213,4257,4283,4311,4324,4366,4417,4436,4428,4468,4457,4396,4354,4352,4358,4359,4322,4316,4351,4351,4316,4318,4332,4358,4365,4344,4368,4351,4296,4254,4247,4221,4283,4257,4223,4227,4224,4236,4276,4323,4375,4379,4350,4327,4337,4350,4365,4371,4417,4476,4504,4465,4478,4487,4476,4492,4508,4523,4503,4496,4452,4393,4347,4302,4264,4250,4214,4184,4173,4139,4105,4075,4057,4020,3989,3938,3884,3831,3810,3799,3829,3838,3817,3826,3802,3794,3809,3855,3894,3891,3867,3849,3841,3831,3833,3830,3815,3802,3777,3800,3782
