Net Demand 03/08/2020,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1
Hour-ahead forecast,20945,20668,20668,20668,20433,20433,20433,20255,20255,20255,20048,20048,20048,19959,19959,19959,19752,19752,19752,19715,19715,19715,19573,19573,,,,,,,,,,,,,19573,19048,19048,19048,19399,19399,19399,19261,19261,19261,19186,19186,19186,19220,19220,19220,19202,19202,19202,19251,19251,19251,19268,19268,19268,19378,19378,19378,19454,19454,19454,19552,19552,19552,19679,19679,19679,19985,19985,19985,20154,20154,20154,20322,20322,20322,20286,20286,20286,20401,20401,20401,20339,20339,20339,20298,20298,20298,20282,20282,20282,20346,20346,20346,20318,20318,20318,20104,20104,20104,19966,19966,19966,19858,19858,19858,19706,19706,19706,19527,19527,19527,19239,19239,19239,19085,19085,19085,18960,18960,18960,18678,18678,18678,18503,18503,18503,18379,18379,18379,18247,18247,18247,18283,18283,18283,18160,18160,18160,18088,18088,18088,18042,18042,18042,17987,17987,17987,18044,18044,18044,18104,18104,18104,18141,18141,18141,18173,18173,18173,18205,18205,18205,18257,18257,18257,18332,18332,18332,18084,18084,18084,18197,18197,18197,18343,18343,18343,18361,18361,18361,18570,18570,18570,18809,18809,18809,19094,19094,19094,19261,19261,19261,19639,19639,19639,20005,20005,20005,20346,20346,20346,20679,20679,20679,21123,21123,21123,21630,21630,21630,22330,22330,22330,22839,22839,22839,22998,22998,22998,23605,23605,23605,24558,24558,24558,25435,25435,25435,25470,25470,25470,25456,25456,25456,25143,25143,25143,25012,25012,25012,24849,24849,24849,24844,24844,24844,24684,24684,24684,24492,24492,24492,24197,24197,24197,23837,23837,23837,23427,23427,23427,23065,23065,23065,22663,22663,22663,22223,22223,22223,21852,21852,21852,21532,21532,21532,21167,21167,21167,20840,20840,20840
Demand,20684,20601,20724,20682,20605,20554,20474,20410,20334,20268,20206,20157,20076,20050,20100,20030,20021,19956,19894,19827,19771,19715,19685,19622,,,,,,,,,,,,,19568,19522,19477,19447,19394,19368,19328,19310,19264,19258,19230,19226,19210,19219,19260,19244,19231,19221,19198,19210,19219,19211,19214,19218,19232,19310,19354,19379,19394,19421,19451,19495,19495,19542,19559,19576,19639,19714,19779,19829,19902,19898,19863,19995,20112,20058,20133,20275,20220,20250,20390,20385,20390,20351,20322,20274,20269,20253,20241,20245,20137,20207,20295,20279,20239,20230,20170,20130,20082,20042,19947,19906,19846,19857,19828,19759,19588,19540,19613,19544,19425,19331,19265,19171,19085,19018,18961,18891,18816,18812,18754,18712,18650,18586,18521,18509,18419,18367,18403,18350,18320,18289,18204,18173,18237,18184,18193,18244,18151,18072,17998,17955,17999,17979,17935,17958,18140,18111,17979,18008,18022,17809,17903,17786,17784,17779,17781,17825,17820,17780,17794,17811,17860,17863,17918,17916,17878,17916,17953,17927,18020,18065,18089,18117,18134,18159,18215,18241,18258,18216,18254,18436,18540,18572,18600,18725,18841,18896,18946,19034,19201,19314,19424,19518,19609,19580,19759,20004,20137,20131,20334,20495,20560,20777,20947,21098,21323,21497,21707,21877,22094,22289,22543,22759,22937,23109,23264,23414,23562,23749,23947,24154,24374,24557,24763,24985,25066,25161,25230,25276,25290,25346,25353,25351,25380,25344,25339,25275,25239,25194,25172,25080,24999,24946,24871,24818,24718,24672,24698,24637,24536,24443,24321,24250,24134,24051,23948,23791,23670,23522,23409,23314,23144,23049,22885,22735,22592,22457,22322,22196,22053,21924,21771,21665,21510,21379,21287,21170,21103,20968,20877,20791,20637
Day-ahead net forecast,Net demand,19461,19281,19337,19408,19321,19249,19170,19107,19020,18939,18871,18848,18795,18769,18795,18838,18791,18774,18716,18661,18645,18608,18554,18490,,,,,,,,,,,,,18427,18379,18322,18311,18280,18245,18231,18214,18183,18128,18116,18097,18082,18064,18085,18113,18102,18128,18120,18153,18220,18226,18244,18250,18265,18323,18346,18358,18375,18409,18429,18506,18531,18582,18619,18673,18703,18766,18815,18861,18935,19020,19012,19095,19281,19284,19268,19388,19424,19367,19444,19494,19455,19331,19165,18919,18555,18217,17931,17634,17200,16880,16530,16216,15798,15402,14858,14279,13812,13394,12938,12518,12021,11652,11341,10951,10570,10196,10028,9856,9628,9479,9454,9339,8459,8233,8054,7944,7915,8027,7982,7962,7969,7943,7836,7740,7716,7648,7654,7803,7844,7979,7950,7902,7819,7772,7694,7643,7708,7774,7597,7526,7728,7664,7590,7698,7806,8134,8145,8157,8084,7687,7564,7306,7353,7516,7489,7254,7204,7305,7398,7438,7359,7214,7340,7230,7020,7137,7196,7088,7396,7678,7834,7888,8146,8250,8221,8186,8120,8242,8333,8336,8195,8127,8253,8684,9453,9918,9604,9534,9757,9890,9818,9619,9795,10249,10965,11532,11871,11933,12446,12883,13165,13555,14139,14707,15503,16136,16766,17348,17945,18552,19182,19728,20275,20668,20977,21211,21445,21679,21945,22189,22441,22645,22863,23132,23299,23460,23523,23581,23567,23573,23543,23535,23578,23589,23605,23525,23475,23410,23375,23296,23210,23168,23063,22980,22881,22836,22855,22813,22740,22708,22637,22554,22435,22404,22350,22222,22045,21819,21654,21544,21415,21359,21234,21096,20981,20873,20761,20662,20512,20378,20229,20097,19935,19802,19724,19652,19594,19479,19402,19319
Solar,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,,,,,,,,,,,,,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-32,-33,-33,-33,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-32,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-33,-34,-34,-26,-14,11,70,149,260,453,773,1117,1418,1734,2138,2484,2924,3256,3638,4044,4521,5069,5474,5852,6207,6572,7005,7385,7756,8068,8348,8635,8830,8994,9068,9144,9080,9236,9670,9788,9835,9849,9868,9756,9726,9712,9690,9645,9694,9752,9650,9603,9685,9468,9391,9235,9154,9123,9161,9165,9189,9303,9208,8963,9081,9220,9054,9114,9103,9020,9108,8864,8644,8610,8665,8797,8997,9115,9112,8927,8874,9130,9190,9048,8989,8947,9031,9164,9139,9166,9321,9219,9094,9175,9017,8736,8621,8630,8387,8270,8335,8412,8543,8457,8365,8494,8701,8831,8710,8494,7938,7291,7416,7615,7496,7428,7502,7880,7909,7484,6833,6453,6169,6145,5825,5525,5277,5149,4760,4392,3876,3352,2940,2533,2163,1820,1501,1160,784,514,339,217,96,36,-2,-22,-31,-33,-32,-31,-31,-31,-31,-30,-30,-30,-30,-30,-30,-30,-30,-29,-29,-29,-29,-29,-29,-29,-29,-29,-29,-30,-30,-30,-30,-30,-30,-30,-30,-30,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-32,-32,-32,-32,-32,-32,-32,-32,-31,-31,
Wind,1370,1353,1341,1334,1345,1364,1363,1358,1374,1388,1389,1364,1341,1322,1296,1260,1249,1234,1231,1225,1178,1162,1169,1186,,,,,,,,,,,,,1200,1194,1192,1185,1175,1156,1150,1135,1135,1160,1163,1162,1174,1178,1192,1175,1151,1137,1117,1078,1041,1023,1003,999,986,1000,1026,1046,1042,1045,1029,1009,981,977,954,930,938,954,966,976,976,925,884,853,837,834,863,866,879,895,888,890,885,876,912,947,973,940,901,885,855,851,848,831,825,821,816,814,827,849,859,868,852,826,796,770,750,742,743,748,770,760,747,644,941,965,1063,1100,1053,1036,1054,1045,1012,994,983,1017,1075,1085,1091,1110,1095,1098,1110,1140,1217,1254,1272,1287,1310,1316,1303,1252,1220,1215,1225,1231,1216,1193,1190,1231,1253,1278,1303,1343,1364,1363,1370,1415,1437,1444,1425,1418,1427,1471,1464,1480,1514,1584,1646,1670,1681,1673,1653,1635,1645,1640,1630,1605,1606,1558,1537,1556,1590,1622,1665,1633,1606,1650,1840,1900,1939,1990,2029,1998,1956,1959,2046,2079,2095,2111,2118,2120,2160,2144,2114,2098,2052,2079,2085,2066,2055,1992,1918,1939,1940,1955,1967,1998,2027,2046,2005,1981,1967,1936,1932,1889,1817,1730,1732,1726,1741,1791,1835,1848,1835,1795,1765,1778,1792,1811,1827,1817,1821,1807,1833,1866,1871,1866,1870,1861,1837,1780,1729,1720,1740,1691,1643,1601,1645,1732,1773,1804,1779,1734,1693,1681,1651,1625,1603,1571,1574,1583,1579,1601,1612,1617,1601,1559,1543,1532,1510,1509,
