Net Demand 11/13/2019,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,21139,20885,20885,20885,20693,20693,20693,20445,20445,20445,20172,20172,20172,20025,20025,20025,19885,19885,19885,19733,19733,19733,19581,19581,19581,19471,19471,19471,19350,19350,19350,19276,19276,19276,19228,19228,19228,19217,19217,19217,19193,19193,19193,19185,19185,19185,19245,19245,19245,19451,19451,19451,19635,19635,19635,19793,19793,19793,19945,19945,19945,20443,20443,20443,20860,20860,20860,21239,21239,21239,21606,21606,21606,22426,22426,22426,22887,22887,22887,23175,23175,23175,23298,23298,23298,23786,23786,23786,23959,23959,23959,23951,23951,23951,23821,23821,23821,23797,23797,23797,23720,23720,23720,23628,23628,23628,23504,23504,23504,23412,23412,23412,23346,23346,23346,23234,23234,23234,23072,23072,23072,23201,23201,23201,23168,23168,23168,23160,23160,23160,23199,23199,23199,23186,23186,23186,23168,23168,23168,23272,23272,23272,23303,23303,23303,23489,23489,23489,23493,23493,23493,23634,23634,23634,23832,23832,23832,24004,24004,24004,24222,24222,24222,24337,24337,24337,24511,24511,24511,24679,24679,24679,24839,24839,24839,25017,25017,25017,25190,25190,25190,25323,25323,25323,25536,25536,25536,25600,25600,25600,25891,25891,25891,25944,25944,25944,26157,26157,26157,26512,26512,26512,27073,27073,27073,27754,27754,27754,28260,28260,28260,28152,28152,28152,28134,28134,28134,27788,27788,27788,27596,27596,27596,27470,27470,27470,27396,27396,27396,27146,27146,27146,26964,26964,26964,26732,26732,26732,26542,26542,26542,26276,26276,26276,26062,26062,26062,25786,25786,25786,25529,25529,25529,25265,25265,25265,24917,24917,24917,24529,24529,24529,24120,24120,24120,23659,23659,23659,23207,23207,23207,22821,22821,22821,22425,22425,22425,22172,22172,22172,21861,21861,21861,21531,21531,21531,21157,21157,21157,
Demand,20976,20935,20896,20791,20730,20614,20541,20474,20414,20339,20277,20209,20144,20098,20049,19998,19921,19864,19807,19761,19708,19658,19605,19558,19532,19484,19483,19433,19392,19356,19308,19280,19257,19235,19209,19200,19195,19203,19212,19195,19194,19189,19182,19203,19206,19212,19219,19220,19248,19332,19377,19438,19497,19539,19574,19630,19691,19770,19851,19907,20032,20171,20347,20517,20651,20727,20857,21008,21153,21293,21441,21619,21779,22027,22286,22437,22618,22722,22811,22961,23098,23186,23314,23342,23434,23615,23773,23811,23884,23863,23836,23845,23851,23803,23827,23776,23671,23734,23813,23770,23778,23708,23643,23578,23581,23555,23536,23552,23489,23499,23474,23449,23403,23326,23308,23298,23262,23221,23198,23186,23189,23189,23165,23151,23125,23127,23068,23095,23124,23127,23116,23150,23142,23160,23200,23217,23277,23303,23348,23407,23425,23433,23420,23425,23451,23505,23534,23559,23585,23564,23600,23637,23677,23716,23825,23908,23971,24029,24100,24149,24210,24233,24239,24313,24325,24384,24441,24487,24512,24584,24629,24703,24767,24806,24851,24858,24873,24946,25045,25110,25131,25193,25241,25275,25340,25423,25484,25546,25591,25605,25674,25766,25807,25848,25864,25933,26031,26154,26250,26375,26474,26629,26812,27018,27225,27452,27605,27775,27873,27963,28001,28012,28047,28035,28046,28047,27974,27848,27810,27788,27756,27736,27683,27606,27580,27526,27464,27387,27321,27218,27137,27091,27009,26960,26901,26847,26786,26727,26649,26590,26486,26414,26421,26424,26333,26256,26152,26056,25976,25869,25753,25641,25526,25398,25365,25245,25105,25003,24892,24748,24605,24467,24315,24177,24003,23787,23725,23688,23533,23375,23255,23108,22961,22826,22646,22534,22366,22229,22134,21972,21826,21728,21631,21502,21412,21275,21191,21082,20933,
Day-ahead net forecast,Net demand,20826,20740,20745,20648,20547,20470,20377,20302,20241,20165,20093,20010,19962,19878,19836,19781,19718,19640,19591,19524,19483,19429,19366,19319,19271,19237,19203,19188,19131,19097,19051,19012,18994,18970,18948,18925,18920,18917,18934,18947,18918,18938,18936,18937,18965,18951,18956,18950,18972,19042,19075,19162,19199,19252,19281,19323,19385,19441,19522,19578,19667,19800,19976,20144,20328,20418,20521,20681,20834,20978,21105,21291,21452,21655,21930,22111,22281,22381,22413,22437,22456,22393,22332,22169,21961,21865,21829,21732,21594,21308,21006,20750,20613,20451,20269,20092,19636,19037,18781,18429,18142,17861,17607,17584,17483,17379,17203,17063,16982,17167,17165,17184,17222,17202,17148,17065,16985,16859,16798,16746,16030,16059,16037,15979,15977,15963,15872,15806,15851,15721,15522,15334,15155,15067,15026,14880,14863,14973,14962,15220,15305,15232,14859,14919,15064,15282,15280,15421,15495,15597,15676,15755,15741,15708,15998,16061,16196,16416,16457,16578,16680,16706,16792,16951,16908,16950,17281,17759,18018,18250,18353,18485,18879,19214,19431,19538,19652,19931,20239,20516,20714,20861,21227,21474,21600,21858,22070,22259,22463,22670,23033,23325,23566,23875,24211,24420,24690,24981,25211,25429,25580,25760,25995,26288,26504,26728,26893,27076,27182,27259,27282,27216,27264,27247,27250,27248,27174,27048,27007,26984,26939,26905,26843,26757,26699,26642,26563,26467,26364,26242,26145,26081,25967,25866,25776,25703,25635,25584,25526,25483,25387,25312,25315,25301,25220,25140,25001,24866,24724,24559,24425,24337,24192,23975,23895,23748,23563,23439,23313,23140,22934,22752,22598,22476,22307,22072,21935,21766,21469,21161,20930,20785,20674,20583,20486,20460,20344,20239,20190,20056,19929,19850,19744,19561,19436,19307,19245,19147,19550
Solar,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-37,-38,-37,-37,-37,-37,-37,-37,-37,-37,-37,-38,-38,-38,-38,-38,-38,-38,-38,-38,-39,-39,-38,-39,-39,-39,-39,-38,-38,-39,-38,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-40,-40,-40,-40,-40,-40,-41,-37,-30,-14,23,91,189,333,503,683,922,1207,1455,1658,1847,2084,2383,2647,2911,3054,3193,3345,3575,3980,4571,4915,5266,5574,5823,5988,5950,6025,6139,6294,6446,6475,6262,6250,6220,6161,6114,6139,6202,6293,6381,6386,6454,6826,6823,6805,6863,6842,6850,6863,6971,6927,7034,7203,7423,7575,7665,7689,7830,7899,7777,7846,7653,7544,7525,7840,7819,7659,7468,7484,7395,7344,7221,7172,7092,7156,7239,7091,7052,7006,6840,6793,6786,6710,6706,6662,6536,6584,6617,6412,5946,5690,5506,5424,5407,5134,4777,4604,4474,4391,4200,3978,3794,3542,3499,3160,2901,2831,2679,2547,2412,2278,2106,1835,1608,1460,1221,918,750,600,423,276,172,105,54,-8,-108,-143,-140,-139,-140,-139,-138,-135,-45,-39,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-39,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-38,-39,-39,-39,-39,-39,-39,-39,-39,-40,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,,
Wind,231,229,229,227,229,232,230,233,237,240,249,255,260,265,272,278,278,278,282,286,289,291,293,295,299,305,309,308,311,312,313,315,313,309,310,313,318,315,311,305,298,295,291,291,293,293,297,301,301,303,301,300,306,314,321,320,321,328,337,346,348,346,341,335,327,322,310,303,300,301,306,307,307,304,298,291,285,280,279,278,273,267,258,252,243,234,228,223,218,211,205,197,192,186,179,170,152,130,109,93,78,73,67,64,57,56,54,55,51,50,53,52,45,36,29,24,17,12,7,2,323,316,313,311,311,314,318,327,334,339,347,359,376,415,452,487,513,534,549,563,582,608,666,712,749,767,760,757,760,755,764,773,777,775,778,780,799,803,810,812,815,817,822,816,819,828,835,838,846,850,849,843,842,844,855,857,855,861,858,865,873,888,911,922,920,910,901,891,886,880,866,852,838,812,794,784,776,776,781,785,793,813,832,842,853,857,850,835,826,836,845,839,824,824,831,837,842,843,841,842,852,868,880,886,912,923,937,956,989,1017,1027,1045,1077,1128,1161,1184,1189,1188,1168,1150,1143,1143,1142,1161,1158,1154,1184,1222,1280,1344,1371,1351,1363,1452,1505,1531,1577,1604,1619,1643,1701,1754,1763,1747,1741,1750,1814,1930,2082,2229,2354,2374,2339,2297,2229,2131,2074,2041,1999,1962,1948,1924,1922,1975,2014,2015,1993,1982,,
