Net Demand 08/16/2021,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00.1,
Hour-ahead forecast,28678,28212,28212,28212,27773,27773,27773,27293,27293,27293,26876,26876,26876,26499,26499,26499,26140,26140,26140,25815,25815,25815,25537,25537,25537,25191,25191,25191,24890,24890,24890,24705,24705,24705,24565,24565,24565,24491,24491,24491,24474,24474,24474,24311,24311,24311,24332,24332,24332,24499,24499,24499,24535,24535,24535,24618,24618,24618,24961,24961,24961,25366,25366,25366,25628,25628,25628,25880,25880,25880,26471,26471,26471,26811,26811,26811,27058,27058,27058,27377,27377,27377,27961,27961,27961,28344,28344,28344,28780,28780,28780,28967,28967,28967,29268,29268,29268,29615,29615,29615,29712,29712,29712,29891,29891,29891,30122,30122,30122,30362,30362,30362,30546,30546,30546,30818,30818,30818,31091,31091,31091,31454,31454,31454,31789,31789,31789,32161,32161,32161,32481,32481,32481,33014,33014,33014,33486,33486,33486,33976,33976,33976,34464,34464,34464,34955,34955,34955,35574,35574,35574,36161,36161,36161,36768,36768,36768,37409,37409,37409,37866,37866,37866,38325,38325,38325,38784,38784,38784,39304,39304,39304,39831,39831,39831,40220,40220,40220,40604,40604,40604,41112,41112,41112,41473,41473,41473,41825,41825,41825,42000,42000,42000,42323,42323,42323,42487,42487,42487,42644,42644,42644,42657,42657,42657,42741,42741,42741,42879,42879,42879,42822,42822,42822,42499,42499,42499,42313,42313,42313,42024,42024,42024,41646,41646,41646,41251,41251,41251,40884,40884,40884,40531,40531,40531,40313,40313,40313,40133,40133,40133,39840,39840,39840,39073,39073,39073,38559,38559,38559,38097,38097,38097,37511,37511,37511,36835,36835,36835,36130,36130,36130,35369,35369,35369,34612,34612,34612,33786,33786,33786,32917,32917,32917,32089,32089,32089,31400,31400,31400,30718,30718,30718,30096,30096,30096,29552,29552,29552,
Demand,28594,28512,28387,28258,28117,27956,27796,27670,27523,27368,27202,27046,26915,26806,26706,26598,26458,26327,26204,26084,25982,25869,25714,25574,25475,25367,25325,25221,25142,25060,24998,24927,24843,24793,24727,24651,24574,24609,24606,24542,24492,24452,24411,24391,24370,24322,24327,24297,24300,24370,24450,24461,24518,24500,24522,24582,24647,24681,24710,24759,24821,24970,25183,25315,25377,25479,25531,25641,25783,25872,25946,26055,26159,26463,26752,26884,27015,27047,27075,27199,27327,27401,27483,27567,27692,28059,28275,28414,28477,28558,28604,28692,28753,28834,28910,28979,29089,29286,29393,29435,29522,29568,29542,29625,29698,29759,29784,29855,29955,30121,30234,30306,30370,30425,30431,30513,30608,30675,30730,30864,30935,31113,31184,31307,31444,31527,31680,31771,31823,31982,32178,32301,32440,32644,32800,32938,33093,33278,33380,33548,33752,33884,34000,34187,34362,34490,34687,34875,35074,35291,35498,35685,35849,36026,36228,36474,36641,36784,36965,37123,37279,37493,37660,37851,38035,38229,38398,38594,38774,38891,39054,39227,39383,39512,39611,39752,39936,40102,40270,40449,40526,40591,40728,40920,41012,41227,41334,41454,41573,41689,41830,41979,42076,41926,41920,42059,42169,42278,42357,42439,42512,42598,42596,42692,42743,42612,42533,42586,42625,42679,42750,42766,42759,42823,42827,42783,42737,42457,42264,42247,42181,42097,42045,42007,41945,41867,41866,41720,41559,41364,41190,41064,40924,40790,40720,40592,40494,40454,40010,39908,39842,39712,39658,39579,39452,39345,39199,39165,39009,38840,38628,38408,38159,38006,37926,37742,37521,37267,37107,36899,36693,36418,36217,35948,35642,35251,34918,34627,34388,34100,33857,33577,33278,33091,32774,32522,32254,31906,31726,31468,31238,31009,30826,30614,30392,30158,29933,29722,29496,
Day-ahead net forecast,Net demand,24767,24612,24528,24359,24257,24059,23893,23749,23609,23459,23313,23091,22942,22778,22670,22582,22480,22307,22208,22097,22002,21862,21762,21556,21475,21371,21338,21279,21186,21126,21054,20999,20951,20879,20839,20761,20707,20721,20778,20772,20747,20707,20712,20711,20731,20675,20680,20740,20781,20865,21036,21138,21212,21246,21295,21378,21488,21530,21541,21583,21657,21719,21917,22101,22214,22364,22500,22650,22843,22986,23150,23303,23417,23640,24022,24159,24324,24397,24424,24481,24625,24666,24746,24787,24842,25013,25246,25220,25169,25014,24973,24862,24712,24532,24271,23917,23651,23550,23339,22867,22512,22342,22216,22375,22169,21717,21316,21178,21119,21090,21044,20803,20794,20670,20581,20434,20384,20255,20162,20200,20163,20143,20056,20167,20237,20278,20406,20227,20090,20100,20141,20497,20682,20940,20978,20950,20952,21022,21096,21172,21247,21388,21537,21645,21894,21929,22101,22202,22323,22534,22726,22887,23058,23178,23321,23530,23696,23854,23929,24067,24144,24315,24475,24595,24763,24912,25050,25152,25285,25499,25600,25753,25937,26202,26436,26516,26668,26805,26836,27031,27066,27259,27337,27575,27705,27865,28129,28373,28561,28705,28967,29219,29481,29619,29518,29697,29970,30086,30223,30360,30545,30814,30927,31146,31360,31495,31405,31602,31807,32081,32356,32672,32919,33281,33580,33769,34032,34126,34170,34433,34725,34990,35221,35521,35728,35843,36032,36106,36178,36123,36006,36000,35957,35916,35853,35858,35800,35723,35849,35503,35366,35215,35107,34972,34807,34686,34560,34392,34306,34205,34081,33861,33606,33298,33216,33017,32754,32430,32139,31952,31683,31434,31165,30989,30665,30345,29971,29692,29440,29239,29013,28783,28531,28368,28154,27925,27707,27416,27223,27038,26825,26627,26459,26280,26129,25917,25712,25531,25374
Solar,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-3,-4,-5,-5,-5,-4,-4,-4,-4,-3,-1,4,18,35,68,113,175,260,370,478,593,709,881,1072,1298,1536,1770,1975,2222,2513,2815,3239,3718,4071,4363,4805,5361,5793,6081,6216,6119,6453,7047,7533,7737,7881,8098,8327,8685,8766,8928,9097,9163,9330,9542,9704,9771,9914,10071,10243,10242,10295,10323,10387,10675,10840,11031,11114,10900,10846,10779,10888,11079,11230,11371,11400,11479,11585,11626,11607,11633,11630,11741,11768,11817,11820,11808,11822,11805,11788,11813,11861,11862,11833,11796,11829,11790,11774,11739,11725,11718,11667,11644,11676,11664,11653,11618,11557,11582,11554,11411,11298,11295,11242,11229,11242,11114,11077,10933,10901,10856,10823,10793,10645,10504,10358,10279,10130,10001,9864,9714,9601,9442,9310,9232,9073,8964,8819,8573,8408,8241,8081,7847,7713,7474,7232,6969,6697,6366,6019,5602,5305,4952,4643,4288,3934,3632,3297,2969,2640,2343,2058,1783,1527,1273,1034,863,706,576,473,394,330,281,242,218,-25,-46,-45,-45,-44,-44,-44,-43,-43,-42,-42,-42,-42,-42,-42,-42,-41,-40,-40,-40,-40,-39,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-37,-37,-37,-37,-37,-37,
Wind,3933,3919,3919,3948,3931,3949,3971,3979,3970,3967,3972,4003,4040,4065,4084,4057,4049,4073,4046,4031,4028,4038,4056,4051,4040,4031,4015,3975,3973,3970,3972,3952,3929,3922,3917,3914,3902,3871,3824,3800,3778,3750,3711,3682,3661,3656,3619,3567,3513,3452,3381,3323,3282,3246,3218,3171,3142,3137,3148,3148,3169,3177,3177,3177,3138,3074,3011,2941,2892,2838,2775,2723,2693,2669,2660,2652,2622,2568,2527,2472,2402,2333,2223,2159,2079,2014,1924,1841,1797,1747,1667,1585,1529,1457,1389,1347,1332,1302,1259,1224,1206,1154,1098,1088,1065,1009,944,924,904,874,852,818,812,810,822,852,861,866,864,841,847,852,850,844,871,866,854,839,815,812,821,837,840,864,880,876,852,842,841,838,833,831,834,817,794,759,773,792,830,868,880,925,945,968,957,997,1036,1074,1133,1217,1279,1351,1402,1471,1527,1581,1640,1692,1753,1761,1785,1825,1819,1838,1849,1893,1933,2009,2122,2228,2317,2388,2400,2433,2455,2491,2517,2540,2606,2654,2678,2701,2685,2667,2755,2849,2883,2930,3026,3081,3103,3179,3237,3263,3272,3328,3383,3482,3543,3604,3669,3716,3794,3896,3966,4038,4096,4143,4171,4179,4153,4156,4163,4145,4184,4240,4319,4395,4405,4452,4520,4544,4540,4549,4538,4511,4485,4522,4461,4506,4541,4580,4635,4686,4742,4753,4773,4830,4804,4739,4686,4675,4721,4775,4804,4840,4911,4983,5053,5080,5119,5134,5145,5124,5134,5114,5104,5089,5066,5011,4980,4944,4895,4841,4786,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,
