Net Demand 04/27/2019,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,23047,22726,22726,22726,22375,22375,22375,22141,22141,22141,21837,21837,21837,21503,21503,21503,21261,21261,21261,21041,21041,21041,20799,20799,20799,20588,20588,20588,20432,20432,20432,20288,20288,20288,20180,20180,20180,20090,20090,20090,20009,20009,20009,19938,19938,19938,19887,19887,19887,19871,19871,19871,19898,19898,19898,19953,19953,19953,20002,20002,20002,20119,20119,20119,20260,20260,20260,20465,20465,20465,20568,20568,20568,20800,20800,20800,20727,20727,20727,20653,20653,20653,20722,20722,20722,21123,21123,21123,21265,21265,21265,21263,21263,21263,21469,21469,21469,21741,21741,21741,21841,21841,21841,21659,21659,21659,21678,21678,21678,21833,21833,21833,21868,21868,21868,21797,21797,21797,21820,21820,21820,21658,21658,21658,21609,21609,21609,21468,21468,21468,21358,21358,21358,21369,21369,21369,21368,21368,21368,21124,21124,21124,21006,21006,21006,20850,20850,20850,20833,20833,20833,20753,20753,20753,20691,20691,20691,20696,20696,20696,20741,20741,20741,20893,20893,20893,20824,20824,20824,20956,20956,20956,21041,21041,21041,21284,21284,21284,21408,21408,21408,21734,21734,21734,21957,21957,21957,22023,22023,22023,22448,22448,22448,22510,22510,22510,22741,22741,22741,23204,23204,23204,23303,23303,23303,23583,23583,23583,23842,23842,23842,24123,24123,24123,24453,24453,24453,24654,24654,24654,24860,24860,24860,25085,25085,25085,25176,25176,25176,25476,25476,25476,25692,25692,25692,25976,25976,25976,26306,26306,26306,26505,26505,26505,26573,26573,26573,26365,26365,26365,26034,26034,26034,25753,25753,25753,25499,25499,25499,25251,25251,25251,24990,24990,24990,24652,24652,24652,24292,24292,24292,23813,23813,23813,23382,23382,23382,22771,22771,22771,22361,22361,22361,22046,22046,22046,21689,21689,21689
Demand,22930,22813,22704,22657,22505,22381,22276,22190,22090,21960,21850,21747,21656,21578,21501,21399,21353,21229,21111,21060,20970,20903,20849,20769,20695,20651,20617,20551,20536,20470,20402,20356,20319,20268,20206,20192,20144,20117,20084,20062,20007,20009,19967,19948,19910,19891,19889,19845,19825,19873,19902,19910,19916,19898,19897,19951,19952,19929,19941,19964,19964,20103,20186,20246,20272,20311,20341,20349,20378,20456,20497,20561,20638,20744,20827,20832,20818,20794,20803,20815,20846,20892,20885,20897,20958,20989,21081,21162,21250,21329,21275,21280,21271,21361,21422,21490,21550,21547,21625,21634,21640,21678,21706,21683,21707,21713,21763,21744,21706,21753,21831,21847,21827,21837,21894,21867,21825,21759,21653,21654,21631,21635,21602,21616,21667,21581,21478,21411,21478,21526,21467,21395,21304,21235,21160,21090,21006,21049,21047,21022,20978,20982,20968,20847,20864,20806,20681,20675,20743,20641,20678,20717,20833,20871,20815,20681,20655,20663,20769,20746,20679,20695,20698,20652,20651,20741,20752,20789,20852,20959,20921,20980,21034,21037,21030,21087,21199,21295,21402,21569,21604,21555,21657,21719,21822,21928,22030,22110,22214,22231,22288,22338,22445,22607,22727,22747,22796,22854,22957,23064,23172,23259,23396,23438,23468,23597,23665,23741,23829,23955,24072,24166,24256,24317,24417,24487,24568,24665,24782,24822,24856,24957,25039,25070,25151,25267,25346,25358,25342,25374,25442,25440,25498,25632,25697,25798,25898,26032,26149,26269,26338,26385,26403,26437,26409,26380,26299,26252,26192,26147,26086,26042,25964,25872,25794,25753,25596,25624,25518,25435,25286,25256,25215,25093,24915,24739,24521,24403,24278,24150,24056,23900,23730,23585,23445,23247,23090,22953,22843,22699,22555,22436,22308,22160,22051,21922,21797,21685,
Day-ahead net forecast,Net demand,18728,18552,18480,18405,18337,18211,18105,18019,17966,17831,17696,17550,17466,17355,17274,17146,16993,16876,16725,16672,16634,16551,16474,16375,16276,16194,16166,16043,15975,15940,15850,15825,15826,15818,15748,15701,15653,15631,15649,15650,15536,15470,15459,15411,15329,15292,15270,15255,15221,15235,15254,15292,15337,15265,15205,15246,15268,15278,15335,15424,15452,15589,15761,15874,16040,16138,16238,16298,16359,16417,16536,16683,16773,16863,17009,17041,16948,16854,16673,16535,16315,16091,15816,15654,15296,14994,14589,14227,13882,13668,13860,13870,13813,13542,13374,13123,12775,12259,11776,11712,11892,11728,11734,11813,11784,11622,11338,11325,11083,10459,10053,9962,9883,9801,9758,9789,9841,9793,9912,9858,9909,10016,10004,9954,10061,10114,10280,10243,10014,9928,9905,9833,9745,9678,9470,9712,9896,9702,9439,9500,9844,10336,10336,9893,9733,9623,9587,9347,9237,9589,9792,9422,9030,8935,8800,9004,9362,9064,8843,8829,8814,9129,9249,9016,8797,8725,8817,9038,8918,8665,8784,8711,8764,9144,9267,9147,8979,8915,8660,8392,8479,9091,9515,9568,9481,9588,9524,9448,9440,9813,10044,10228,10136,10415,10642,10916,11182,11289,11334,11516,11648,11741,11718,11901,12040,12331,12707,13047,13225,13315,13333,13370,13246,13693,13985,14216,14731,15466,15823,16324,16754,17136,17614,18091,18581,18928,19270,19629,19951,20121,20406,20624,20821,21033,21253,21475,21640,21764,21908,22031,22097,22175,22115,22004,22014,21958,21901,21856,21893,21913,21883,21931,21950,21961,22030,22055,22038,21929,21933,21877,21747,21602,21525,21422,21249,21091,20870,20783,20600,20537,20396,20236,20035,19903,19769,19583,19356,19189,19116,19024,18920,18773,18620,18448,18287,18168,17990,17865,
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,87,202,363,558,815,1132,1451,1697,2037,2417,2924,3380,3829,4075,3947,3932,4047,4380,4643,4967,5384,5948,6404,6549,6430,6598,6654,6544,6571,6781,7093,7101,7285,7879,8303,8445,8558,8652,8720,8715,8653,8668,8522,8588,8585,8490,8469,8500,8483,8453,8134,8138,8381,8561,8569,8640,8630,8587,8725,8442,8208,8392,8671,8560,8201,7677,7739,8151,8287,8385,8314,8446,8602,8168,7966,8334,8778,8944,8966,8552,8156,8445,8662,8723,8646,8361,8356,8496,8609,8805,8751,8533,8737,8997,8932,8997,8946,8581,8348,8461,8690,8855,9225,9617,9509,8850,8461,8463,8586,8551,8707,8857,8788,8405,8200,8029,8205,8015,7814,7618,7383,7363,7396,7374,7325,7327,7482,7363,7192,6970,6692,6461,6424,6429,6561,6666,6841,6424,6215,6057,5561,4957,4733,4318,3978,3681,3260,2822,2420,2097,1792,1436,1068,817,621,456,327,232,144,51,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
Wind,4286,4301,4276,4264,4247,4206,4217,4211,4173,4181,4207,4231,4232,4247,4268,4297,4374,4407,4433,4402,4385,4376,4392,4429,4454,4468,4490,4530,4562,4559,4567,4556,4504,4469,4471,4510,4508,4499,4442,4425,4495,4548,4533,4543,4594,4595,4626,4601,4604,4618,4625,4614,4594,4650,4698,4686,4676,4662,4587,4536,4498,4467,4391,4334,4236,4147,4085,4044,4021,4002,3920,3870,3838,3840,3798,3774,3789,3759,3760,3737,3738,3684,3623,3573,3583,3588,3555,3550,3542,3552,3521,3474,3442,3413,3402,3398,3395,3408,3391,3380,3352,3340,3329,3313,3332,3335,3324,3343,3381,3446,3465,3461,3389,3380,3397,3377,3359,3321,3275,3209,3162,3133,3153,3127,3112,3094,3067,3062,3059,3029,3012,2975,2977,3029,2970,2916,2938,2954,2932,2944,2908,2889,2896,2880,2849,2845,2867,2882,2853,2888,2941,2958,2984,3009,3056,3124,3177,3198,3216,3219,3219,3156,3095,3178,3236,3211,3165,3194,3245,3247,3226,3265,3261,3293,3408,3470,3483,3491,3516,3519,3540,3576,3624,3671,3682,3742,3777,3789,3911,3981,4017,4023,4061,4115,4182,4197,4210,4192,4158,4152,4135,4152,4137,4150,4207,4225,4208,4193,4147,4172,4144,4094,4098,4136,4173,4165,4182,4158,4159,4128,4091,4078,4099,4111,4114,4181,4234,4276,4336,4396,4377,4331,4325,4304,4278,4213,4216,4217,4193,4194,4201,4213,4293,4436,4409,4440,4417,4418,4327,4254,4218,4132,4048,3927,3788,3696,3679,3669,3621,3594,3603,3665,3715,3724,3736,3738,3715,3681,3692,3678,3699,3740,3744,3741,3732,3747,3821,3814,3764,3728,3699,3714,3739,3779,3803,3818,3854,3877
