date,Megawatts
2022-01-08 00:00:00,281517.0
2022-01-08 01:00:00,249364.0
2022-01-08 02:00:00,242857.0
2022-01-08 03:00:00,240327.0
2022-01-08 04:00:00,241443.0
2022-01-08 05:00:00,248523.0
2022-01-08 06:00:00,259934.0
2022-01-08 07:00:00,267833.0
2022-01-08 08:00:00,267879.0
2022-01-08 09:00:00,257655.0
2022-01-08 10:00:00,249790.0
2022-01-08 11:00:00,241538.0
2022-01-08 12:00:00,234649.0
2022-01-08 13:00:00,233513.0
2022-01-08 14:00:00,242066.0
2022-01-08 15:00:00,257177.0
2022-01-08 16:00:00,280974.0
2022-01-08 17:00:00,310659.0
2022-01-08 18:00:00,315163.0
2022-01-08 19:00:00,311613.0
2022-01-08 20:00:00,305405.0
2022-01-08 21:00:00,297293.0
2022-01-08 22:00:00,283073.0
2022-01-08 23:00:00,246329.0
