date,Megawatts,4
2020-08-05 00:00:00,305606.0,58154.0
2020-08-05 01:00:00,289330.0,56548.0
2020-08-05 02:00:00,278217.0,57333.0
2020-08-05 03:00:00,272307.0,56783.0
2020-08-05 04:00:00,274162.0,55920.0
2020-08-05 05:00:00,283710.0,53929.0
2020-08-05 06:00:00,296209.0,53143.0
2020-08-05 07:00:00,305556.0,52440.0
2020-08-05 08:00:00,310857.0,51692.0
2020-08-05 09:00:00,312242.0,47659.0
2020-08-05 10:00:00,314302.0,47182.0
2020-08-05 11:00:00,318058.0,46479.0
2020-08-05 12:00:00,326032.0,47750.0
2020-08-05 13:00:00,338945.0,47895.0
2020-08-05 14:00:00,355003.0,48155.0
2020-08-05 15:00:00,371184.0,49184.0
2020-08-05 16:00:00,383274.0,49835.0
2020-08-05 17:00:00,395358.0,48255.0
2020-08-05 18:00:00,399570.0,49399.0
2020-08-05 19:00:00,388669.0,48951.0
2020-08-05 20:00:00,382980.0,47374.0
2020-08-05 21:00:00,366118.0,46512.0
2020-08-05 22:00:00,339571.0,46167.0
2020-08-05 23:00:00,288669.0,42147.0
