date,Megawatts,4,5
2022-01-29 00:00:00,283856.0,-566.0,22137.0
2022-01-29 01:00:00,253247.0,-528.0,18514.0
2022-01-29 02:00:00,247489.0,-528.0,18665.0
2022-01-29 03:00:00,245487.0,-503.0,18463.0
2022-01-29 04:00:00,248304.0,-504.0,19300.0
2022-01-29 05:00:00,256165.0,-505.0,20668.0
2022-01-29 06:00:00,269446.0,-22.0,19396.0
2022-01-29 07:00:00,277658.0,19837.0,18514.0
2022-01-29 08:00:00,281979.0,55949.0,15356.0
2022-01-29 09:00:00,277582.0,68467.0,14289.0
2022-01-29 10:00:00,267582.0,75291.0,15344.0
2022-01-29 11:00:00,256610.0,78744.0,14611.0
2022-01-29 12:00:00,246646.0,74069.0,14328.0
2022-01-29 13:00:00,243231.0,70093.0,11616.0
2022-01-29 14:00:00,245452.0,63877.0,8711.0
2022-01-29 15:00:00,254684.0,49101.0,5715.0
2022-01-29 16:00:00,271415.0,17651.0,6917.0
2022-01-29 17:00:00,297474.0,1486.0,9213.0
2022-01-29 18:00:00,307973.0,1055.0,11826.0
2022-01-29 19:00:00,304554.0,28.0,12737.0
2022-01-29 20:00:00,299082.0,12.0,15516.0
2022-01-29 21:00:00,292116.0,51.0,17936.0
2022-01-29 22:00:00,279125.0,-326.0,18838.0
2022-01-29 23:00:00,243517.0,-481.0,18112.0
