date,Megawatts,4,5
2021-09-17 00:00:00,308529.0,-533.0,34666.0
2021-09-17 01:00:00,271552.0,-503.0,31305.0
2021-09-17 02:00:00,263185.0,-504.0,30660.0
2021-09-17 03:00:00,259812.0,-514.0,24541.0
2021-09-17 04:00:00,262829.0,-526.0,19547.0
2021-09-17 05:00:00,274413.0,-540.0,17435.0
2021-09-17 06:00:00,294950.0,344.0,14084.0
2021-09-17 07:00:00,306472.0,28674.0,12975.0
2021-09-17 08:00:00,307036.0,81294.0,13163.0
2021-09-17 09:00:00,299927.0,106047.0,13749.0
2021-09-17 10:00:00,292248.0,119759.0,11705.0
2021-09-17 11:00:00,290301.0,120239.0,9535.0
2021-09-17 12:00:00,294854.0,120726.0,10273.0
2021-09-17 13:00:00,306162.0,120683.0,11142.0
2021-09-17 14:00:00,321821.0,114998.0,12900.0
2021-09-17 15:00:00,342018.0,117231.0,15200.0
2021-09-17 16:00:00,359923.0,102017.0,19602.0
2021-09-17 17:00:00,372207.0,57857.0,26187.0
2021-09-17 18:00:00,373372.0,9512.0,30634.0
2021-09-17 19:00:00,373144.0,-566.0,30703.0
2021-09-17 20:00:00,360019.0,-536.0,30286.0
2021-09-17 21:00:00,344367.0,-503.0,30035.0
2021-09-17 22:00:00,323235.0,-495.0,28918.0
2021-09-17 23:00:00,302205.0,-456.0,25363.0
