date,Megawatts,4,5
2021-10-22 00:00:00,282325.0,-528.0,13868.0
2021-10-22 01:00:00,251695.0,-455.0,9871.0
2021-10-22 02:00:00,244959.0,-466.0,8939.0
2021-10-22 03:00:00,242878.0,-470.0,7598.0
2021-10-22 04:00:00,247255.0,-480.0,7064.0
2021-10-22 05:00:00,260804.0,-479.0,10936.0
2021-10-22 06:00:00,281001.0,-420.0,17458.0
2021-10-22 07:00:00,298277.0,13929.0,17385.0
2021-10-22 08:00:00,298621.0,72872.0,13765.0
2021-10-22 09:00:00,295116.0,106370.0,12205.0
2021-10-22 10:00:00,286552.0,111267.0,11662.0
2021-10-22 11:00:00,278554.0,111102.0,19128.0
2021-10-22 12:00:00,272196.0,110941.0,30857.0
2021-10-22 13:00:00,275209.0,111308.0,43149.0
2021-10-22 14:00:00,277520.0,111689.0,49674.0
2021-10-22 15:00:00,282556.0,107721.0,44817.0
2021-10-22 16:00:00,292536.0,73364.0,42570.0
2021-10-22 17:00:00,309278.0,19500.0,35634.0
2021-10-22 18:00:00,321884.0,804.0,36668.0
2021-10-22 19:00:00,319185.0,-461.0,39514.0
2021-10-22 20:00:00,310225.0,-507.0,37995.0
2021-10-22 21:00:00,299939.0,-513.0,40472.0
2021-10-22 22:00:00,284821.0,-496.0,40129.0
2021-10-22 23:00:00,269383.0,-454.0,39714.0
