date,Megawatts
2018-05-05 00:00:00,298454.0
2018-05-05 01:00:00,258507.0
2018-05-05 02:00:00,249396.0
2018-05-05 03:00:00,243839.0
2018-05-05 04:00:00,243559.0
2018-05-05 05:00:00,246842.0
2018-05-05 06:00:00,249639.0
2018-05-05 07:00:00,256212.0
2018-05-05 08:00:00,263280.0
2018-05-05 09:00:00,268707.0
2018-05-05 10:00:00,271065.0
2018-05-05 11:00:00,274449.0
2018-05-05 12:00:00,281967.0
2018-05-05 13:00:00,292047.0
2018-05-05 14:00:00,301846.0
2018-05-05 15:00:00,312533.0
2018-05-05 16:00:00,324002.0
2018-05-05 17:00:00,330968.0
2018-05-05 18:00:00,331253.0
2018-05-05 19:00:00,332545.0
2018-05-05 20:00:00,337545.0
2018-05-05 21:00:00,326932.0
2018-05-05 22:00:00,304816.0
2018-05-05 23:00:00,237046.0
