date,Megawatts,4,5
2021-10-15 00:00:00,281148.0,-625.0,11650.0
2021-10-15 01:00:00,251871.0,-826.0,12196.0
2021-10-15 02:00:00,246265.0,-786.0,14955.0
2021-10-15 03:00:00,245091.0,-813.0,16424.0
2021-10-15 04:00:00,248706.0,-768.0,15581.0
2021-10-15 05:00:00,262695.0,-575.0,16466.0
2021-10-15 06:00:00,286008.0,-330.0,15585.0
2021-10-15 07:00:00,300118.0,22780.0,15850.0
2021-10-15 08:00:00,293677.0,90713.0,17013.0
2021-10-15 09:00:00,284762.0,126339.0,19535.0
2021-10-15 10:00:00,275077.0,129946.0,20563.0
2021-10-15 11:00:00,270056.0,128045.0,20502.0
2021-10-15 12:00:00,271174.0,130494.0,18564.0
2021-10-15 13:00:00,277852.0,136185.0,17307.0
2021-10-15 14:00:00,289706.0,141337.0,17231.0
2021-10-15 15:00:00,303652.0,133836.0,16116.0
2021-10-15 16:00:00,319971.0,106534.0,14885.0
2021-10-15 17:00:00,335215.0,36607.0,11939.0
2021-10-15 18:00:00,340595.0,1511.0,8759.0
2021-10-15 19:00:00,336162.0,10.0,9170.0
2021-10-15 20:00:00,323672.0,-526.0,9041.0
2021-10-15 21:00:00,311528.0,-511.0,8640.0
2021-10-15 22:00:00,292833.0,-498.0,9828.0
2021-10-15 23:00:00,274268.0,-462.0,9728.0
