date,Megawatts,4,5
2021-11-04 00:00:00,274426.0,-468.0,5203.0
2021-11-04 01:00:00,244849.0,-426.0,9804.0
2021-11-04 02:00:00,238869.0,-425.0,15722.0
2021-11-04 03:00:00,236467.0,-445.0,14754.0
2021-11-04 04:00:00,240640.0,-447.0,17815.0
2021-11-04 05:00:00,253555.0,-444.0,18248.0
2021-11-04 06:00:00,278301.0,-447.0,18105.0
2021-11-04 07:00:00,296458.0,9173.0,21268.0
2021-11-04 08:00:00,295964.0,66834.0,23004.0
2021-11-04 09:00:00,285800.0,116832.0,23598.0
2021-11-04 10:00:00,276089.0,126680.0,26811.0
2021-11-04 11:00:00,268865.0,130539.0,26024.0
2021-11-04 12:00:00,266997.0,128341.0,35733.0
2021-11-04 13:00:00,268775.0,126848.0,37480.0
2021-11-04 14:00:00,276112.0,128193.0,31864.0
2021-11-04 15:00:00,288779.0,118589.0,31523.0
2021-11-04 16:00:00,303943.0,76008.0,35037.0
2021-11-04 17:00:00,319417.0,13260.0,40425.0
2021-11-04 18:00:00,331457.0,-195.0,43154.0
2021-11-04 19:00:00,327753.0,-291.0,40878.0
2021-11-04 20:00:00,316858.0,-270.0,37946.0
2021-11-04 21:00:00,303327.0,-263.0,38717.0
2021-11-04 22:00:00,284313.0,-252.0,38645.0
2021-11-04 23:00:00,265904.0,-238.0,33530.0
