date,Megawatts,4
2019-12-31 00:00:00,259407.0,16721.0
2019-12-31 01:00:00,248612.0,16403.0
2019-12-31 02:00:00,242188.0,14935.0
2019-12-31 03:00:00,240463.0,16107.0
2019-12-31 04:00:00,245437.0,13935.0
2019-12-31 05:00:00,259039.0,13545.0
2019-12-31 06:00:00,278337.0,14553.0
2019-12-31 07:00:00,287047.0,13255.0
2019-12-31 08:00:00,283607.0,11149.0
2019-12-31 09:00:00,272260.0,11318.0
2019-12-31 10:00:00,261813.0,12499.0
2019-12-31 11:00:00,253740.0,11810.0
2019-12-31 12:00:00,249124.0,10647.0
2019-12-31 13:00:00,250447.0,8117.0
2019-12-31 14:00:00,255688.0,6677.0
2019-12-31 15:00:00,267284.0,5403.0
2019-12-31 16:00:00,289514.0,4925.0
2019-12-31 17:00:00,320632.0,6679.0
2019-12-31 18:00:00,319385.0,8012.0
2019-12-31 19:00:00,308820.0,10187.0
2019-12-31 20:00:00,297758.0,9676.0
2019-12-31 21:00:00,287403.0,9277.0
2019-12-31 22:00:00,275322.0,9563.0
2019-12-31 23:00:00,241588.0,9423.0
