date,Megawatts,4,5
2021-10-21 00:00:00,283291.0,-465.0,5307.0
2021-10-21 01:00:00,251826.0,-432.0,5588.0
2021-10-21 02:00:00,245994.0,-430.0,5574.0
2021-10-21 03:00:00,243989.0,-430.0,5344.0
2021-10-21 04:00:00,249052.0,-432.0,4809.0
2021-10-21 05:00:00,263483.0,-435.0,5037.0
2021-10-21 06:00:00,288641.0,-364.0,5067.0
2021-10-21 07:00:00,305053.0,16547.0,5813.0
2021-10-21 08:00:00,303493.0,73872.0,4019.0
2021-10-21 09:00:00,292381.0,118497.0,2729.0
2021-10-21 10:00:00,286738.0,130794.0,3612.0
2021-10-21 11:00:00,279989.0,131413.0,4866.0
2021-10-21 12:00:00,278177.0,126445.0,5720.0
2021-10-21 13:00:00,284555.0,124933.0,5941.0
2021-10-21 14:00:00,296099.0,111775.0,5767.0
2021-10-21 15:00:00,305611.0,102999.0,5009.0
2021-10-21 16:00:00,314803.0,80311.0,4876.0
2021-10-21 17:00:00,326642.0,19768.0,4999.0
2021-10-21 18:00:00,337361.0,489.0,5318.0
2021-10-21 19:00:00,335377.0,-501.0,5826.0
2021-10-21 20:00:00,323673.0,-747.0,5778.0
2021-10-21 21:00:00,310563.0,-619.0,7229.0
2021-10-21 22:00:00,290645.0,-604.0,10423.0
2021-10-21 23:00:00,271964.0,-553.0,11561.0
