date,Megawatts,4,5
2022-01-13 00:00:00,278326.0,-414.0,13353.0
2022-01-13 01:00:00,248265.0,-384.0,11843.0
2022-01-13 02:00:00,243731.0,-462.0,11561.0
2022-01-13 03:00:00,243482.0,-504.0,11055.0
2022-01-13 04:00:00,249875.0,-515.0,11298.0
2022-01-13 05:00:00,266399.0,-524.0,8833.0
2022-01-13 06:00:00,293320.0,-316.0,5711.0
2022-01-13 07:00:00,308722.0,14218.0,4068.0
2022-01-13 08:00:00,309569.0,48787.0,2393.0
2022-01-13 09:00:00,302778.0,66100.0,2072.0
2022-01-13 10:00:00,293872.0,72238.0,1815.0
2022-01-13 11:00:00,288172.0,79585.0,1966.0
2022-01-13 12:00:00,286447.0,82664.0,2128.0
2022-01-13 13:00:00,284139.0,68930.0,2962.0
2022-01-13 14:00:00,288544.0,50498.0,6602.0
2022-01-13 15:00:00,300106.0,30496.0,11627.0
2022-01-13 16:00:00,314263.0,10019.0,12998.0
2022-01-13 17:00:00,333567.0,283.0,18472.0
2022-01-13 18:00:00,333666.0,-448.0,19019.0
2022-01-13 19:00:00,326571.0,-501.0,17991.0
2022-01-13 20:00:00,316704.0,-563.0,19129.0
2022-01-13 21:00:00,302619.0,-566.0,24475.0
2022-01-13 22:00:00,283814.0,-540.0,26821.0
2022-01-13 23:00:00,243064.0,-491.0,27537.0
