date,Megawatts,4,5
2021-12-07 00:00:00,284809.0,156.0,32237.0
2021-12-07 01:00:00,252497.0,144.0,26695.0
2021-12-07 02:00:00,247065.0,142.0,29947.0
2021-12-07 03:00:00,246291.0,119.0,26171.0
2021-12-07 04:00:00,250065.0,117.0,26373.0
2021-12-07 05:00:00,265590.0,30.0,29589.0
2021-12-07 06:00:00,291498.0,-308.0,32684.0
2021-12-07 07:00:00,310364.0,5554.0,30599.0
2021-12-07 08:00:00,315741.0,16527.0,24478.0
2021-12-07 09:00:00,316947.0,31397.0,17960.0
2021-12-07 10:00:00,312588.0,53718.0,17045.0
2021-12-07 11:00:00,305607.0,61421.0,17687.0
2021-12-07 12:00:00,299497.0,56191.0,18709.0
2021-12-07 13:00:00,295446.0,49285.0,19404.0
2021-12-07 14:00:00,296468.0,37392.0,19054.0
2021-12-07 15:00:00,305205.0,14855.0,16203.0
2021-12-07 16:00:00,323709.0,1073.0,18071.0
2021-12-07 17:00:00,348253.0,-723.0,19392.0
2021-12-07 18:00:00,347197.0,-524.0,13946.0
2021-12-07 19:00:00,341153.0,-488.0,11800.0
2021-12-07 20:00:00,332665.0,-464.0,11514.0
2021-12-07 21:00:00,319078.0,-466.0,12754.0
2021-12-07 22:00:00,297623.0,-468.0,11474.0
2021-12-07 23:00:00,278791.0,-429.0,10679.0
