date,Megawatts,4,5
2021-11-15 00:00:00,259118.0,-142.0,6294.0
2021-11-15 01:00:00,232694.0,-143.0,6342.0
2021-11-15 02:00:00,229634.0,-141.0,7119.0
2021-11-15 03:00:00,229947.0,-148.0,7478.0
2021-11-15 04:00:00,233986.0,-161.0,7534.0
2021-11-15 05:00:00,250278.0,-168.0,9833.0
2021-11-15 06:00:00,272825.0,5025.0,8216.0
2021-11-15 07:00:00,283537.0,49484.0,7906.0
2021-11-15 08:00:00,285760.0,94941.0,8059.0
2021-11-15 09:00:00,286804.0,105980.0,9071.0
2021-11-15 10:00:00,288564.0,109277.0,12592.0
2021-11-15 11:00:00,289988.0,107696.0,16574.0
2021-11-15 12:00:00,292165.0,107254.0,22398.0
2021-11-15 13:00:00,300437.0,105796.0,21667.0
2021-11-15 14:00:00,311632.0,90665.0,17335.0
2021-11-15 15:00:00,323436.0,47034.0,19524.0
2021-11-15 16:00:00,333098.0,5214.0,21200.0
2021-11-15 17:00:00,345287.0,-958.0,23646.0
2021-11-15 18:00:00,338051.0,-957.0,23316.0
2021-11-15 19:00:00,327607.0,-863.0,23651.0
2021-11-15 20:00:00,315231.0,-594.0,26003.0
2021-11-15 21:00:00,299714.0,-480.0,27959.0
2021-11-15 22:00:00,280282.0,-480.0,30697.0
2021-11-15 23:00:00,261347.0,-440.0,25855.0
