date,Megawatts,4,5
2021-09-16 00:00:00,315539.0,-525.0,50453.0
2021-09-16 01:00:00,277817.0,-504.0,46989.0
2021-09-16 02:00:00,271443.0,-512.0,49543.0
2021-09-16 03:00:00,266517.0,-512.0,50570.0
2021-09-16 04:00:00,267648.0,-510.0,49833.0
2021-09-16 05:00:00,278648.0,-516.0,47465.0
2021-09-16 06:00:00,299546.0,919.0,41227.0
2021-09-16 07:00:00,309581.0,38126.0,36485.0
2021-09-16 08:00:00,307706.0,103180.0,31480.0
2021-09-16 09:00:00,301517.0,131191.0,28606.0
2021-09-16 10:00:00,295551.0,140615.0,26004.0
2021-09-16 11:00:00,295099.0,143266.0,22693.0
2021-09-16 12:00:00,300013.0,141743.0,20263.0
2021-09-16 13:00:00,312758.0,142733.0,21520.0
2021-09-16 14:00:00,328078.0,141164.0,26221.0
2021-09-16 15:00:00,346760.0,133897.0,30180.0
2021-09-16 16:00:00,365217.0,118487.0,32149.0
2021-09-16 17:00:00,380998.0,72070.0,34844.0
2021-09-16 18:00:00,384590.0,13260.0,35333.0
2021-09-16 19:00:00,382812.0,-440.0,37330.0
2021-09-16 20:00:00,369744.0,-541.0,38638.0
2021-09-16 21:00:00,351616.0,-507.0,37898.0
2021-09-16 22:00:00,324123.0,-500.0,39225.0
2021-09-16 23:00:00,300648.0,-455.0,32349.0
