date,Megawatts,4,5
2021-11-22 00:00:00,262297.0,-523.0,11451.0
2021-11-22 01:00:00,235159.0,-480.0,11887.0
2021-11-22 02:00:00,231349.0,-489.0,14016.0
2021-11-22 03:00:00,231268.0,-497.0,16092.0
2021-11-22 04:00:00,237404.0,-497.0,15472.0
2021-11-22 05:00:00,254218.0,-517.0,16086.0
2021-11-22 06:00:00,276790.0,1942.0,16936.0
2021-11-22 07:00:00,286927.0,44062.0,16140.0
2021-11-22 08:00:00,284709.0,97574.0,14668.0
2021-11-22 09:00:00,278411.0,114041.0,13355.0
2021-11-22 10:00:00,273182.0,115369.0,12519.0
2021-11-22 11:00:00,271092.0,115896.0,8969.0
2021-11-22 12:00:00,274065.0,107987.0,6862.0
2021-11-22 13:00:00,284255.0,106652.0,6246.0
2021-11-22 14:00:00,297340.0,72444.0,4527.0
2021-11-22 15:00:00,311611.0,32179.0,3733.0
2021-11-22 16:00:00,323483.0,2761.0,3815.0
2021-11-22 17:00:00,338856.0,-963.0,3799.0
2021-11-22 18:00:00,334812.0,-850.0,4374.0
2021-11-22 19:00:00,325512.0,-650.0,5450.0
2021-11-22 20:00:00,314859.0,-525.0,6825.0
2021-11-22 21:00:00,302659.0,-492.0,7608.0
2021-11-22 22:00:00,284236.0,-492.0,9106.0
2021-11-22 23:00:00,266488.0,-450.0,8495.0
