date,Megawatts,4,5
2021-12-11 00:00:00,299923.0,-348.0,14490.0
2021-12-11 01:00:00,265739.0,-319.0,11277.0
2021-12-11 02:00:00,259130.0,-332.0,11919.0
2021-12-11 03:00:00,256520.0,-343.0,14707.0
2021-12-11 04:00:00,258790.0,-359.0,14778.0
2021-12-11 05:00:00,266954.0,-365.0,14510.0
2021-12-11 06:00:00,279858.0,333.0,15690.0
2021-12-11 07:00:00,283742.0,28893.0,15535.0
2021-12-11 08:00:00,275142.0,90289.0,15294.0
2021-12-11 09:00:00,261186.0,110642.0,17347.0
2021-12-11 10:00:00,249828.0,112957.0,18769.0
2021-12-11 11:00:00,239644.0,111161.0,18634.0
2021-12-11 12:00:00,235856.0,110540.0,18088.0
2021-12-11 13:00:00,237491.0,110493.0,17659.0
2021-12-11 14:00:00,248719.0,105652.0,17899.0
2021-12-11 15:00:00,268908.0,59979.0,16920.0
2021-12-11 16:00:00,295658.0,5575.0,17076.0
2021-12-11 17:00:00,324428.0,-634.0,17107.0
2021-12-11 18:00:00,325824.0,-518.0,16988.0
2021-12-11 19:00:00,324064.0,-702.0,18263.0
2021-12-11 20:00:00,318315.0,-558.0,18004.0
2021-12-11 21:00:00,311138.0,-514.0,17423.0
2021-12-11 22:00:00,297200.0,-324.0,17395.0
2021-12-11 23:00:00,280347.0,-270.0,16405.0
