date,Megawatts,4
Unnamed: 290,,
2020-03-12 00:00:00,252344.0,8711.0
2020-03-12 01:00:00,242401.0,9412.0
2020-03-12 02:00:00,235354.0,9227.0
2020-03-12 03:00:00,233362.0,7949.0
2020-03-12 04:00:00,239067.0,8165.0
2020-03-12 05:00:00,256303.0,7875.0
2020-03-12 06:00:00,284750.0,8785.0
2020-03-12 07:00:00,304095.0,9540.0
2020-03-12 08:00:00,303857.0,7698.0
2020-03-12 09:00:00,301221.0,7487.0
2020-03-12 10:00:00,297717.0,11232.0
2020-03-12 11:00:00,297430.0,12010.0
2020-03-12 12:00:00,295530.0,10143.0
2020-03-12 13:00:00,297982.0,11858.0
2020-03-12 14:00:00,293674.0,15422.0
2020-03-12 15:00:00,291040.0,22661.0
2020-03-12 16:00:00,294689.0,23510.0
2020-03-12 17:00:00,304019.0,19226.0
2020-03-12 18:00:00,317102.0,19555.0
2020-03-12 19:00:00,331256.0,23600.0
2020-03-12 20:00:00,327758.0,22242.0
2020-03-12 21:00:00,313599.0,21362.0
2020-03-12 22:00:00,291066.0,21013.0
2020-03-12 23:00:00,269933.0,19228.0
