date,Megawatts,4,5
2021-12-04 00:00:00,280739.0,-520.0,12236.0
2021-12-04 01:00:00,248560.0,-480.0,10637.0
2021-12-04 02:00:00,242077.0,-480.0,8801.0
2021-12-04 03:00:00,238831.0,-490.0,7229.0
2021-12-04 04:00:00,239902.0,-505.0,5403.0
2021-12-04 05:00:00,246608.0,-509.0,4560.0
2021-12-04 06:00:00,257804.0,600.0,3140.0
2021-12-04 07:00:00,266122.0,30627.0,1620.0
2021-12-04 08:00:00,274256.0,80330.0,746.0
2021-12-04 09:00:00,275060.0,96898.0,962.0
2021-12-04 10:00:00,268491.0,98474.0,496.0
2021-12-04 11:00:00,256333.0,98754.0,1166.0
2021-12-04 12:00:00,248686.0,98990.0,1667.0
2021-12-04 13:00:00,249268.0,99043.0,2054.0
2021-12-04 14:00:00,255319.0,91658.0,3761.0
2021-12-04 15:00:00,270542.0,49788.0,6665.0
2021-12-04 16:00:00,292975.0,4240.0,11622.0
2021-12-04 17:00:00,316159.0,-955.0,19330.0
2021-12-04 18:00:00,315732.0,426.0,27858.0
2021-12-04 19:00:00,311714.0,433.0,29538.0
2021-12-04 20:00:00,305808.0,445.0,31238.0
2021-12-04 21:00:00,298366.0,-168.0,30039.0
2021-12-04 22:00:00,283578.0,-168.0,29761.0
2021-12-04 23:00:00,266917.0,-443.0,21561.0
