date,Megawatts
2019-06-05 00:00:00,317237.0
2019-06-05 01:00:00,275661.0
2019-06-05 02:00:00,265901.0
2019-06-05 03:00:00,260163.0
2019-06-05 04:00:00,262016.0
2019-06-05 05:00:00,276119.0
2019-06-05 06:00:00,293422.0
2019-06-05 07:00:00,310798.0
2019-06-05 08:00:00,317712.0
2019-06-05 09:00:00,321463.0
2019-06-05 10:00:00,326336.0
2019-06-05 11:00:00,332292.0
2019-06-05 12:00:00,342015.0
2019-06-05 13:00:00,357095.0
2019-06-05 14:00:00,369860.0
2019-06-05 15:00:00,382236.0
2019-06-05 16:00:00,394123.0
2019-06-05 17:00:00,403189.0
2019-06-05 18:00:00,404704.0
2019-06-05 19:00:00,398832.0
2019-06-05 20:00:00,394099.0
2019-06-05 21:00:00,379898.0
2019-06-05 22:00:00,347782.0
2019-06-05 23:00:00,292861.0
