date,Megawatts,4,5
2021-10-07 00:00:00,297111.0,-668.0,24670.0
2021-10-07 01:00:00,263384.0,-506.0,22987.0
2021-10-07 02:00:00,257045.0,-522.0,20646.0
2021-10-07 03:00:00,252929.0,-535.0,19687.0
2021-10-07 04:00:00,257031.0,-542.0,20763.0
2021-10-07 05:00:00,270033.0,-508.0,19529.0
2021-10-07 06:00:00,295090.0,-246.0,19031.0
2021-10-07 07:00:00,311955.0,11953.0,16144.0
2021-10-07 08:00:00,316028.0,41017.0,15094.0
2021-10-07 09:00:00,313209.0,71966.0,15426.0
2021-10-07 10:00:00,307454.0,97142.0,14954.0
2021-10-07 11:00:00,303386.0,107728.0,17580.0
2021-10-07 12:00:00,299011.0,110707.0,20167.0
2021-10-07 13:00:00,299052.0,109143.0,21718.0
2021-10-07 14:00:00,303909.0,103572.0,27971.0
2021-10-07 15:00:00,310328.0,88320.0,29707.0
2021-10-07 16:00:00,316379.0,66644.0,27650.0
2021-10-07 17:00:00,325408.0,24548.0,29267.0
2021-10-07 18:00:00,336029.0,777.0,27936.0
2021-10-07 19:00:00,339631.0,-536.0,29907.0
2021-10-07 20:00:00,330453.0,-703.0,31937.0
2021-10-07 21:00:00,318592.0,-562.0,32447.0
2021-10-07 22:00:00,299315.0,-488.0,32179.0
2021-10-07 23:00:00,280677.0,-452.0,25258.0
