date,Megawatts,4,5
2021-11-29 00:00:00,260833.0,-564.0,10187.0
2021-11-29 01:00:00,232803.0,-516.0,7097.0
2021-11-29 02:00:00,229176.0,-516.0,5409.0
2021-11-29 03:00:00,229443.0,-516.0,5588.0
2021-11-29 04:00:00,236776.0,-521.0,4824.0
2021-11-29 05:00:00,254370.0,-528.0,4535.0
2021-11-29 06:00:00,280982.0,1345.0,4334.0
2021-11-29 07:00:00,292729.0,40467.0,3793.0
2021-11-29 08:00:00,285485.0,103344.0,3321.0
2021-11-29 09:00:00,274226.0,121014.0,3263.0
2021-11-29 10:00:00,266402.0,119451.0,3241.0
2021-11-29 11:00:00,263927.0,117576.0,3392.0
2021-11-29 12:00:00,268253.0,118374.0,3469.0
2021-11-29 13:00:00,275953.0,119254.0,3632.0
2021-11-29 14:00:00,289089.0,110754.0,3088.0
2021-11-29 15:00:00,305754.0,59745.0,4141.0
2021-11-29 16:00:00,324233.0,5979.0,5290.0
2021-11-29 17:00:00,343309.0,198.0,7798.0
2021-11-29 18:00:00,339004.0,234.0,8103.0
2021-11-29 19:00:00,329422.0,444.0,8645.0
2021-11-29 20:00:00,318799.0,-122.0,10131.0
2021-11-29 21:00:00,305625.0,-400.0,9608.0
2021-11-29 22:00:00,285150.0,-390.0,8868.0
2021-11-29 23:00:00,266996.0,-352.0,7860.0
