date,Megawatts,4
2020-07-16 00:00:00,311053.0,41842.0
2020-07-16 01:00:00,294009.0,40488.0
2020-07-16 02:00:00,281380.0,36739.0
2020-07-16 03:00:00,275016.0,30300.0
2020-07-16 04:00:00,275357.0,27116.0
2020-07-16 05:00:00,284617.0,24765.0
2020-07-16 06:00:00,293718.0,22928.0
2020-07-16 07:00:00,305332.0,19434.0
2020-07-16 08:00:00,310667.0,16035.0
2020-07-16 09:00:00,312489.0,12620.0
2020-07-16 10:00:00,316832.0,12201.0
2020-07-16 11:00:00,326260.0,12070.0
2020-07-16 12:00:00,339304.0,13477.0
2020-07-16 13:00:00,357413.0,16376.0
2020-07-16 14:00:00,377885.0,19025.0
2020-07-16 15:00:00,397123.0,22144.0
2020-07-16 16:00:00,413990.0,26621.0
2020-07-16 17:00:00,428042.0,30513.0
2020-07-16 18:00:00,432433.0,33267.0
2020-07-16 19:00:00,421920.0,36699.0
2020-07-16 20:00:00,410841.0,42805.0
2020-07-16 21:00:00,394655.0,46147.0
2020-07-16 22:00:00,365166.0,45733.0
2020-07-16 23:00:00,307819.0,39120.0
