date,Megawatts,4,5
2022-01-01 00:00:00,287610.0,-415.0,51403.0
2022-01-01 01:00:00,255977.0,-384.0,42705.0
2022-01-01 02:00:00,248978.0,-384.0,37712.0
2022-01-01 03:00:00,244793.0,-399.0,34762.0
2022-01-01 04:00:00,245154.0,-397.0,32032.0
2022-01-01 05:00:00,249988.0,-396.0,27291.0
2022-01-01 06:00:00,257791.0,-236.0,23199.0
2022-01-01 07:00:00,258896.0,21884.0,22489.0
2022-01-01 08:00:00,250363.0,84903.0,21555.0
2022-01-01 09:00:00,234862.0,111811.0,23381.0
2022-01-01 10:00:00,219983.0,113805.0,25895.0
2022-01-01 11:00:00,210773.0,112357.0,26596.0
2022-01-01 12:00:00,207128.0,113358.0,27076.0
2022-01-01 13:00:00,208810.0,109303.0,27079.0
2022-01-01 14:00:00,221401.0,103144.0,26523.0
2022-01-01 15:00:00,242027.0,72864.0,23211.0
2022-01-01 16:00:00,273115.0,13189.0,20657.0
2022-01-01 17:00:00,306993.0,-571.0,18448.0
2022-01-01 18:00:00,314868.0,-538.0,18118.0
2022-01-01 19:00:00,312795.0,-525.0,15821.0
2022-01-01 20:00:00,309221.0,-508.0,12394.0
2022-01-01 21:00:00,303058.0,-508.0,10829.0
2022-01-01 22:00:00,289881.0,-515.0,11362.0
2022-01-01 23:00:00,274252.0,-472.0,12217.0
