date,Megawatts
2020-03-02 00:00:00,264673.0
2020-03-02 01:00:00,236516.0
2020-03-02 02:00:00,231921.0
2020-03-02 03:00:00,232718.0
2020-03-02 04:00:00,242456.0
2020-03-02 05:00:00,264158.0
2020-03-02 06:00:00,292718.0
2020-03-02 07:00:00,301512.0
2020-03-02 08:00:00,289174.0
2020-03-02 09:00:00,276486.0
2020-03-02 10:00:00,263935.0
2020-03-02 11:00:00,257043.0
2020-03-02 12:00:00,255883.0
2020-03-02 13:00:00,260081.0
2020-03-02 14:00:00,262528.0
2020-03-02 15:00:00,271387.0
2020-03-02 16:00:00,287412.0
2020-03-02 17:00:00,313399.0
2020-03-02 18:00:00,336249.0
2020-03-02 19:00:00,334985.0
2020-03-02 20:00:00,324867.0
2020-03-02 21:00:00,308460.0
2020-03-02 22:00:00,288177.0
2020-03-02 23:00:00,268035.0
