date,Megawatts,4
Unnamed: 290,,
2019-12-12 00:00:00,261514.0,13954.0
2019-12-12 01:00:00,250671.0,12625.0
2019-12-12 02:00:00,244077.0,13301.0
2019-12-12 03:00:00,243619.0,14140.0
2019-12-12 04:00:00,250399.0,13870.0
2019-12-12 05:00:00,268471.0,12548.0
2019-12-12 06:00:00,298634.0,11849.0
2019-12-12 07:00:00,312950.0,10683.0
2019-12-12 08:00:00,308540.0,9851.0
2019-12-12 09:00:00,299475.0,11890.0
2019-12-12 10:00:00,287922.0,14521.0
2019-12-12 11:00:00,280820.0,13728.0
2019-12-12 12:00:00,279274.0,16458.0
2019-12-12 13:00:00,285997.0,19005.0
2019-12-12 14:00:00,293173.0,19537.0
2019-12-12 15:00:00,303386.0,21326.0
2019-12-12 16:00:00,320752.0,24046.0
2019-12-12 17:00:00,345588.0,21046.0
2019-12-12 18:00:00,343461.0,20505.0
2019-12-12 19:00:00,337465.0,22789.0
2019-12-12 20:00:00,330031.0,23767.0
2019-12-12 21:00:00,315257.0,25069.0
2019-12-12 22:00:00,292550.0,25326.0
2019-12-12 23:00:00,269877.0,22875.0
