date,Megawatts,4,5
2021-09-12 00:00:00,342181.0,-557.0,29938.0
2021-09-12 01:00:00,298102.0,-504.0,28631.0
2021-09-12 02:00:00,285030.0,-505.0,27114.0
2021-09-12 03:00:00,275079.0,-515.0,24101.0
2021-09-12 04:00:00,268831.0,-520.0,19726.0
2021-09-12 05:00:00,268117.0,-525.0,16053.0
2021-09-12 06:00:00,269067.0,1381.0,14053.0
2021-09-12 07:00:00,267257.0,42636.0,9986.0
2021-09-12 08:00:00,269422.0,99527.0,7903.0
2021-09-12 09:00:00,275135.0,136621.0,9466.0
2021-09-12 10:00:00,285804.0,144472.0,8832.0
2021-09-12 11:00:00,303564.0,144888.0,9619.0
2021-09-12 12:00:00,327384.0,144905.0,10899.0
2021-09-12 13:00:00,353515.0,144685.0,12102.0
2021-09-12 14:00:00,381644.0,143452.0,13193.0
2021-09-12 15:00:00,407826.0,138173.0,16423.0
2021-09-12 16:00:00,428881.0,125698.0,20986.0
2021-09-12 17:00:00,446313.0,84406.0,24647.0
2021-09-12 18:00:00,445177.0,18244.0,28885.0
2021-09-12 19:00:00,431286.0,-333.0,35025.0
2021-09-12 20:00:00,410356.0,-557.0,38950.0
2021-09-12 21:00:00,383687.0,-522.0,37569.0
2021-09-12 22:00:00,350072.0,-517.0,37132.0
2021-09-12 23:00:00,292698.0,-473.0,32342.0
