date,Megawatts,4,5
2022-01-04 00:00:00,289922.0,-565.0,43438.0
2022-01-04 01:00:00,258311.0,-509.0,40313.0
2022-01-04 02:00:00,253615.0,-523.0,36122.0
2022-01-04 03:00:00,252828.0,-515.0,35556.0
2022-01-04 04:00:00,259584.0,-526.0,35041.0
2022-01-04 05:00:00,276972.0,-547.0,32765.0
2022-01-04 06:00:00,302591.0,-353.0,31369.0
2022-01-04 07:00:00,313427.0,18455.0,34219.0
2022-01-04 08:00:00,307529.0,76651.0,39340.0
2022-01-04 09:00:00,295280.0,109561.0,46577.0
2022-01-04 10:00:00,282131.0,110152.0,47170.0
2022-01-04 11:00:00,269682.0,108634.0,43419.0
2022-01-04 12:00:00,263894.0,110014.0,40528.0
2022-01-04 13:00:00,265897.0,106521.0,39875.0
2022-01-04 14:00:00,271384.0,106289.0,37233.0
2022-01-04 15:00:00,284415.0,75236.0,38111.0
2022-01-04 16:00:00,309575.0,12760.0,36520.0
2022-01-04 17:00:00,339516.0,-560.0,38987.0
2022-01-04 18:00:00,342230.0,-372.0,44852.0
2022-01-04 19:00:00,336996.0,160.0,43795.0
2022-01-04 20:00:00,328390.0,144.0,49163.0
2022-01-04 21:00:00,315612.0,49.0,44516.0
2022-01-04 22:00:00,296599.0,-492.0,36221.0
2022-01-04 23:00:00,277515.0,-486.0,28029.0
