date,Megawatts
2021-12-25 00:00:00,276022.0
2021-12-25 01:00:00,245476.0
2021-12-25 02:00:00,238410.0
2021-12-25 03:00:00,234718.0
2021-12-25 04:00:00,233716.0
2021-12-25 05:00:00,236098.0
2021-12-25 06:00:00,244595.0
2021-12-25 07:00:00,249563.0
2021-12-25 08:00:00,251614.0
2021-12-25 09:00:00,252674.0
2021-12-25 10:00:00,254907.0
2021-12-25 11:00:00,253796.0
2021-12-25 12:00:00,254362.0
2021-12-25 13:00:00,254923.0
2021-12-25 14:00:00,261393.0
2021-12-25 15:00:00,272176.0
2021-12-25 16:00:00,287524.0
2021-12-25 17:00:00,304050.0
2021-12-25 18:00:00,301754.0
2021-12-25 19:00:00,298085.0
2021-12-25 20:00:00,295457.0
2021-12-25 21:00:00,290868.0
2021-12-25 22:00:00,279500.0
2021-12-25 23:00:00,265953.0
