date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA,AvgMegawatts2019-2020-2021
12-03T18:00:00,59.8,55.9,64.9,46.3,30.0,57.0,1017.3,1012.5,1022.1,0.3,5.5,24.0,22.5,21.3,20.0,12.1,59.8,59.8,7.6,6.2,267.0,5.3,7.0,46.5,6.0,22.2,340701.3333333333
12-03T19:00:00,59.4,55.0,64.0,46.0,27.0,57.0,1017.6,1012.8,1022.3,0.2,5.9,33.6,19.9,17.2,17.9,11.5,59.4,59.3,6.3,14.9,272.0,3.7,7.0,35.5,6.0,16.9,334532.6666666667
12-03T20:00:00,59.0,54.0,64.0,45.2,25.0,57.0,1017.9,1012.9,1022.8,0.2,6.2,37.6,19.5,15.4,15.9,11.7,59.0,58.9,5.7,19.8,294.0,2.4,7.0,22.2,1.0,14.6,325628.0
12-03T21:00:00,58.4,54.0,63.0,44.4,24.1,57.0,1018.1,1013.1,1023.0,0.1,6.7,40.1,18.1,15.9,15.2,10.8,58.4,58.4,5.3,19.1,334.0,1.1,1.0,15.6,7.0,14.8,312244.6666666667
12-03T22:00:00,57.7,53.1,62.1,44.1,23.0,57.0,1018.2,1013.3,1022.9,0.1,7.4,36.8,17.8,13.9,16.0,15.5,57.7,57.6,5.3,20.1,26.0,1.2,3.0,19.1,2.0,14.4,292892.0
12-03T23:00:00,57.4,53.1,62.1,43.2,23.0,55.9,1018.4,1013.6,1023.0,0.1,7.7,40.6,17.0,14.5,15.7,12.2,57.4,57.3,5.5,18.5,25.0,1.8,3.0,24.4,2.0,12.8,265433.3333333333
12-04T00:00:00,56.6,51.1,62.1,42.4,21.0,55.9,1018.2,1013.4,1023.0,0.1,8.5,36.5,20.2,15.1,16.1,12.2,56.6,56.5,5.5,15.3,37.0,2.3,3.0,27.4,2.0,18.7,281811.3333333333
12-04T01:00:00,55.6,51.1,61.0,41.8,21.0,55.0,1018.0,1013.3,1022.8,0.0,9.4,36.8,18.8,13.6,15.9,14.9,55.6,55.5,5.1,17.6,49.0,2.5,3.0,29.0,2.0,22.4,250227.66666666666
12-04T02:00:00,54.5,48.9,60.1,41.3,21.0,55.0,1018.0,1013.4,1022.7,0.0,10.5,37.8,17.9,14.5,13.7,16.1,54.5,54.2,4.9,19.9,53.0,2.7,3.0,32.8,2.0,20.1,244370.33333333334
12-04T03:00:00,53.7,48.9,59.0,40.7,21.0,55.0,1017.9,1013.2,1022.7,0.0,11.3,34.9,20.8,14.4,14.4,15.6,53.7,53.4,4.5,23.3,52.0,2.7,3.0,31.1,2.0,22.7,242839.0
12-04T04:00:00,53.2,48.0,59.0,40.3,21.2,54.0,1017.8,1013.1,1022.5,0.0,11.8,31.1,17.4,13.9,19.5,18.1,53.2,52.7,4.4,25.2,53.0,2.6,3.0,28.4,2.0,24.1,247535.0
12-04T05:00:00,52.7,46.9,59.0,39.9,21.0,54.0,1017.8,1013.4,1022.6,0.0,12.3,34.3,21.6,15.3,13.2,15.6,52.7,52.2,4.2,27.6,55.0,2.5,3.0,27.1,2.0,24.5,261299.33333333334
12-04T06:00:00,52.6,46.9,57.9,39.5,19.9,54.0,1018.1,1013.7,1022.7,0.0,12.4,28.5,26.3,15.4,14.6,15.2,52.6,52.1,4.3,26.4,56.0,2.6,3.0,28.6,2.0,20.3,282764.6666666667
12-04T07:00:00,53.3,48.0,59.0,39.0,19.9,53.8,1018.5,1013.8,1023.0,0.0,11.7,15.8,21.3,29.0,16.4,17.5,53.3,52.8,4.8,20.0,55.0,2.7,3.0,29.6,2.0,21.4,296181.0
12-04T08:00:00,55.2,50.0,61.0,39.4,19.9,54.0,1018.9,1014.1,1023.5,0.0,9.8,16.2,20.8,27.8,18.1,17.3,55.2,55.0,5.2,16.0,58.0,3.2,3.0,30.2,2.0,26.1,300641.3333333333
12-04T09:00:00,58.5,53.1,64.0,39.6,19.0,54.3,1019.4,1014.7,1024.0,0.2,6.7,17.6,22.3,24.5,20.2,15.4,58.5,58.4,5.8,13.1,66.0,3.1,3.0,34.3,2.0,20.2,298385.0
12-04T10:00:00,61.5,55.9,68.0,39.8,18.0,55.0,1019.5,1014.8,1024.3,0.8,4.3,15.0,20.6,19.0,29.2,16.2,61.5,61.5,5.8,14.0,59.0,2.4,3.0,25.2,2.0,20.8,293216.3333333333
12-04T11:00:00,63.9,57.9,71.1,39.4,18.0,55.0,1019.1,1014.2,1023.8,1.7,2.8,18.4,23.3,23.8,20.7,13.7,63.9,63.9,6.0,16.2,64.0,0.5,3.0,18.0,7.0,14.7,284819.0
12-04T12:00:00,65.1,59.0,73.0,40.0,18.0,55.0,1018.2,1013.2,1022.8,2.2,2.1,20.3,20.8,24.5,21.1,13.3,65.1,65.1,7.2,13.6,251.0,2.9,7.0,29.1,6.0,15.8,279182.3333333333
12-04T13:00:00,65.0,57.9,73.0,41.6,19.9,55.6,1017.4,1012.6,1022.1,2.2,2.1,19.0,22.6,23.6,20.5,14.3,65.0,65.0,9.0,4.4,253.0,6.1,7.0,47.6,6.0,20.7,279247.6666666667
12-04T14:00:00,64.4,59.0,72.0,43.2,23.0,55.9,1017.0,1012.3,1021.6,1.7,2.3,19.6,21.2,24.9,21.4,13.0,64.4,64.4,10.0,1.6,257.0,7.7,7.0,57.3,6.0,21.7,283420.6666666667
12-04T15:00:00,63.4,57.9,70.0,44.3,26.1,57.0,1016.9,1012.3,1021.5,1.2,2.8,17.3,22.8,27.2,19.6,13.1,63.4,63.4,10.2,0.9,260.0,8.0,7.0,63.5,6.0,18.2,294090.3333333333
12-04T16:00:00,62.2,57.0,68.0,45.4,27.0,57.0,1016.9,1012.3,1021.6,0.8,3.6,16.3,21.6,22.3,25.1,14.7,62.2,62.1,9.9,2.2,262.0,7.8,7.0,63.1,6.0,16.1,312423.6666666667
12-04T17:00:00,60.4,55.9,66.0,46.3,30.0,57.0,1017.1,1012.3,1021.8,0.4,5.0,14.1,25.1,27.3,21.5,12.0,60.4,60.4,8.7,2.0,264.0,6.7,7.0,55.5,6.0,18.8,335558.3333333333
12-04T18:00:00,59.7,55.9,64.0,46.5,30.0,57.0,1017.4,1012.4,1022.1,0.3,5.6,23.3,23.1,21.4,19.4,12.8,59.7,59.6,7.5,6.2,266.0,5.3,7.0,45.7,6.0,23.2,334957.3333333333
12-04T19:00:00,59.3,55.0,64.0,46.1,28.0,57.0,1017.7,1012.6,1022.4,0.2,5.9,32.0,21.5,17.3,16.8,12.4,59.3,59.2,6.3,14.4,271.0,3.8,7.0,34.9,6.0,18.2,329332.6666666667
12-04T20:00:00,58.9,54.0,63.0,45.4,26.1,57.0,1017.9,1012.9,1022.8,0.2,6.3,36.3,21.0,14.4,15.6,12.7,58.9,58.8,5.7,20.0,290.0,2.4,7.0,22.2,1.0,13.7,321402.0
12-04T21:00:00,58.3,54.0,63.0,44.6,24.1,57.0,1018.1,1013.0,1023.0,0.1,6.8,39.6,19.1,14.7,14.9,11.7,58.3,58.3,5.4,18.0,325.0,1.0,7.0,15.0,1.0,14.5,310251.3333333333
12-04T22:00:00,57.6,53.1,62.1,44.3,24.1,57.0,1018.3,1013.2,1022.9,0.1,7.5,35.8,18.3,14.4,15.1,16.4,57.6,57.5,5.3,19.4,32.0,1.2,3.0,19.3,2.0,14.8,291781.0
12-04T23:00:00,57.3,53.1,62.1,43.5,23.0,55.9,1018.4,1013.6,1023.2,0.0,7.8,39.2,17.6,15.1,15.3,12.8,57.3,57.2,5.5,18.2,27.0,1.7,3.0,24.1,2.0,12.6,265057.3333333333
12-05T00:00:00,56.5,51.1,61.0,42.7,21.9,55.9,1018.3,1013.4,1023.1,0.1,8.6,35.5,20.2,14.8,16.6,13.0,56.5,56.4,5.5,15.8,37.0,2.2,3.0,26.8,2.0,17.5,282539.6666666667
12-05T01:00:00,55.6,51.1,61.0,42.2,21.0,55.4,1018.1,1013.3,1022.9,0.0,9.5,35.7,19.3,12.9,17.0,15.2,55.6,55.4,5.1,16.9,49.0,2.5,3.0,28.9,2.0,22.5,251209.33333333334
12-05T02:00:00,54.5,49.3,60.1,41.7,21.9,55.0,1018.1,1013.3,1022.8,0.0,10.5,37.0,17.8,14.7,14.0,16.5,54.5,54.2,4.9,20.3,55.0,2.6,3.0,33.4,2.0,18.6,244947.33333333334
12-05T03:00:00,53.7,48.9,59.0,41.0,21.9,55.0,1018.0,1013.2,1022.7,0.0,11.3,35.2,20.8,13.6,14.4,15.9,53.7,53.3,4.5,24.0,54.0,2.6,3.0,31.1,2.0,22.2,242497.0
12-05T04:00:00,53.2,48.0,57.9,40.6,21.9,54.0,1017.9,1013.0,1022.5,0.0,11.9,30.7,17.7,14.2,18.4,18.9,53.2,52.7,4.4,25.6,52.0,2.5,3.0,28.8,2.0,23.6,245613.66666666666
12-05T05:00:00,52.7,46.9,57.9,40.2,21.0,54.0,1017.9,1013.2,1022.6,0.0,12.3,33.9,22.1,15.0,12.6,16.3,52.7,52.2,4.2,27.8,54.0,2.4,3.0,27.6,2.0,23.9,255857.33333333334
12-05T06:00:00,52.6,46.9,57.9,39.9,21.0,54.0,1018.2,1013.4,1022.8,0.0,12.5,28.7,26.3,15.0,14.5,15.5,52.6,52.0,4.3,26.9,55.0,2.6,3.0,28.3,2.0,20.2,272069.6666666667
12-05T07:00:00,53.2,48.0,59.0,39.3,19.9,54.0,1018.6,1013.8,1023.1,0.0,11.8,16.3,20.2,29.7,16.1,17.7,53.2,52.8,4.9,18.7,57.0,2.7,3.0,31.0,2.0,21.5,279346.6666666667
12-05T08:00:00,55.1,50.0,60.1,39.8,19.9,54.0,1019.0,1014.0,1023.4,0.0,9.9,16.0,21.4,26.8,18.2,17.6,55.1,54.9,5.2,16.0,58.0,3.1,3.0,30.2,2.0,25.4,277487.3333333333
12-05T09:00:00,58.4,53.1,64.0,40.0,19.0,55.0,1019.4,1014.4,1023.9,0.2,6.8,17.3,22.9,24.2,19.4,16.2,58.4,58.3,5.9,12.7,65.0,3.1,3.0,33.7,2.0,21.1,271859.3333333333
12-05T10:00:00,61.4,55.9,68.0,40.2,18.0,55.0,1019.6,1014.7,1024.2,0.7,4.4,15.0,21.5,18.1,28.9,16.4,61.4,61.4,6.0,13.8,59.0,2.5,3.0,26.9,2.0,20.7,264542.0
12-05T11:00:00,63.8,57.9,71.1,39.9,18.0,55.0,1019.2,1014.1,1023.8,1.6,2.9,18.2,23.9,23.4,20.5,14.0,63.8,63.7,6.1,16.4,62.0,0.5,3.0,18.8,7.0,14.1,257729.66666666666
12-05T12:00:00,64.9,59.0,72.0,40.4,18.0,55.0,1018.3,1013.1,1022.8,2.1,2.2,19.9,22.6,23.6,20.2,13.6,64.9,64.9,7.1,14.7,252.0,2.7,7.0,27.7,6.0,15.5,257125.33333333334
12-05T13:00:00,64.9,57.9,73.0,41.9,19.9,55.9,1017.5,1012.5,1022.1,2.1,2.2,19.2,23.6,22.3,20.7,14.2,64.9,64.9,9.0,4.2,253.0,6.0,7.0,47.2,6.0,20.9,262986.0
12-05T14:00:00,64.3,59.0,71.1,43.6,23.0,55.9,1017.1,1012.3,1021.6,1.6,2.3,20.1,21.9,23.5,21.6,12.9,64.3,64.3,10.1,1.8,258.0,7.6,7.0,56.7,6.0,21.7,269504.0
12-05T15:00:00,63.3,57.9,69.1,44.6,26.1,57.0,1017.0,1012.3,1021.5,1.1,2.9,17.7,23.9,25.9,19.4,13.2,63.3,63.3,10.2,0.9,261.0,7.9,7.0,63.6,6.0,17.5,281888.6666666667
12-05T16:00:00,62.0,57.0,66.9,45.7,28.9,57.0,1017.1,1012.3,1021.6,0.7,3.8,16.3,22.5,21.4,25.1,14.7,62.0,61.9,10.0,2.0,262.0,7.7,7.0,63.9,6.0,15.3,303063.0
12-05T17:00:00,60.2,55.9,64.9,46.7,30.0,57.0,1017.2,1012.4,1021.9,0.4,5.2,14.2,25.4,26.4,21.8,12.2,60.2,60.2,8.8,2.0,264.0,6.7,7.0,55.8,6.0,18.0,329425.0
12-05T18:00:00,59.5,55.9,64.0,46.9,30.0,57.0,1017.5,1012.6,1022.2,0.2,5.8,23.8,23.5,20.0,19.1,13.6,59.5,59.5,7.4,6.7,266.0,5.2,7.0,46.4,6.0,21.7,330405.0
12-05T19:00:00,59.1,55.0,63.0,46.5,28.9,57.0,1017.8,1012.8,1022.6,0.2,6.1,31.6,22.1,17.2,16.5,12.6,59.1,59.1,6.3,14.9,271.0,3.8,7.0,34.4,6.0,19.1,325500.3333333333
12-05T20:00:00,58.8,54.0,63.0,45.8,26.1,57.0,1018.1,1013.0,1022.9,0.2,6.4,35.8,21.9,14.4,15.1,12.9,58.8,58.7,5.7,20.0,289.0,2.3,7.0,22.5,1.0,14.1,318180.6666666667
12-05T21:00:00,58.2,54.0,63.0,45.0,24.4,57.0,1018.3,1013.1,1023.1,0.1,6.9,39.3,18.5,13.9,15.6,12.7,58.2,58.2,5.4,17.8,325.0,0.9,7.0,15.1,1.0,14.0,306197.6666666667
12-05T22:00:00,57.5,53.1,62.1,44.7,24.1,57.0,1018.5,1013.3,1023.3,0.1,7.6,34.9,18.5,14.1,15.3,17.3,57.5,57.5,5.2,20.0,36.0,1.1,3.0,19.6,2.0,14.5,286913.6666666667
12-05T23:00:00,57.2,53.1,62.1,43.8,23.7,55.9,1018.6,1013.6,1023.3,0.1,7.9,38.1,17.8,15.3,15.5,13.3,57.2,57.1,5.4,18.0,29.0,1.7,3.0,23.9,1.0,12.4,260513.0
12-06T00:00:00,56.4,51.1,61.0,43.0,21.9,55.9,1018.5,1013.6,1023.1,0.1,8.7,34.4,20.3,14.4,17.5,13.4,56.4,56.3,5.3,16.7,43.0,2.0,3.0,27.0,2.0,16.6,276943.3333333333
12-06T01:00:00,55.5,51.1,61.0,42.4,21.0,55.9,1018.3,1013.3,1023.1,0.0,9.5,33.9,19.6,13.8,17.9,14.8,55.5,55.4,5.1,16.4,52.0,2.4,3.0,29.1,2.0,22.1,246370.66666666666
12-06T02:00:00,54.4,48.9,60.1,42.0,21.9,55.0,1018.3,1013.4,1023.0,0.0,10.6,35.1,17.9,15.9,14.1,16.9,54.4,54.1,4.9,20.9,56.0,2.6,3.0,32.9,2.0,19.0,241044.0
12-06T03:00:00,53.7,48.9,59.0,41.4,21.9,55.0,1018.2,1013.2,1022.8,0.0,11.4,33.3,21.0,14.4,14.6,16.7,53.7,53.3,4.4,24.0,55.0,2.6,3.0,31.6,2.0,21.9,239691.0
12-06T04:00:00,53.1,48.0,57.9,40.9,21.9,54.0,1018.0,1013.1,1022.7,0.0,11.9,29.3,18.4,14.4,18.2,19.6,53.1,52.7,4.3,25.7,52.0,2.5,3.0,29.4,2.0,23.0,244625.0
12-06T05:00:00,52.6,46.9,57.9,40.5,21.0,54.0,1018.1,1013.4,1022.8,0.0,12.4,32.4,22.1,15.0,14.5,16.1,52.6,52.1,4.2,27.3,53.0,2.4,3.0,28.2,2.0,23.8,258228.0
12-06T06:00:00,52.5,46.4,57.9,40.2,21.0,54.0,1018.4,1013.7,1022.9,0.0,12.6,28.8,25.1,15.5,14.1,16.5,52.5,51.9,4.3,26.7,55.0,2.6,3.0,28.9,2.0,20.7,280088.6666666667
12-06T07:00:00,53.2,46.9,59.0,39.7,19.9,54.0,1018.8,1013.9,1023.3,0.0,11.9,16.2,18.4,31.9,15.7,17.8,53.2,52.7,4.9,18.9,59.0,2.8,3.0,31.6,2.0,21.9,290778.0
12-06T08:00:00,55.0,50.0,60.1,40.1,21.0,54.0,1019.2,1014.0,1023.6,0.0,10.1,16.2,19.9,27.8,18.9,17.3,55.0,54.7,5.1,16.2,61.0,3.1,3.0,31.5,2.0,24.9,287294.6666666667
12-06T09:00:00,58.2,53.1,64.0,40.4,19.9,55.0,1019.6,1014.5,1024.2,0.2,7.0,17.2,21.5,25.5,19.4,16.4,58.2,58.2,5.8,13.6,66.0,3.1,3.0,33.4,2.0,21.1,281366.0
12-06T10:00:00,61.2,55.9,68.0,40.6,19.0,55.0,1019.8,1014.8,1024.4,0.7,4.5,14.5,21.7,18.5,28.9,16.4,61.2,61.2,5.9,13.8,62.0,2.4,3.0,27.0,2.0,20.3,275183.6666666667
12-06T11:00:00,63.6,57.9,71.1,40.4,18.0,55.6,1019.4,1014.2,1024.0,1.5,3.0,17.5,24.2,24.5,19.8,13.9,63.6,63.5,6.0,16.7,70.0,0.3,3.0,18.1,7.0,15.4,272005.0
12-06T12:00:00,64.7,59.0,72.0,41.0,19.0,55.0,1018.5,1013.3,1023.0,2.0,2.3,19.1,23.5,24.8,18.8,13.8,64.7,64.7,7.1,14.2,250.0,3.0,7.0,29.9,6.0,17.1,275382.6666666667
12-06T13:00:00,64.7,57.9,72.0,42.4,21.0,55.9,1017.7,1012.8,1022.4,1.9,2.2,18.5,24.9,23.1,19.5,13.9,64.7,64.6,9.1,4.0,253.0,6.2,7.0,48.5,6.0,22.0,281818.0
12-06T14:00:00,64.1,59.0,71.1,44.0,25.0,55.9,1017.3,1012.5,1021.9,1.5,2.4,19.7,22.6,24.7,21.0,12.1,64.1,64.1,10.1,1.6,256.0,7.8,7.0,57.3,6.0,22.4,288384.0
12-06T15:00:00,63.1,57.9,69.1,45.0,27.0,57.0,1017.2,1012.6,1021.8,1.0,3.0,17.3,25.1,25.9,19.3,12.3,63.1,63.0,10.2,0.7,260.0,8.1,7.0,65.2,6.0,17.4,297988.0
12-06T16:00:00,61.8,57.0,66.9,46.0,28.9,57.0,1017.3,1012.6,1021.9,0.7,3.9,15.9,23.5,21.4,24.7,14.5,61.8,61.8,9.9,1.8,261.0,7.9,7.0,64.8,6.0,16.0,316442.6666666667
12-06T17:00:00,60.0,55.9,64.9,47.1,30.9,57.0,1017.4,1012.9,1022.1,0.4,5.3,13.4,26.9,26.2,21.3,12.2,60.0,60.0,8.8,1.8,264.0,6.9,7.0,57.4,6.0,18.3,339456.0
12-06T18:00:00,59.3,55.9,64.0,47.2,30.9,57.0,1017.7,1013.2,1022.3,0.2,5.9,23.0,24.3,20.8,18.3,13.6,59.3,59.3,7.5,6.2,265.0,5.4,7.0,48.9,6.0,21.2,339032.3333333333
12-06T19:00:00,59.0,55.0,63.0,46.8,30.0,57.0,1018.0,1013.3,1022.6,0.2,6.2,30.6,23.1,18.2,15.5,12.6,59.0,59.0,6.4,14.2,270.0,4.0,7.0,35.6,6.0,19.1,332780.0
12-06T20:00:00,58.6,54.0,63.0,46.1,27.0,57.0,1018.2,1013.3,1022.9,0.2,6.5,34.2,22.6,16.0,14.6,12.6,58.6,58.6,5.7,19.3,284.0,2.5,7.0,24.4,6.0,13.8,324009.6666666667
12-06T21:00:00,58.1,54.0,63.0,45.4,26.1,57.0,1018.5,1013.5,1023.2,0.1,7.0,38.7,19.2,14.6,14.8,12.7,58.1,58.0,5.4,17.3,308.0,1.1,7.0,16.7,1.0,13.2,310704.3333333333
12-06T22:00:00,57.4,53.1,62.1,45.0,24.1,57.0,1018.6,1013.6,1023.4,0.1,7.7,34.9,18.9,14.6,14.4,17.1,57.4,57.3,5.2,20.0,31.0,1.0,3.0,19.4,2.0,13.8,290723.3333333333
12-06T23:00:00,57.0,53.1,62.1,44.1,24.1,55.9,1018.7,1013.8,1023.3,0.1,8.0,37.7,18.2,15.7,14.7,13.7,57.0,57.0,5.4,18.0,28.0,1.5,3.0,23.7,2.0,12.3,263977.0
12-07T00:00:00,56.2,51.1,61.0,43.4,23.0,55.9,1018.6,1013.7,1023.1,0.1,8.8,34.3,20.7,15.2,16.4,13.4,56.2,56.1,5.3,16.9,43.0,1.9,3.0,27.0,2.0,17.0,280142.0
12-07T01:00:00,55.3,51.1,61.0,42.8,21.9,55.0,1018.4,1013.6,1023.1,0.0,9.7,33.6,19.6,15.3,17.0,14.5,55.3,55.2,5.1,17.1,51.0,2.3,3.0,28.3,2.0,21.9,248430.66666666666
12-07T02:00:00,54.2,48.9,59.4,42.3,23.0,55.0,1018.4,1013.5,1023.0,0.0,10.8,34.9,18.2,16.4,14.4,16.2,54.2,54.0,4.7,22.0,56.0,2.5,3.0,32.5,2.0,17.9,242899.33333333334
12-07T03:00:00,53.5,48.0,59.0,41.7,23.0,55.0,1018.3,1013.5,1022.9,0.0,11.5,32.7,22.2,13.7,15.2,16.2,53.5,53.2,4.3,24.9,53.0,2.5,3.0,29.9,2.0,22.6,241256.33333333334
12-07T04:00:00,52.9,48.0,57.9,41.2,23.0,54.0,1018.1,1013.3,1022.7,0.0,12.1,28.8,19.9,13.7,18.4,19.1,52.9,52.5,4.3,26.0,52.0,2.4,3.0,28.3,2.0,24.0,245329.0
12-07T05:00:00,52.5,46.9,57.9,40.6,21.9,54.0,1018.2,1013.5,1022.8,0.0,12.5,32.2,21.7,15.7,14.9,15.4,52.5,52.0,4.1,27.6,52.0,2.4,3.0,29.3,2.0,22.4,258755.33333333334
12-07T06:00:00,52.3,46.4,57.9,40.4,21.9,54.0,1018.5,1013.9,1023.0,0.0,12.8,28.9,24.6,15.2,15.0,16.3,52.3,51.7,4.2,25.6,54.0,2.6,3.0,28.9,2.0,21.7,279743.0
12-07T07:00:00,53.0,46.9,57.9,39.9,21.0,54.0,1018.9,1014.1,1023.4,0.0,12.0,15.7,18.6,32.7,15.4,17.6,53.0,52.5,4.8,19.8,57.0,2.7,3.0,31.1,2.0,21.8,295481.0
12-07T08:00:00,54.8,50.0,60.1,40.3,21.0,54.0,1019.3,1014.2,1023.7,0.0,10.2,15.5,20.4,28.0,19.3,16.8,54.8,54.6,5.1,16.0,59.0,3.1,3.0,31.8,2.0,25.0,302680.0
12-07T09:00:00,58.0,53.1,64.0,40.6,21.0,55.0,1019.7,1014.8,1024.2,0.2,7.1,16.5,21.9,26.7,18.4,16.5,58.0,58.0,5.7,13.3,65.0,3.1,3.0,32.8,2.0,22.0,302478.6666666667
12-07T10:00:00,61.0,55.9,68.0,40.8,21.0,55.0,1019.9,1015.0,1024.4,0.7,4.6,13.9,21.5,19.7,28.5,16.4,61.0,61.0,5.8,14.3,63.0,2.4,3.0,28.2,2.0,19.0,298373.3333333333
12-07T11:00:00,63.4,57.0,71.1,40.7,19.0,55.0,1019.4,1014.3,1024.0,1.4,3.1,16.8,24.4,25.4,18.7,14.8,63.4,63.4,6.0,16.2,71.0,0.3,3.0,17.7,7.0,15.6,293943.6666666667
12-07T12:00:00,64.6,59.0,72.0,41.2,19.9,55.0,1018.6,1013.5,1023.0,1.9,2.4,17.0,23.8,25.1,19.1,14.9,64.6,64.5,7.0,14.0,252.0,3.1,7.0,29.9,6.0,17.7,290762.0
12-07T13:00:00,64.5,57.9,72.0,42.6,21.9,55.9,1017.8,1012.9,1022.4,1.8,2.3,17.1,25.1,23.6,18.9,15.3,64.5,64.5,9.1,3.8,255.0,6.2,7.0,48.9,6.0,21.7,289549.6666666667
12-07T14:00:00,63.9,59.0,70.0,44.2,26.1,55.9,1017.4,1012.7,1022.0,1.5,2.5,18.3,22.5,25.7,20.7,12.8,63.9,63.9,10.1,1.8,257.0,7.8,7.0,56.8,6.0,22.7,293558.0
12-07T15:00:00,63.0,57.9,69.1,45.2,28.0,57.0,1017.3,1012.7,1021.9,1.0,3.1,16.1,26.2,25.2,19.6,12.8,63.0,62.9,10.1,0.7,260.0,8.0,7.0,64.5,6.0,17.9,300127.3333333333
12-07T16:00:00,61.7,57.0,66.9,46.1,28.9,57.0,1017.3,1012.6,1022.0,0.7,4.0,15.1,23.4,22.2,24.1,15.1,61.7,61.7,9.9,2.0,262.0,7.9,7.0,64.9,6.0,15.2,316427.0
12-07T17:00:00,59.9,55.9,64.9,47.2,30.9,57.0,1017.4,1013.0,1022.3,0.4,5.5,12.2,28.0,26.8,20.9,12.2,59.9,59.9,8.8,1.8,264.0,6.9,7.0,57.9,6.0,18.3,339863.3333333333
12-07T18:00:00,59.2,55.0,64.0,47.1,30.9,57.0,1017.7,1013.2,1022.5,0.2,6.0,22.5,24.7,20.7,18.0,14.1,59.2,59.2,7.5,5.8,267.0,5.5,7.0,50.5,6.0,19.1,338939.0
12-07T19:00:00,58.9,55.0,63.0,46.8,30.0,57.0,1018.0,1013.3,1022.8,0.2,6.3,30.7,23.1,18.2,14.8,13.1,58.9,58.9,6.4,13.8,270.0,4.1,7.0,37.0,6.0,18.3,331200.6666666667
12-07T20:00:00,58.5,54.0,63.0,46.1,28.0,57.0,1018.3,1013.3,1022.9,0.2,6.6,33.7,23.0,15.7,15.3,12.3,58.5,58.5,5.9,18.4,285.0,2.6,7.0,26.0,1.0,13.7,322107.6666666667
12-07T21:00:00,58.0,54.0,62.6,45.4,26.1,57.0,1018.5,1013.5,1023.2,0.1,7.2,37.8,19.5,14.9,15.1,12.7,58.0,57.9,5.4,17.3,309.0,1.2,7.0,17.3,1.0,13.6,309046.6666666667
12-07T22:00:00,57.3,53.1,62.1,45.0,25.0,57.0,1018.7,1013.6,1023.4,0.1,7.8,34.4,20.3,14.4,14.4,16.6,57.3,57.2,5.1,20.3,21.0,1.0,3.0,18.2,2.0,13.8,289518.0
12-07T23:00:00,56.9,53.1,62.1,44.2,25.0,55.9,1018.7,1013.8,1023.4,0.1,8.1,36.8,19.2,15.7,14.9,13.4,56.9,56.9,5.3,17.8,26.0,1.4,3.0,23.3,2.0,11.9,263046.3333333333
12-08T00:00:00,56.1,51.1,61.0,43.5,24.1,55.9,1018.6,1013.8,1023.3,0.1,8.9,33.8,21.0,15.8,16.2,13.2,56.1,56.0,5.2,17.1,41.0,1.9,3.0,26.9,2.0,16.7,278978.3333333333
12-08T01:00:00,55.3,51.1,60.8,42.8,24.1,55.0,1018.4,1013.7,1023.1,0.0,9.8,33.0,20.2,15.4,17.6,13.9,55.3,55.1,5.1,17.6,47.0,2.3,3.0,27.3,2.0,21.9,247652.33333333334
12-08T02:00:00,54.2,48.9,59.0,42.3,24.1,55.0,1018.4,1013.7,1023.1,0.0,10.8,34.0,18.0,17.3,14.2,16.5,54.2,53.9,4.8,20.9,54.0,2.5,3.0,31.9,2.0,19.0,241536.33333333334
12-08T03:00:00,53.5,48.0,59.0,41.7,24.1,55.0,1018.3,1013.6,1022.9,0.0,11.6,32.6,22.1,13.4,15.4,16.5,53.5,53.1,4.4,24.9,52.0,2.5,3.0,29.4,2.0,22.3,239531.66666666666
12-08T04:00:00,52.9,48.0,57.9,41.2,23.0,54.0,1018.1,1013.4,1022.7,0.0,12.2,28.8,20.1,13.9,18.2,18.9,52.9,52.4,4.3,26.0,52.0,2.4,3.0,27.6,2.0,24.0,243295.33333333334
12-08T05:00:00,52.4,46.9,57.9,40.7,24.1,54.0,1018.2,1013.6,1022.7,0.0,12.6,31.5,21.7,16.5,14.2,16.0,52.4,51.9,4.2,26.2,52.0,2.4,3.0,29.6,2.0,22.8,256516.66666666666
12-08T06:00:00,52.2,46.9,57.9,40.4,23.0,54.0,1018.5,1013.9,1023.0,0.0,12.8,28.7,24.2,15.2,14.9,17.0,52.2,51.7,4.2,25.3,53.0,2.7,3.0,29.3,2.0,22.2,276171.0
