date,Megawatts
2021-07-19 00:00:00,359699.0
2021-07-19 01:00:00,312489.0
2021-07-19 02:00:00,300010.0
2021-07-19 03:00:00,294284.0
2021-07-19 04:00:00,294793.0
2021-07-19 05:00:00,305408.0
2021-07-19 06:00:00,318205.0
2021-07-19 07:00:00,335675.0
2021-07-19 08:00:00,349540.0
2021-07-19 09:00:00,361520.0
2021-07-19 10:00:00,377003.0
2021-07-19 11:00:00,395548.0
2021-07-19 12:00:00,416556.0
2021-07-19 13:00:00,441990.0
2021-07-19 14:00:00,465827.0
2021-07-19 15:00:00,484688.0
2021-07-19 16:00:00,494596.0
2021-07-19 17:00:00,501885.0
2021-07-19 18:00:00,499100.0
2021-07-19 19:00:00,482313.0
2021-07-19 20:00:00,464315.0
2021-07-19 21:00:00,441869.0
2021-07-19 22:00:00,407231.0
2021-07-19 23:00:00,342030.0
