date,Megawatts
2021-10-03 00:00:00,300685.0
2021-10-03 01:00:00,263247.0
2021-10-03 02:00:00,252920.0
2021-10-03 03:00:00,246911.0
2021-10-03 04:00:00,243996.0
2021-10-03 05:00:00,244785.0
2021-10-03 06:00:00,249351.0
2021-10-03 07:00:00,249045.0
2021-10-03 08:00:00,250146.0
2021-10-03 09:00:00,250062.0
2021-10-03 10:00:00,253389.0
2021-10-03 11:00:00,262149.0
2021-10-03 12:00:00,275314.0
2021-10-03 13:00:00,296914.0
2021-10-03 14:00:00,324560.0
2021-10-03 15:00:00,351952.0
2021-10-03 16:00:00,376144.0
2021-10-03 17:00:00,389620.0
2021-10-03 18:00:00,388582.0
2021-10-03 19:00:00,381400.0
2021-10-03 20:00:00,361899.0
2021-10-03 21:00:00,341246.0
2021-10-03 22:00:00,314791.0
2021-10-03 23:00:00,289462.0
